feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
multiple sclerosis,"Non-cancer illness code, self-reported | Array 0__multiple sclerosis",1,5061,1,2.56,113757,0,0.002,-0.001,0,C0026769,(Depression) OR (Depressive disorder),A,"The association between multiple sclerosis and depression is well established in medical literature. Multiple sclerosis is a chronic autoimmune disease that affects the central nervous system, and depression is a common comorbidity in patients with multiple sclerosis. Studies have shown that individuals with multiple sclerosis are at a higher risk of developing depression, and the presence of depression can worsen the quality of life and prognosis of patients with multiple sclerosis. The exact mechanisms underlying this association are not fully understood, but it is thought to be related to the chronic inflammation, pain, and disability associated with multiple sclerosis. Therefore, the association between multiple sclerosis and depression is well known and is part of the known risk factors.",TRUE
Gestational diabetes only,Gestational diabetes only_Yes,1,107,1,1.399,4293,0,0,0.001,0.001,C0085207,(Depression) OR (Depressive disorder),A,"The association between gestational diabetes and depression is a complex one, and while there are some studies suggesting a link between the two, it is not entirely clear if gestational diabetes is a direct risk factor for depression. However, considering the provided documents, there is evidence that gestational diabetes is associated with various metabolic and hormonal changes that may contribute to the development of depression. For instance, Document [0] mentions that gestational diabetes is one of the risk factors noted in a meta-analysis of 33 studies, although further research is needed to assess its true significance. Document [1] also mentions that gestational diabetes is a risk factor for postpartum depression. Furthermore, Document [22] lists gestational diabetes as one of the clinical factors associated with a high risk of developing depression. Therefore, while the association is not entirely clear, there is some evidence to suggest that gestational diabetes may be a risk factor for depression.",TRUE
(AD) alzheimer's disease genetic risk,(AD) alzheimer's disease genetic risk,1,334,1,1.209,15450,0.013,0,-0.002,0,C0002395,(Depression) OR (Depressive disorder),B,"The association between Alzheimer's disease genetic risk and depression or depressive disorder is not directly related. Alzheimer's disease is a neurodegenerative disorder, while depression and depressive disorder are mental health conditions. While there may be some indirect relationships, such as the impact of Alzheimer's disease on cognitive function and potentially contributing to depression, the relationship is not as direct or well-established as other risk factors for depression. Therefore, the association is not well known or explained by existing knowledge.",FALSE
Doctor diagnosed asthma,Doctor diagnosed asthma_None,1,149,1,1.505,5568,0,0,0.002,0.073,C0004096,(Depression) OR (Depressive disorder),B,"The relationship between 'Doctor diagnosed asthma' and 'Depression OR Depressive disorder' is not explicitly mentioned in the provided documents. However, Document [7] mentions that respiratory disturbance, such as asthma, is associated with panic disorder, in terms of past history, comorbidity, and family history. This suggests that respiratory issues, including asthma, may be linked to mental health conditions. Document [1] also mentions that life events and hassles operate as triggers for the development of depression, which could potentially include respiratory issues like asthma. However, the specific relationship between 'Doctor diagnosed asthma' and 'Depression OR Depressive disorder' is not explicitly stated. Therefore, the association is not well known or explained by existing knowledge.",FALSE
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Cholesterol lowering medication","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication",1,216,1,1.55,7842,0,0,-0.001,0,C0008377,(Depression) OR (Depressive disorder),A,"The association between 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones-Cholesterol lowering medication' and 'Depression OR Depressive disorder' is related to the concept of 'Depressive Disorder Due to Another Medical Condition' as described in the DSM-5. This condition is characterized by a prominent and persistent period of depressed mood or markedly diminished interest or pleasure in all, or almost all, activities that predominates in the clinical picture, and is thought to be related to the direct physiological effects of another medical condition. The use of cholesterol-lowering medication is a known risk factor for depression, and the relationship between the two is thought to be due to the physiological effects of the medication on the body. Therefore, the association between the feature and the target disease is well known and explained by existing knowledge.",TRUE
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Hormone replacement therapy","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Hormone replacement therapy",1,218,1,1.561,7864,0.006,0,0.001,0.001,C0008377,(Depression) OR (Depressive disorder),A,"The association between 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones-Hormone replacement therapy' and 'Depression OR Depressive disorder' is well established in medical literature. Medications for cholesterol, blood pressure, and diabetes are known to have a complex relationship with depression, and hormone replacement therapy has been linked to an increased risk of depression. This is because these medications can have a significant impact on the body's hormonal balance, which can lead to mood changes and depression. Additionally, the use of these medications can also have a cumulative effect, increasing the risk of depression over time. Furthermore, the relationship between these medications and depression is not just a simple cause-and-effect relationship, but rather a complex interplay of multiple factors, including genetic predisposition, lifestyle, and other underlying health conditions. Therefore, the association between 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones-Hormone replacement therapy' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Coffee intake,Coffee intake,1,126,1,1.819,3917,0.006,0,0.002,0.008,C0009237,(Depression) OR (Depressive disorder),B,"The association between coffee intake and depression or depressive disorder is not explicitly mentioned in the provided documents. However, Document [25] mentions that two or more cups of coffee daily increase the risk for Latent Autoimmune Diabetes (LADA), which is a different condition. Document [29] discusses the risk factors for stone formation, including high coffee intake, but this is not related to depression or depressive disorder. Document [26] mentions that increased physical activity, moderate alcohol use, and the intake of fatty fish have a protective effect on the risk of LADA, but this is not related to depression or depressive disorder. Document [15] mentions the monoamine hypothesis of depression, which suggests that depression is related to a deficiency in the amount or function of cortical and limbic serotonin (5-HT), norepinephrine (NE), and dopamine (DA), but does not mention coffee intake as a risk factor. Document [5] mentions that regular exercise and yoga are protective against the development of mood disorders, including depression, but does not mention coffee intake. Document [4] mentions that life events and hassles operate as triggers for the development of depression, but does not mention coffee intake. Document [1] mentions that genetic factors, including C9ORF72 repeats on chromosome 9, are found in patients suffering from depressive cognitive disorders, but does not mention coffee intake. Document [0] mentions that neurodegenerative diseases, stroke, multiple sclerosis, seizure disorders, cancer, macular degeneration, and chronic pain have been associated with higher rates of depression, but does not mention coffee intake. Document [3] mentions that insomnia may develop its own course with some anxiety and depressive features, but does not mention coffee intake. Document [2] mentions that hypothalamic-pituitary-adrenal axis hyperactivity had been the most extensively investigated abnormality associated with major depressive episodes, but does not mention coffee intake. Document [6] mentions that risk factors for persistent depressive disorder may include genetics, epigenetics, prior mental illness, neuroticism, high anxiety states, sense of self-worth, psychological health, trauma, life stressors, and social determinants of health, but does not mention coffee intake. Document [7] mentions that some evidence suggests that genetic factors play a lesser role in late-onset depression than in early-onset depression, but does not mention coffee intake. Document [8] mentions that the essential feature of depressive disorder due to another medical condition is a prominent and persistent period of depressed mood or markedly diminished interest or pleasure in all, or almost all, activities, but does not mention coffee intake. Document [9] mentions that since the 1980s, depressive cognitive disorders have been incorporated as part of the reversible and treatable forms of dementia, but does not mention coffee intake. Document [10] mentions that biological factors, including the neurotransmitter serotonin, are associated with depression, but does not mention coffee intake. Document [11] mentions that cognitive impairment has been found to be persistent even after the depressive phase has remitted, but does not mention coffee intake. Document [12] mentions that genetic factors, including the genes for bipolar disease, are associated with depression, but does not mention coffee intake. Document [13] mentions that depressed adolescents have an attentional bias and a memory bias, but does not mention coffee intake. Document [14] mentions that mutations in the BDNF gene have been found to be associated with altered anxiety and depressive behavior, but does not mention coffee intake. Document [15] mentions the monoamine hypothesis of depression, which suggests that depression is related to a deficiency in the amount or function of cortical and limbic serotonin (5-HT), norepinephrine (NE), and dopamine (DA), but does not mention coffee intake. Document [16] mentions that decreased appetite and weight, atypically increased food intake, inability to enjoy previously gratifying activities, loss of libido, and thoughts of death or suicide are symptoms of depression, but does not mention coffee intake. Document [17] mentions that the interaction of depression with medical comorbidities among older adults needs a special mention, but does not mention coffee intake. Document [18] mentions that depression is associated with substantial disability, but does not mention coffee intake. Document [19] mentions that bipolar disorders, schizophrenia, and antisocial personality disorder are associated with a markedly increased rate of alcohol use disorder, but does not mention coffee intake. Document [20] mentions that MDD is one of the leading causes of disability worldwide, but does not mention coffee intake. Document [21] mentions that mood disorders are characterized by a disturbance in the regulation of mood, behavior, and affect, but does not mention coffee intake. Document [22] mentions that depressive cognitive disorders are related to a considerable amount of disability, but does not mention coffee intake. Document [23] mentions that the etiology of major depressive disorder is multifactorial with both genetic and environmental factors playing a role, but does not mention coffee intake. Document [24] mentions that individuals whose pattern of use meets criteria for a caffeine use disorder have shown a wide range of daily caffeine intake, but does not mention coffee intake. Document [25] mentions that a diagnosis of caffeine use disorder has been shown to prospectively predict a greater incidence of caffeine reinforcement and more severe withdrawal, but does not mention coffee intake. Document [26] mentions that two or more cups of coffee daily increase the risk for LADA, but this is a different condition. Document [27] mentions that the pathophysiology of persistent depressive disorder is unknown, but does not mention coffee intake. Document [28] mentions that mood disorders are subdivided into depressive disorders, bipolar disorders, and depression in association with medical illness or alcohol and substance abuse, but does not mention coffee intake. Document [29] mentions that common risk factors for stone formation include poor oral fluid intake, high animal-derived protein intake, high oxalate intake, and high salt intake, but does not mention coffee intake. Document [30] mentions that patients with neurodegenerative dementia exhibit a considerably more fast rate of forgetting, but does not mention coffee intake. Document [31] mentions that alcohol promotes hyperuricemia, but does not mention coffee intake. Therefore, the association between coffee intake and depression or depressive disorder is not well known or explained by existing knowledge.",FALSE
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Do not know",1,224,1,1.558,8092,0,0,-0.002,0,C0008377,(Depression) OR (Depressive disorder),B,"The association between the feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones' and 'Depression OR Depressive disorder' is related to the management of these conditions. Medications for cholesterol, blood pressure, diabetes, or exogenous hormones are used to treat these conditions, and their effectiveness in reducing the risk of depression or depressive disorder is not well established. However, managing these conditions can indirectly reduce the risk of depression or depressive disorder by improving overall health and well-being. For example, managing diabetes can reduce the risk of complications that may contribute to depression, such as neuropathy, vision loss, and kidney disease. Similarly, managing high blood pressure can reduce the risk of cardiovascular disease, which is a known risk factor for depression. Therefore, the association between this feature and the target disease is not well known or explained by existing knowledge.",FALSE
Alcohol intake frequency. Daily or almost daily,Alcohol intake frequency._Daily or almost daily,1,36706,1,3.102,709646,0,0,0.001,0.01,C0001948,(Depression) OR (Depressive disorder),A,"The association between 'Alcohol intake frequency. Daily or almost daily' and 'Depression OR Depressive disorder' is well established in the medical literature. Studies have consistently shown that excessive alcohol consumption, including daily or almost daily drinking, is a significant risk factor for developing depression and depressive disorders. This is because alcohol can disrupt neurotransmitter systems, affect sleep patterns, and lead to malnutrition, all of which can contribute to the development of depression. Furthermore, individuals with a history of heavy drinking are more likely to experience depression and other mental health issues, including anxiety disorders, substance use disorders, and other psychiatric conditions. Therefore, the association between daily or almost daily alcohol intake and depression or depressive disorder is well known and supported by existing knowledge.",TRUE
Alcohol intake frequency. Never,Alcohol intake frequency._Never,1,116,1,3.159,2126,0.005,0,0,0.003,C0001948,(Depression) OR (Depressive disorder),A,"The feature 'Alcohol intake frequency. Never' is related to the target disease 'Depression OR Depressive disorder' as it is known that not drinking alcohol is a protective factor against developing depression and depressive disorders. This is because alcohol consumption is a known risk factor for depression and other mental health issues. Therefore, not drinking alcohol would logically reduce the risk of developing these conditions.",TRUE
Anxiety disorder,missing_Anxiety disorder,1,104149,1,67.657,203803,0.021,0,-0.001,0.015,C0003469,(Depression) OR (Depressive disorder),A,"The association between the feature 'Anxiety disorder' and 'Depression OR Depressive disorder' is well established in the provided documents. The documents mention that individuals with anxiety disorders are at a higher risk of developing depression and depressive disorders. This is supported by the fact that anxiety disorders are often comorbid with depression and depressive disorders, and that the presence of anxiety disorders can exacerbate the symptoms of depression and depressive disorders. Additionally, the documents mention that the neuroticism or emotional liability that underpins this pattern of comorbidity is associated with temperamental antecedents and genetic and environmental risk factors shared between these disorders. Therefore, the association between the feature 'Anxiety disorder' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Bipolar and major depression status Bipolar I Disorder,Bipolar and major depression status_Bipolar I Disorder,1,4080,1,inf,4069,0,0,-0.002,0,C0005586,(Depression) OR (Depressive disorder),A,"The association between the feature 'Bipolar and major depression status Bipolar I Disorder' and 'Depression OR Depressive disorder' is well known. According to the provided documents, Bipolar I Disorder is a mood disorder characterized by at least one manic episode, which may be preceded or followed by a hypomanic episode or major depressive episode. The documents also state that individuals with Bipolar I Disorder are at high risk for suicidal behavior, especially females who had the onset of symptoms early in life. Furthermore, the documents mention that individuals with Bipolar I Disorder have a high rate of attempted suicides, and that lithium is known to possess anti-suicidal effects in bipolar disorder. Therefore, the association between the feature 'Bipolar and major depression status Bipolar I Disorder' and 'Depression OR Depressive disorder' is well known and is a known risk factor.",TRUE
Bipolar and major depression status No Bipolar or Depression,Bipolar and major depression status_No Bipolar or Depression,1,665799,1,inf,649840,0.092,0,0,0.01,C0005587,(Depression) OR (Depressive disorder),A,"The feature 'Bipolar and major depression status_No Bipolar or Depression' is related to the diagnosis of bipolar disorder and major depressive disorder. The key symptoms of bipolar disorder include expansive or irritable mood, hyperactivity, impulsivity, disinhibition, diminished need for sleep, racing thoughts, and psychotic symptoms. Major depressive disorder is characterized by depressed mood, diurnal variation, sleep disturbance, anxiety, and sometimes, psychotic symptoms. The relationship between pure depressive syndromes and bipolar disorders is not well understood, but it is known that MDD is more frequent in families of bipolar individuals. The presence of a 'with mixed features' specifier also increases the risk for future manic or hypomanic diagnosis. The feature 'Bipolar and major depression status_No Bipolar or Depression' is related to the diagnosis of bipolar disorder and major depressive disorder, and it is a known risk factor for the development of bipolar I or bipolar II disorder. Therefore, the association between this feature and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Bipolar and major depression status Probable Recurrent major depression (severe),Bipolar and major depression status_Probable Recurrent major depression (severe),1,41,1,inf,41,0.014,0,0.003,0.003,C0154409,(Depression) OR (Depressive disorder),A,"The feature 'Bipolar and major depression status_Probable Recurrent major depression (severe)' is related to the target disease 'Depression OR Depressive disorder'. The association between the two is well established in the medical literature. Recurrent major depression, especially severe cases, is a known risk factor for developing depression and depressive disorders. This is because recurrent depression can lead to chronicity, disability, and a higher risk of suicidal thoughts and behaviors. Furthermore, the presence of severe recurrent major depression can indicate a more complex and severe form of depression, which may require more intensive treatment and management. Therefore, the association between the feature 'Bipolar and major depression status_Probable Recurrent major depression (severe)' and 'Depression OR Depressive disorder' is well known and established.",TRUE
Bipolar disorder status,Bipolar disorder status_None,1,5296,1,82.391,8842,0,0,0.003,0.104,C0005586,(Depression) OR (Depressive disorder),A,"The association between 'Bipolar disorder status' and 'Depression OR Depressive disorder' is well established in the medical literature. Bipolar disorder is a known risk factor for developing depression and depressive disorders. Studies have shown that individuals with bipolar disorder have a higher risk of experiencing depressive episodes and symptoms compared to the general population. This is due to the complex interplay of genetic, environmental, and neurobiological factors that contribute to the development of both bipolar disorder and depression. Therefore, the feature 'Bipolar disorder status' is a known risk factor for 'Depression OR Depressive disorder'.",TRUE
Chemotherapy,Chemotherapy,1,113049,1,1.688,4052496,0.013,0,-0.004,0,C0013216,(Depression) OR (Depressive disorder),A,"Chemotherapy is a treatment for cancer, and depression is a common side effect of cancer treatment. Document [3] mentions that chemotherapy drugs are some of the medications that can worsen or cause depression. This suggests that chemotherapy is a known risk factor for depression. Additionally, Document [2] lists cancer as a biological risk factor for depression, which further supports the association between chemotherapy and depression.",TRUE
Chest pain or discomfort,Chest pain or discomfort_No,1,8100,1,2.953,159445,0.007,0,0.002,0.074,C0008031,(Depression) OR (Depressive disorder),B,"The relationship between chest pain or discomfort and depression is not a direct one. Chest pain or discomfort is more commonly associated with cardiovascular diseases, such as myocardial infarction or angina, rather than depression. While depression can manifest with physical symptoms, including chest pain or discomfort, this is not a well-established risk factor for depression. The provided documents do not provide a clear link between chest pain or discomfort and depression, and it is not a known risk factor for depression. Therefore, the association is not well known or explained by existing knowledge.",FALSE
Chronic airway obstruction,Chronic airway obstruction,1,3310,1,1.773,105722,0.001,0,0.001,0,C0024117,(Depression) OR (Depressive disorder),A,"The association between 'Chronic airway obstruction' and 'Depression OR Depressive disorder' is well established in the medical literature. Chronic airway obstruction, often resulting from conditions such as chronic obstructive pulmonary disease (COPD), is a known risk factor for depression and depressive disorders. This association is supported by studies that have shown that individuals with COPD are at a higher risk of developing depression and depressive symptoms. The pathophysiological mechanisms underlying this association are thought to involve the chronic inflammation and oxidative stress associated with airway obstruction, which can lead to changes in brain chemistry and function, contributing to the development of depression. Furthermore, the presence of chronic airway obstruction can also lead to sleep disturbances, which are a known risk factor for depression. Therefore, the association between 'Chronic airway obstruction' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Diabetes diagnosed by doctor,Diabetes diagnosed by doctor_No,1,536,1,2.239,13646,0.001,0,0.002,0.106,C0011847,(Depression) OR (Depressive disorder),A,"The association between 'Diabetes diagnosed by doctor' and 'Depression OR Depressive disorder' is well established in medical literature. Diabetes is a known risk factor for depression, and individuals with diabetes are at a higher risk of developing depression. This association is due to the physiological effects of diabetes on the body, including inflammation, oxidative stress, and insulin resistance, which can contribute to the development of depression. Additionally, the management of diabetes can be challenging, leading to stress and anxiety, which can further increase the risk of depression. Therefore, the feature 'Diabetes diagnosed by doctor' is a known risk factor for 'Depression OR Depressive disorder'.",TRUE
Illnesses of mother,Illnesses of mother_0_None,1,1881,1,10.965,11294,0.001,0,0,0,C0004936,(Depression) OR (Depressive disorder),A,"The feature 'Illnesses of mother_0_None' is related to the risk of depression and depressive disorder. The literature suggests that a family history of psychiatric disorders, including depression and other mental health conditions, is a risk factor for developing depression and depressive disorder. This is due to genetic and environmental factors during childhood and later life associated with a lack of social support, which is a risk for PPD. Therefore, the association between the feature 'Illnesses of mother' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Irritable Bowel Syndrome,missing_Irritable Bowel Syndrome,1,2101,1,6.971,18642,0.002,0,0.003,0.015,C0022104,(Depression) OR (Depressive disorder),A,"The association between Irritable Bowel Syndrome (IBS) and Depression or Depressive disorder is well established in medical literature. IBS is often comorbid with depression and anxiety disorders, and patients with IBS are more likely to have a history of depression or depressive disorder. This association is thought to be due to the shared underlying pathophysiological mechanisms, such as altered gut-brain axis, stress response, and immune system dysregulation. Furthermore, studies have shown that patients with IBS are more likely to have a history of trauma, stress, and other adverse life events, which can contribute to the development of depression and depressive disorder. Therefore, the association between IBS and depression or depressive disorder is well known and explained by existing knowledge.",TRUE
"Medication for cholesterol, blood pressure or diabetes","Medication for cholesterol, blood pressure or diabetes_None",1,23902,1,1.35,1002264,0.03,0,-0.002,0.061,C0008377,(Depression) OR (Depressive disorder),A,"The association between the feature 'Medication for cholesterol, blood pressure or diabetes' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. The relationship between diabetes and depression is a complex one, with diabetes being a risk factor for depression and depression being a risk factor for diabetes. This bidirectional relationship is well established in the literature. Additionally, the use of medications for cholesterol, blood pressure, or diabetes is a common treatment for these conditions, and the impact of these medications on mental health outcomes, including depression, is a well-studied topic. Therefore, the association between this feature and the target disease is not surprising and is consistent with existing knowledge.",TRUE
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Blood pressure medication|Hormone replacement therapy","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication|Hormone replacement therapy",1,1485,1,1.779,47225,0,0,-0.002,0,C0008377,(Depression) OR (Depressive disorder),A,"The relationship between medication for cholesterol, blood pressure, diabetes, or exogenous hormones and depression is well established in medical literature. Medications such as statins, beta-blockers, and diuretics for blood pressure, antidiabetic medications, and hormone replacement therapy have been associated with an increased risk of depression. This is because these medications can have various side effects, including changes in mood, cognitive impairment, and sleep disturbances, which can contribute to the development of depression. Additionally, the underlying conditions being treated, such as hypertension, diabetes, and cardiovascular disease, also increase the risk of depression. Therefore, the association between the feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones-Blood pressure medication|Hormone replacement therapy' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Method of diagnosis when first had COVID-19,Method of diagnosis when first had COVID-19_None,1,472,1,2.457,10990,0,0,0.002,0.072,C5203670,(Depression) OR (Depressive disorder),B,"The association between the feature 'Method of diagnosis when first had COVID-19' and 'Depression OR Depressive disorder' is not well known or explained by existing knowledge. While there is evidence that COVID-19 can lead to long-term health consequences, including post-acute COVID-19 syndrome, which may include symptoms of depression, the specific relationship between the method of diagnosis when first had COVID-19 and the development of depression or depressive disorder is not well established. The provided documents do not provide conclusive evidence to support this association. Therefore, the answer is B.",FALSE
Migraine,missing_Migraine,1,4972,1,6.175,49322,0,0,0.002,0.007,C0149931,(Depression) OR (Depressive disorder),A,"The relationship between migraine and depression is well established in the medical literature. Studies have shown that individuals with migraine are at a higher risk of developing depression, and conversely, individuals with depression are more likely to experience migraine. This association is thought to be due to the shared underlying pathophysiological mechanisms, including the involvement of the trigeminal nerve, the hypothalamic-pituitary-adrenal axis, and the serotonergic system. Furthermore, the presence of migraine has been linked to an increased risk of developing depression in children and adolescents, and the relationship between the two conditions is thought to be bidirectional. Therefore, the association between the feature 'Migraine' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Mood swings,Mood swings_Yes,1,516,1,26.488,1583,0.135,0,0,0.055,C0085633,(Depression) OR (Depressive disorder),A,"The feature 'Mood swings_Yes' is related to the target disease 'Depression OR Depressive disorder'. The association between the two is well established in the medical literature. Mood swings are a common symptom of depression and are often used as a diagnostic criterion. The feature 'Mood swings_Yes' is a key component of the diagnostic criteria for depression and is used to distinguish it from other mental health conditions. Furthermore, mood swings are also a known risk factor for depression, and individuals who experience mood swings are more likely to develop depression. Therefore, the association between 'Mood swings_Yes' and 'Depression OR Depressive disorder' is well known and is part of the known risk factors.",TRUE
Nausea and vomiting,missing_Nausea and vomiting,1,2510,1,2.731,52925,0.002,0,0.001,0.014,C0027497,(Depression) OR (Depressive disorder),A,"The association between 'Nausea and vomiting' and 'Depression OR Depressive disorder' is well established in medical literature. Nausea and vomiting are common symptoms that can be caused by various factors, including depression. In the context of depression, nausea and vomiting can be a manifestation of the disease itself or a side effect of certain medications used to treat depression. Furthermore, depression can also lead to changes in appetite and eating habits, which can result in weight loss or gain, and nausea and vomiting can be a consequence of these changes. Additionally, the relationship between depression and nausea and vomiting is also supported by the fact that these symptoms are often seen in patients with depression, and addressing these symptoms can be an important part of the treatment plan. Therefore, the association between 'Nausea and vomiting' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Obesity,missing_Obesity,1,14423,1,1.708,480805,0.011,0,-0.002,0.014,C0028754,(Depression) OR (Depressive disorder),A,"The relationship between obesity and depression is complex and bidirectional, with both conditions influencing each other. Obesity is a known risk factor for depression, and depression can also contribute to weight gain and obesity. The association between obesity and depression is well-established, with studies showing that individuals with obesity have a higher risk of developing depression, and those with depression are more likely to experience weight gain and obesity. This relationship is further complicated by the fact that both conditions can exacerbate each other, creating a vicious cycle. The impact of obesity on mental health, including depression, is a significant concern, and addressing this issue is crucial for improving overall health outcomes.",TRUE
Other mental disorder,missing_Other mental disorder,1,55334,1,16.05,260025,0.011,0,0.002,0.025,C0004936,(Depression) OR (Depressive disorder),A,"The feature 'Other mental disorder' is related to predicting the target disease 'Depression OR Depressive disorder'. The association between the two is well established in the medical literature. Other mental disorders, such as anxiety disorders, can increase the risk of developing depression or depressive disorder. This is because both conditions share common underlying risk factors and mechanisms, such as genetic predisposition, neurobiological abnormalities, and environmental stressors. Additionally, individuals with other mental disorders may be more likely to experience comorbid depression or depressive disorder due to the shared underlying pathophysiology. Therefore, the association between 'Other mental disorder' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
"Panic attack caused by medical condition, medication, drugs or alcohol","Panic attack caused by medical condition, medication, drugs or alcohol_Do not know",1,44776,1,2.416,1100853,0,0,-0.004,0,C0001962,(Depression) OR (Depressive disorder),A,"The relationship between 'Panic attack caused by medical condition, medication, drugs or alcohol' and 'Depression OR Depressive disorder' is not a direct causal relationship. However, it is known that panic attacks can be a symptom of depression, and individuals with depression are more likely to experience panic attacks. Additionally, certain medical conditions, medications, and substances can trigger panic attacks, which may be misattributed to depression. Therefore, while the feature is not a direct risk factor for depression, it is related to the underlying mechanisms and symptoms of depression, making it a relevant consideration in the diagnosis and treatment of depression.",TRUE
Sleep - Overall average,Sleep - Overall average,1,2219,1,8.723,16183,0.01,0,-0.001,0,C0037313,(Depression) OR (Depressive disorder),A,"The association between the feature 'Sleep - Overall average' and 'Depression OR Depressive disorder' is well established in the medical literature. Studies have consistently shown that sleep disturbances, including reduced sleep quality and duration, are a risk factor for the development of depression and depressive disorders. This association is thought to be bidirectional, with sleep disturbances contributing to the development of depression, and depression exacerbating sleep disturbances. Furthermore, sleep disturbances are also a common comorbidity with depression, and addressing sleep issues is an important aspect of treating depression. Therefore, the association between 'Sleep - Overall average' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Sleep apnea,Sleep apnea,1,2956,1,2.785,61214,0.006,0,0.001,0,C0037315,(Depression) OR (Depressive disorder),A,"The association between sleep apnea and depression or depressive disorder is well established in the medical literature. Sleep apnea is a known risk factor for depression and depressive disorder. Studies have shown that individuals with sleep apnea are more likely to experience symptoms of depression and anxiety, and that treating sleep apnea can improve symptoms of depression. The relationship between sleep apnea and depression is thought to be bidirectional, with sleep apnea contributing to the development of depression and depression contributing to the development of sleep apnea. This association is supported by the fact that sleep apnea is a common comorbidity in individuals with depression, and that addressing sleep apnea can improve treatment outcomes for depression.",TRUE
Testosterone,missing_Testosterone,1,3294,1,1.614,115240,0.009,0,-0.001,0.026,C0039601,(Depression) OR (Depressive disorder),B,"The relationship between testosterone levels and depression is a complex one, and while there is some evidence to suggest that low testosterone levels may be associated with depression, it is not a well-established or widely recognized risk factor. However, the provided documents do mention that testosterone deficiency in men is sometimes associated with depressive symptoms, and that hormone replacement therapy may be associated with an improvement in mood and depressive symptoms. This suggests that testosterone levels may play a role in the etiology of depression, but more research is needed to fully understand the relationship.",FALSE
Urinary incontinence,missing_Urinary incontinence,1,1436,1,1.541,52484,0.006,0,0.001,0.014,C0042024,(Depression) OR (Depressive disorder),A,"The association between urinary incontinence and depression or depressive disorder is well established in medical literature. Studies have shown that urinary incontinence can lead to feelings of embarrassment, anxiety, and social isolation, which can contribute to the development of depression. Additionally, the physical discomfort and pain associated with urinary incontinence can also contribute to the development of depression. Furthermore, the relationship between urinary incontinence and depression is bidirectional, with depression also being a risk factor for urinary incontinence. Therefore, the association between urinary incontinence and depression or depressive disorder is well known and explained by existing knowledge.",TRUE
anxiety,"Non-cancer illness code, self-reported | Array 2__anxiety",1,174126,1,71.574,353724,0.005,0,0,0,C0003467,(Depression) OR (Depressive disorder),A,"The association between the feature 'anxiety' and 'Depression OR Depressive disorder' is well established in the medical literature. Anxiety is a known risk factor for depression, and it is often considered a comorbid condition. Studies have shown that individuals with anxiety disorders are at a higher risk of developing depression, and vice versa. This association is thought to be due to the shared underlying biological and psychological mechanisms, such as neuroticism, negative affectivity, and genetic predisposition. Furthermore, the presence of anxiety can exacerbate the symptoms of depression and make it more difficult to treat. Therefore, the association between the feature 'anxiety' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
anxiety panic,"Non-cancer illness code, self-reported | Array 4__anxiety panic",1,5044,1,43.793,11395,0.002,0,-0.002,0,C0003467,(Depression) OR (Depressive disorder),A,"The association between the feature 'anxiety panic' and 'Depression OR Depressive disorder' is well established in the medical literature. Anxiety disorders, including panic disorder, are known to be comorbid with depressive disorders. Studies have shown that individuals with anxiety disorders are at an increased risk of developing depressive disorders, and vice versa. This comorbidity is thought to be due to shared underlying risk factors, such as genetic predisposition, neurobiological mechanisms, and life stressors. Furthermore, the presence of anxiety symptoms can exacerbate depressive symptoms, and vice versa, leading to a more complex and severe clinical presentation. Therefore, the association between 'anxiety panic' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
