feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
Coronary atherosclerosis,missing_Coronary atherosclerosis,1,54571,1.0,45.96,224940,0.023,0.0,-0.115,0.008,C0010054,Heart attack,A,"The relationship between 'Coronary atherosclerosis' and 'Heart attack' is well established in medical literature. Coronary atherosclerosis is a known risk factor for heart attack, and it is a major underlying cause of myocardial infarction. The process of atherosclerosis involves the buildup of plaque in the coronary arteries, which can lead to reduced blood flow to the heart muscle, resulting in a heart attack. This relationship is supported by numerous studies, including the Framingham Heart Study, which has shown a strong correlation between atherosclerosis and the risk of heart attack. Therefore, the association between 'Coronary atherosclerosis' and 'Heart attack' is well known and established.",True
Diabetes diagnosed by doctor,Diabetes diagnosed by doctor_No,1,688,1.0,6.314,13646,0.005,0.0,-0.067,0.007,C0011847,Heart attack,A,"The association between the feature 'Diabetes diagnosed by doctor' and 'Heart attack' is well known and explained by existing knowledge. Diabetes mellitus is a known risk factor for coronary heart disease and heart attack. The relationship between diabetes and heart disease is complex and involves multiple mechanisms, including insulin resistance, inflammation, and endothelial dysfunction. The presence of diabetes mellitus is associated with an increased risk of heart attack, and aggressive control of blood sugar and other risk factors is essential for preventing cardiovascular disease. This relationship is well established in medical literature and is a key component of cardiovascular risk assessment and management.",True
Essential hypertension,missing_Essential hypertension,1,1058,1.0,3.422,37844,0.008,0.0,-0.067,0.006,C0085580,Heart attack,A,"Essential hypertension is a well-known risk factor for heart attack. It is a condition where the blood pressure is persistently elevated, which can lead to damage to the heart, blood vessels, and other organs. The relationship between essential hypertension and heart attack is well-established in medical literature. Studies have shown that individuals with essential hypertension are at a higher risk of developing heart disease, including heart attack, due to the increased strain on the heart and blood vessels. Therefore, it is a known risk factor for heart attack.",True
Hypercholesterolemia,Hypercholesterolemia,1,3497,1.0,8.835,50957,0.003,0.0,-0.028,0.003,C0020443,Heart attack,A,"Hypercholesterolemia is a well-known risk factor for heart disease, including heart attack. It is a condition characterized by high levels of low-density lipoprotein (LDL) cholesterol in the blood, which can lead to the formation of atherosclerotic plaques and increase the risk of heart attack. The relationship between hypercholesterolemia and heart attack is well-established in medical literature and is considered a key risk factor for cardiovascular disease. Therefore, the association between hypercholesterolemia and heart attack is already known and is part of the known risk factors for heart disease.",True
Hyperlipidemia,missing_Hyperlipidemia,1,5200,1.0,7.064,93858,0.0,0.0,-0.043,0.002,C0020473,Heart attack,A,"The association between 'Hyperlipidemia' and 'Heart attack' is well established in medical literature. Hyperlipidemia is considered a major risk factor for the development of atherosclerosis, which can lead to heart attacks. This relationship is supported by numerous epidemiological studies, including the Framingham Heart Study, which has consistently shown that high levels of LDL cholesterol increase the risk of myocardial infarction. Additionally, the HEART score, a diagnostic pathway used to stratify risk in patients with symptoms suggestive of acute coronary syndrome, includes hypercholesterolemia as one of its risk factors. Furthermore, the World Health Organization estimates that raised cholesterol causes approximately 2.6 million deaths worldwide. Therefore, the association between 'Hyperlipidemia' and 'Heart attack' is well known and established.",True
"Peripheral vascular disease, unspecified","missing_Peripheral vascular disease, unspecified",1,3959,1.0,6.078,82114,0.008,0.0,-0.083,0.002,C0085096,Heart attack,A,"Peripheral vascular disease, unspecified, is a known risk factor for heart attack. The relationship between peripheral vascular disease and heart attack is well established in medical literature. Peripheral vascular disease is a condition where the blood vessels narrow, which can lead to reduced blood flow to the heart, brain, and other vital organs. This can increase the risk of heart attack, as the heart muscle may not receive enough oxygen and nutrients. The ankle-brachial index (ABI) is a common test used to diagnose peripheral vascular disease, and an ABI value less than 0.9 is considered abnormal and indicative of peripheral vascular disease. Studies have shown that patients with peripheral vascular disease are at a higher risk of heart attack, myocardial infarction, and other cardiovascular events. Therefore, the association between peripheral vascular disease, unspecified, and heart attack is well known and established.",True
Syncope and collapse,missing_Syncope and collapse,1,1290,1.0,6.473,25029,0.001,0.0,-0.033,0.0,C0039070,Heart attack,A,"The association between the feature 'Syncope and collapse' and 'Heart attack' is well known and explained by existing knowledge. Syncope and collapse are symptoms that can be caused by a heart attack, and a history of syncope and collapse is considered a risk factor for heart attack. This is because syncope and collapse can be a sign of a underlying cardiac issue, such as a heart attack, which can lead to reduced blood flow to the brain and other vital organs. Therefore, the presence of syncope and collapse is a known risk factor for heart attack, and this association is well established in medical literature.",True
Unstable angina (intermediate coronary syndrome),missing_Unstable angina (intermediate coronary syndrome),1,13505,1.0,237.97,20548,0.002,0.0,-0.069,0.003,C0002965,Heart attack,A,"The feature 'Unstable angina (intermediate coronary syndrome)' is related to coronary artery disease, which is a known risk factor for heart attack. Unstable angina is a condition where the blood flow to the heart is reduced, and it is a symptom of coronary artery disease. The association between unstable angina and heart attack is well established in medical literature. Therefore, the feature 'Unstable angina (intermediate coronary syndrome)' is a known risk factor for heart attack.",True
angina,"Non-cancer illness code, self-reported | Array 0__angina",1,31763,1.0,93.453,76674,0.005,0.0,0.091,0.004,C0002962,Heart attack,A,"The association between the feature 'angina' and 'Heart attack' is well established in medical literature. Angina is a symptom of coronary artery disease, which is a major risk factor for heart attack. The relationship between angina and heart attack is based on the underlying pathophysiology of coronary artery disease, where reduced blood flow to the heart muscle leads to chest pain (angina) and, if severe, can result in a heart attack. This association is a fundamental concept in cardiology and is supported by numerous studies and clinical guidelines.",True
cholesterol,"Non-cancer illness code, self-reported | Array 2__cholesterol",1,12296,1.0,4.626,337943,0.0,0.0,0.019,0.0,C0008377,Heart attack,A,"The association between the feature 'cholesterol' and 'Heart attack' is well established in medical literature. Elevated levels of cholesterol, particularly low-density lipoprotein (LDL) cholesterol, are a known risk factor for heart attack. This is because high cholesterol levels can lead to the formation of plaques in the arteries, which can rupture and cause a heart attack. Additionally, low levels of high-density lipoprotein (HDL) cholesterol, which is often referred to as 'good' cholesterol, are also associated with an increased risk of heart disease. Therefore, the association between the feature 'cholesterol' and 'Heart attack' is well known and explained by existing knowledge.",True
diabetes,"Non-cancer illness code, self-reported | Array 2__diabetes",1,32340,1.0,4.35,992085,0.0,0.0,0.047,0.001,C0011847,Heart attack,A,"The association between the feature 'diabetes' and 'Heart attack' is well established in medical literature. Diabetes mellitus is a known risk factor for cardiovascular disease, including heart attack. Studies have shown that individuals with diabetes have a higher risk of developing heart disease and experiencing cardiovascular events, including myocardial infarction. This association is thought to be due to the metabolic changes and vascular damage that occur as a result of diabetes. Therefore, the feature 'diabetes' is a known risk factor for 'Heart attack'.",True
dvt,"Non-cancer illness code, self-reported | Array 2__dvt",1,379,1.0,3.227,14332,0.0,0.0,0.02,0.0,C0149871,Heart attack,A,"The feature 'Non-cancer illness code, self-reported | Array 2--dvt' is related to Deep Vein Thrombosis (DVT), which is a known risk factor for Heart Attack. DVT is a blood clot that forms in the deep veins of the legs, and it can break loose, travel to the lungs, and cause a Pulmonary Embolism (PE), which is a known risk factor for Heart Attack. Therefore, the association between the feature 'dvt' and 'Heart attack' is well known and explained by existing knowledge.",True
high cholesterol,"Non-cancer illness code, self-reported | Array 5__high cholesterol",1,8148,1.0,6.348,163962,0.0,0.0,0.024,0.002,C0020443,Heart attack,A,"The association between the feature 'high cholesterol' and 'Heart attack' is well established in medical literature. High cholesterol, particularly low-density lipoprotein (LDL) cholesterol, is a known risk factor for the development of atherosclerotic cardiovascular disease, which can lead to heart attacks. This relationship is supported by numerous studies, including the Framingham Heart Study, and is a key component of cardiovascular risk assessment guidelines. Therefore, the association between 'high cholesterol' and 'Heart attack' is not only known but also a fundamental aspect of cardiovascular disease prevention and management.",True
infarction,"Non-cancer illness code, self-reported | Array 0__infarction",1,299659,1.0,10340.357,411998,0.0,0.0,0.086,0.002,C0021308,Heart attack,A,"The feature 'Non-cancer illness code, self-reported | Array 0--infarction' is related to the target disease 'Heart attack'. The association between the two is well established in medical literature. Myocardial infarction, also known as a heart attack, is a condition where the blood flow to the heart is blocked, causing damage to the heart muscle. The feature 'infarction' is a known risk factor for heart attack, and it is part of the known risk factors for coronary artery disease and atherosclerosis. The HEART score, a diagnostic pathway used to stratify risk and predict the 6-week risk of a major adverse cardiac event, includes hypertension, hypercholesterolemia, diabetes mellitus, obesity, smoking, and a positive family history of coronary vascular disease as risk factors. Myocardial infarction is also considered a coronary heart disease (CHD) equivalent, indicating that patients with diabetes only have a similar risk of myocardial infarction compared to those without diabetes but with a prior myocardial infarction. Therefore, the association between the feature 'infarction' and 'Heart attack' is well known and explained by existing knowledge.",True
medication aspirin,Treatment/medication code | Array 0__aspirin,1,4402,1.0,22.562,27882,0.005,0.0,0.06,0.002,C0004057,Heart attack,A,"Aspirin is widely recognized as a medication that reduces the risk of heart attack by inhibiting platelet aggregation. The association between aspirin and heart attack is well-established in medical literature. Aspirin is commonly prescribed for patients with a history of heart disease or those at high risk of cardiovascular events. The Antiplatelet Trialists' Collaboration has demonstrated a 27% relative reduction in mortality rate in patients with MI who received antiplatelet agents, including aspirin. Additionally, the USPSTF recommends aspirin for patients aged 50 to 59 years with a 10-year atherosclerotic cardiovascular disease risk, and for those 60 to 69 years old, aspirin may be considered, although the benefit may be less and the risk of bleeding higher. Therefore, the association between aspirin and heart attack is well-known and supported by existing knowledge.",True
renal,"Non-cancer illness code, self-reported | Array 2__renal",1,13710,1.0,2.002,845131,0.0,0.0,0.022,0.002,C0022646,Heart attack,A,"The association between the feature'renal' and 'Heart attack' is related to the fact that renal disease is a known risk factor for cardiovascular disease, including heart attack. This is because renal disease can lead to a buildup of toxins in the body, which can damage the heart and increase the risk of heart attack. Additionally, renal disease can also lead to hypertension, which is a major risk factor for heart attack. Therefore, the association between the feature'renal' and 'Heart attack' is well known and explained by existing knowledge.",True
stroke,"Non-cancer illness code, self-reported | Array 1__stroke",1,52471,1.0,17.555,474900,0.0,0.0,0.022,0.0,C0038454,Heart attack,A,"The association between the feature'stroke' and 'Heart attack' is well known and explained by existing knowledge. Stroke is a known risk factor for heart attack, and it is a part of the known risk factors for cardiovascular disease. The relationship between stroke and heart attack is established in medical literature, and it is a critical aspect of cardiovascular disease prevention and management. Therefore, the association is not new or surprising, but rather a well-established fact.",True
medication ibuprofen,Treatment/medication code | Array 0__ibuprofen,1,75,0.866,1.129,7958,0.001,0.0,-0.024,0.001,C0020740,Heart attack,A,"The association between the feature'medication ibuprofen' and 'Heart attack' is well known and explained by existing knowledge. Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) that has been associated with an increased risk of cardiovascular events, including heart attack. This is due to its mechanism of action, which involves the inhibition of cyclooxygenase (COX) enzymes, leading to an increase in prostaglandins and thromboxane A2, which can cause platelet aggregation and vasoconstriction. This risk is further increased in patients with pre-existing cardiovascular disease, hypertension, or other risk factors. Therefore, the association between ibuprofen and heart attack is a known risk factor, and this knowledge is supported by existing studies and clinical evidence.",True
"Poisoning by analgesics, antipyretics, and antirheumatics","missing_Poisoning by analgesics, antipyretics, and antirheumatics",1,13,0.865,1.302,1198,0.0,0.002,-0.016,0.0,C0032343,Heart attack,A,"The association between 'Poisoning by analgesics, antipyretics, and antirheumatics' and 'Heart attack' is well known and explained by existing knowledge. Nonsteroidal anti-inflammatory drugs (NSAIDs) are known to increase the risk of cardiovascular events, including heart attacks. This is due to their effect on prostaglandins, which can lead to increased blood pressure and cardiac damage. The FDA has also strengthened the warning that NSAIDs can cause heart attacks or strokes. Therefore, the feature 'Poisoning by analgesics, antipyretics, and antirheumatics' is a known risk factor for 'Heart attack'.",True
Leg pain on walking,Leg pain on walking_No,1,18,0.625,1.039,2075,0.014,0.0,-0.06,0.002,C0080331,Heart attack,A,"The feature 'Leg pain on walking_No' is related to the target disease 'Heart attack' through the concept of intermittent claudication, which is a symptom of peripheral arterial disease (PAD). PAD is a known risk factor for heart disease, including heart attack. Intermittent claudication occurs when the blood flow to the legs is restricted, causing pain when walking. This pain is a result of atherosclerosis, which is also a risk factor for coronary artery disease and heart attack. Therefore, the association between 'Leg pain on walking_No' and 'Heart attack' is well known and explained by existing knowledge.",True
Doctor diagnosed asthma,Doctor diagnosed asthma_No,1,44,0.392,0.946,5568,0.009,0.0,-0.046,0.002,C0004096,Heart attack,B,"The association between 'Doctor diagnosed asthma' and 'Heart attack' is not directly related. Asthma is a respiratory disease, and heart attack is a cardiovascular disease. While both diseases can be influenced by various risk factors, such as smoking, high blood pressure, and high cholesterol, they are not directly correlated. Asthma is not a known risk factor for heart attack. However, both diseases can be influenced by similar risk factors, such as smoking and obesity, which can lead to inflammation and oxidative stress, contributing to the development of both diseases. Therefore, the association between 'Doctor diagnosed asthma' and 'Heart attack' is not well known or explained by existing knowledge.",False
