feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
Other anemias,missing_Other anemias,1,389,1.0,9.047,38251,0.014,0.0,-0.083,0.002,C0002871,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Other anemias' is related to the target disease 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' as it is mentioned in Document [3] that iron deficiency anemia is a symptom of celiac disease. This is also supported by Document [2] which states that celiac disease is associated with infertility and thyroid disease, and Document [29] which mentions that patients with classic celiac disease or gluten-sensitive enteropathy have symptoms of malabsorption, including nutrient or vitamin deficiency, which can lead to anemia. Therefore, the association between the feature 'Other anemias' and the target disease is well known and explained by existing knowledge.",True
Symptoms involving digestive system,missing_Symptoms involving digestive system,1,628,1.0,13.36,42251,0.025,0.0,-0.066,0.003,C1457887,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Symptoms involving digestive system' is a common presentation of celiac disease, which is a chronic autoimmune disorder caused by a reaction to gluten. The symptoms of celiac disease can include abdominal pain, diarrhea, fatigue, weight loss, and malabsorption of nutrients. These symptoms are often associated with the ingestion of gluten, which triggers an immune response and causes damage to the small intestine. The presence of these symptoms is a key indicator of celiac disease, and their absence or resolution with a gluten-free diet is a diagnostic criterion. Therefore, the association between the feature 'Symptoms involving digestive system' and 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' is well known and explained by existing knowledge.",True
Ulcer of esophagus,missing_Ulcer of esophagus,1,52,1.0,9.361,4909,0.001,0.0,-0.024,0.001,C0041582,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"The relationship between 'Ulcer of esophagus' and celiac disease is not directly related. Celiac disease is primarily associated with small intestinal damage and malabsorption, rather than esophageal ulcers. The primary symptoms of celiac disease include diarrhea, abdominal pain, fatigue, and weight loss, but not typically esophageal ulcers. The pathophysiology of celiac disease involves an immune response to gluten, leading to damage to the small intestine, whereas esophageal ulcers are more commonly associated with other conditions such as gastroesophageal reflux disease (GERD), peptic ulcers, or esophagitis. Therefore, the association between 'Ulcer of esophagus' and celiac disease is not well known or explained by existing knowledge.",False
allergy or,"Non-cancer illness code, self-reported | Array 3__allergy or",1,2774,1.0,4.232,605366,0.0,0.0,0.025,0.0,C0020517,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Non-cancer illness code, self-reported | Array 3--allergy or' is related to the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)' as it is a symptom that can be associated with gluten-related disorders. The presence of an allergy or intolerance to gluten is a known risk factor for developing celiac disease and other gluten-related disorders. This is because the immune system's reaction to gluten can lead to inflammation and damage to the small intestine, which can cause a range of symptoms including diarrhea, abdominal pain, and fatigue. Therefore, the association between the feature 'allergy or' and the target disease is well known and explained by existing knowledge.",True
anaemia,"Non-cancer illness code, self-reported | Array 3__anaemia",1,1840,1.0,6.298,266686,0.0,0.0,0.048,0.002,C0002871,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The association between the feature 'anaemia' and the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)' is well known and explained by existing knowledge. Celiac disease is a chronic autoimmune disorder caused by a reaction to gluten, a protein found in wheat, barley, and rye. The disease can lead to malabsorption of nutrients, including iron, which can cause anemia. The relationship between celiac disease and anemia is well established, and it is a known risk factor for individuals with celiac disease. Therefore, the association between the feature 'anaemia' and the target disease is not new or surprising, but rather a well-established and well-known relationship.",True
colitis,"Non-cancer illness code, self-reported | Array 1__colitis",1,1357,1.0,11.91,103879,0.0,0.0,0.026,0.0,C0009319,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"The association between the feature 'colitis' and 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' is not explicitly mentioned in the provided documents. However, it can be inferred that colitis is a symptom that can be associated with celiac disease, as mentioned in Document [31] that celiac disease is a chronic autoimmune-mediated enteropathy related to exposure to dietary gluten in genetically susceptible individuals, and one of the symptoms of celiac disease is malabsorption of fats and fat-soluble vitamins, which can lead to colitis. Therefore, the association between colitis and celiac disease is not well known or explained by existing knowledge.",False
deficiency,"Non-cancer illness code, self-reported | Array 2__deficiency",1,3009,1.0,3.726,747096,0.0,0.0,0.032,0.0,C0162429,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Non-cancer illness code, self-reported | Array 2--deficiency' is related to the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)' as it is a known risk factor for celiac disease. The association is well established in the medical literature. Celiac disease is an autoimmune disorder caused by a reaction to gluten, a protein found in wheat, barley, and rye. A deficiency in nutrient absorption is a common symptom of celiac disease, and the feature 'Non-cancer illness code, self-reported | Array 2--deficiency' is likely related to this symptom. Therefore, the association between the feature and the target disease is well known and explained by existing knowledge.",True
hypersensitivity,"Non-cancer illness code, self-reported | Array 3__hypersensitivity",1,1975,1.0,3.908,459281,0.0,0.0,0.036,0.001,C0020517,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Non-cancer illness code, self-reported | Array 3--hypersensitivity' is related to the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)' as it is a known risk factor for celiac disease. The association is based on the fact that celiac disease is an autoimmune disorder triggered by an immune reaction to gluten, and hypersensitivity to gluten is a key component of this reaction. The presence of hypersensitivity to gluten is a known risk factor for developing celiac disease, and it is often used as a diagnostic criterion. Therefore, the association between the feature 'hypersensitivity' and the target disease is well known and explained by existing knowledge.",True
hypothyroidism,"Non-cancer illness code, self-reported | Array 2__hypothyroidism",1,361,1.0,5.846,54672,0.0,0.0,0.029,0.0,C0020676,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"Celiac disease is an autoimmune disorder that affects the small intestine and is triggered by the ingestion of gluten in genetically susceptible individuals. The condition is characterized by an inappropriate immune response to gluten, leading to inflammation and damage to the small intestine. Hypothyroidism, or underactive thyroid, is a condition in which the thyroid gland does not produce enough thyroid hormones, which are essential for various bodily functions, including metabolism, growth, and development. While there is no direct, well-established link between celiac disease and hypothyroidism, both conditions can share some common underlying factors, such as genetic predisposition and autoimmune mechanisms. However, the relationship between the two conditions is not as well-studied as other risk factors for celiac disease, such as HLA-DQ2 and HLA-DQ8 genetic markers, or environmental factors like gluten exposure. Therefore, the association between hypothyroidism and celiac disease is not well known or explained by existing knowledge.",False
malabsorption,"Non-cancer illness code, self-reported | Array 0__malabsorption",1,23256,1.0,1572.597,51907,0.011,0.0,0.29,0.021,C0024523,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature'malabsorption' is related to the target disease 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' as it is a known symptom and a result of the disease. The disease causes inflammation and damage to the small intestine, leading to malabsorption of nutrients. This is a well-established fact and is part of the known risk factors and mechanisms of the disease.",True
osteoporosis,"Non-cancer illness code, self-reported | Array 3__osteoporosis",1,583,1.0,4.727,109478,0.0,0.0,0.027,0.001,C0029456,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The association between osteoporosis and celiac disease is well established in the medical literature. Celiac disease is an autoimmune disorder that affects the small intestine and can lead to malabsorption of nutrients, including calcium and vitamin D, which are essential for bone health. This malabsorption can result in osteoporosis, a condition characterized by weakened bones and increased risk of fractures. The relationship between celiac disease and osteoporosis is a known risk factor, and it is considered a part of the disease's pathophysiology. Therefore, the feature 'Non-cancer illness code, self-reported | Array 3--osteoporosis' is already known to be associated with the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)'.",True
pernicious anaemia,"Non-cancer illness code, self-reported | Array 3__pernicious anaemia",1,202,1.0,25.46,7163,0.0,0.0,0.023,0.0,C0002892,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"Pernicious anemia is a condition caused by a lack of vitamin B12 due to a deficiency in intrinsic factor, which is produced by the stomach. Celiac disease is an autoimmune disorder that causes the immune system to react to gluten, a protein found in wheat, barley, and rye. The inflammation caused by celiac disease can lead to malabsorption of nutrients, including vitamin B12. Therefore, individuals with celiac disease are at an increased risk of developing pernicious anemia. This is a well-known association, and it is considered a complication of celiac disease.",True
ulcerative,"Non-cancer illness code, self-reported | Array 1__ulcerative",1,1848,1.0,5.564,302700,0.0,0.0,0.026,0.0,C0041582,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'ulcerative' is related to the target disease 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' as it is a symptom that can be associated with celiac disease. Celiac disease is an autoimmune disorder that causes the immune system to react to gluten, a protein found in wheat, barley, and rye. One of the symptoms of celiac disease is gastrointestinal symptoms, including diarrhea, abdominal pain, and weight loss, which can be described as 'ulcerative'. This symptom is a result of the damage to the small intestine caused by the immune system's reaction to gluten. Therefore, the association between the feature 'ulcerative' and the target disease is well known and explained by existing knowledge.",True
ulcerative colitis,"Non-cancer illness code, self-reported | Array 1__ulcerative colitis",1,889,1.0,12.872,62401,0.0,0.0,0.026,0.0,C0009324,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The association between ulcerative colitis and celiac disease is well established in medical literature. Ulcerative colitis is a form of inflammatory bowel disease (IBD) and is strongly associated with an increased risk of developing celiac disease. This is because both conditions share a common underlying pathophysiological mechanism, which involves an abnormal immune response to food antigens. Specifically, the presence of ulcerative colitis is considered a risk factor for celiac disease, and patients with ulcerative colitis are more likely to develop celiac disease compared to the general population. This association is supported by several studies that have shown a higher prevalence of celiac disease in patients with ulcerative colitis compared to those without the condition. Therefore, the association between ulcerative colitis and celiac disease is well known and established in medical literature.",True
headaches,"Non-cancer illness code, self-reported | Array 1__headaches",1,186,0.999,1.281,127157,0.0,0.049,-0.012,0.0,C0018681,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"The relationship between headaches and celiac disease is not explicitly mentioned in the provided documents. However, headaches are mentioned as a symptom that can be associated with celiac disease in Document [21] (Title: Neurology_Adams) Cerebellar Syndromes Associated With Celiac Disease (Sprue, Gluten Sensitive Enteropathy). It is also mentioned in Document [27] (Title: InternalMed_Harrison) that patients with dermatitis herpetiformis (DH) may not report overt gastrointestinal symptoms or have laboratory evidence of malabsorption, but biopsies of the small bowel usually reveal blunting of intestinal villi and a lymphocytic infiltrate in the lamina propria, which can be reversed by a gluten-free diet. However, the specific association between headaches and celiac disease is not explicitly stated. Therefore, the association is not well known or explained by existing knowledge.",False
Birth weight known,Birth weight known_No,1,15,0.984,1.729,7593,0.009,0.03,-0.013,0.002,C0005612,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"The relationship between birth weight and celiac disease is not directly related. Celiac disease is an autoimmune disorder triggered by the ingestion of gluten in genetically predisposed individuals, and its etiology is not known, but environmental, immunologic, and genetic factors are important. Birth weight is a factor related to fetal development and is not directly linked to the development of celiac disease. The known risk factors for celiac disease include genetic predisposition, particularly the presence of HLA-DQ2 or HLA-DQ8 genes, and environmental factors such as exposure to gluten. Therefore, the association between birth weight known and celiac disease is not well established or explained by existing knowledge.",False
Age high blood pressure diagnosed,Age high blood pressure diagnosed_67,1,146,0.795,1.066,119743,0.0,0.012,0.015,0.0,C0001779,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),B,"The relationship between 'Age high blood pressure diagnosed' and the target disease 'celiac AND disease OR Coeliac OR gluten AND allergy OR gluten AND enteropathy' is not directly related. The target disease is primarily associated with genetic, environmental, and immunological factors, particularly the ingestion of gluten in genetically susceptible individuals. High blood pressure is a risk factor for various diseases, but it is not a known risk factor for celiac disease or gluten-related disorders. The primary risk factors for celiac disease include HLA-DQ2 and HLA-DQ8 genes, gluten ingestion, and other environmental and immunological factors. Therefore, the association between 'Age high blood pressure diagnosed' and the target disease is not well known or explained by existing knowledge.",False
Illnesses of mother,Illnesses of mother_3_None,1,13,0.582,1.006,11294,0.002,0.121,-0.01,0.005,C0004936,(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy),A,"The feature 'Illnesses of mother_3_None' is related to the target disease '(celiac AND disease) OR (Coeliac) OR (gluten AND allergy) OR (gluten AND enteropathy)' as it is a known risk factor for the development of celiac disease. The association is well established in medical literature, and it is considered a protective factor. The presence of celiac disease in a family member, particularly a mother, increases the risk of developing the disease in the offspring. This is due to the genetic component of celiac disease, which is influenced by HLA-DQ2 and HLA-DQ8 genes. Therefore, the association between 'Illnesses of mother_3_None' and the target disease is well known and explained by existing knowledge.",True
