name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,cui_nomenclature,feature_level_min_kg_hits,feature_level_sum_kg_hits,sim_score
"Non-cancer illness code, self-reported | Array 1 malabsorption",0.00208,0.0,0.235,0.235,26530,0.01104,"Non-cancer illness code, self-reported | Array 1__malabsorption",0.94,26333,93.22,"Non-cancer illness code, self-reported | Array 1__malabsorption < 0.23","Non-cancer illness code, self-reported | Array 1 malabsorption","Non-cancer illness code, self-reported | Array 1 malabsorption",0,0,0.0
Type 2 diabetes,0.00205,0.49305,0.002,0.002,26530,0.00099,Type 2 diabetes,1.0,26179,98.83,Type 2 diabetes >= -2.70,Type 2 diabetes,Type 2 diabetes,0,0,0.0
(United Kingdom) Year immigrated to UK_None,0.00204,0.00019,0.023,0.023,26530,0.00424,(United Kingdom) Year immigrated to UK_None,1.02,24315,93.55,(United Kingdom) Year immigrated to UK_None >= 0.50,(United Kingdom) Year immigrated to UK_None,(United Kingdom) Year immigrated to UK_None,0,0,0.0
Average Diameter for VLDL Particles,0.00201,0.2216,-0.012,-0.012,26530,0.0,Average Diameter for VLDL Particles,1.12,1878,7.92,Average Diameter for VLDL Particles < -1.20,Average Diameter for VLDL Particles,Average Diameter for VLDL Particles,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 malabsorption coeliac",0.00201,0.0,0.235,0.235,26530,0.014,"Non-cancer illness code, self-reported | Array 1__malabsorption coeliac",0.94,26333,93.22,"Non-cancer illness code, self-reported | Array 1__malabsorption coeliac < 0.23","Non-cancer illness code, self-reported | Array 1 malabsorption coeliac","Non-cancer illness code, self-reported | Array 1 malabsorption coeliac",0,0,0.0
Allergy/adverse effect of penicillin,0.00195,0.25319,-0.005,-0.005,26530,0.0,Allergy/adverse effect of penicillin,1.52,277,1.58,-7.20 <= Allergy/adverse effect of penicillin < -1.80,Allergy/adverse effect of penicillin,Allergy/adverse effect of penicillin,0,0,0.0
Other headache syndromes,0.0019,0.71032,0.002,0.002,26530,0.00229,Other headache syndromes,0.99,26215,98.23,-3.70 <= Other headache syndromes < 5.80,Other headache syndromes,Other headache syndromes,0,0,0.0
Number of treatments/medications taken,0.0019,0.0,0.064,0.056,26530,0.00157,Number of treatments/medications taken,1.38,2586,13.46,1.30 <= Number of treatments/medications taken < 5.30,Number of treatments/medications taken,Number of treatments/medications taken,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 high cholesterol",0.0019,0.0,-0.029,-0.029,26530,0.00192,"Non-cancer illness code, self-reported | Array 0__high cholesterol",1.01,26034,99.32,"Non-cancer illness code, self-reported | Array 0__high cholesterol < 0.29","Non-cancer illness code, self-reported | Array 0 high cholesterol","Non-cancer illness code, self-reported | Array 0 high cholesterol",0,0,0.0
Cholesterol in Medium HDL,0.00186,0.0,-0.038,-0.035,26530,0.0,Cholesterol in Medium HDL,1.38,610,3.17,-2.90 <= Cholesterol in Medium HDL < -2.00,Cholesterol in Medium HDL,Cholesterol in Medium HDL,0,0,0.0
Cholesterol in Medium VLDL,0.00179,3e-05,-0.027,-0.025,26530,0.00037,Cholesterol in Medium VLDL,1.15,2400,10.4,Cholesterol in Medium VLDL < -0.75,Cholesterol in Medium VLDL,Cholesterol in Medium VLDL,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 crohns",0.00177,0.0,0.047,0.047,26530,0.00036,"Non-cancer illness code, self-reported | Array 1__crohns",0.99,26469,99.1,"Non-cancer illness code, self-reported | Array 1__crohns < 0.19","Non-cancer illness code, self-reported | Array 1 crohns","Non-cancer illness code, self-reported | Array 1 crohns",0,0,0.0
"Other diseases of respiratory system, NEC",0.00177,0.38063,0.01,0.01,26530,0.00129,"Other diseases of respiratory system, NEC",1.0,26090,97.96,"-2.80 <= Other diseases of respiratory system, NEC < 3.90","Other diseases of respiratory system, NEC","Other diseases of respiratory system, NEC",0,0,0.0
Treatment/medication code | Array 0 amlodipine,0.00176,0.00095,-0.02,-0.02,26530,0.0,Treatment/medication code | Array 0__amlodipine,1.01,25568,97.51,Treatment/medication code | Array 0__amlodipine < 0.50,Treatment/medication code | Array 0 amlodipine,Treatment/medication code | Array 0 amlodipine,0,0,0.0
Prolapse of vaginal walls,0.00174,0.25568,0.008,0.008,26530,0.0,Prolapse of vaginal walls,1.0,26191,98.38,Prolapse of vaginal walls < 0.25,Prolapse of vaginal walls,Prolapse of vaginal walls,0,0,0.0
Age asthma diagnosed_53,0.0017,0.32363,0.006,0.006,26530,0.0,Age asthma diagnosed_53,1.0,26497,99.81,Age asthma diagnosed_53 < 0.50,Age asthma diagnosed_53,Age asthma diagnosed_53,0,0,0.0
Hemorrhage of gastrointestinal tract,0.00169,0.25114,0.008,0.008,26530,0.0,Hemorrhage of gastrointestinal tract,1.0,26105,97.93,-0.84 <= Hemorrhage of gastrointestinal tract < 0.22,Hemorrhage of gastrointestinal tract,Hemorrhage of gastrointestinal tract,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 coeliac",0.00169,0.0,0.235,0.235,26530,0.01167,"Non-cancer illness code, self-reported | Array 1__coeliac",0.94,26333,93.22,"Non-cancer illness code, self-reported | Array 1__coeliac < 0.23","Non-cancer illness code, self-reported | Array 1 coeliac","Non-cancer illness code, self-reported | Array 1 coeliac",0,0,0.0
Alanine,0.00165,0.0,0.027,0.024,26530,0.00143,Alanine,1.38,1460,7.61,1.70 <= Alanine < 4.20,Alanine,Alanine,0,0,0.0
Complications of transplants and reattached limbs,0.00164,0.08577,-0.014,-0.014,26530,0.00315,Complications of transplants and reattached limbs,1.0,26128,98.57,-1.60 <= Complications of transplants and reattached limbs < 1.50,Complications of transplants and reattached limbs,Complications of transplants and reattached limbs,0,0,0.0
Ethnic background_Indian,0.00164,0.00116,-0.02,-0.02,26530,0.0,Ethnic background_Indian,1.01,26261,99.59,Ethnic background_Indian < 0.50,Ethnic background_Indian,Ethnic background_Indian,0,0,0.0
Circulatory disease NEC,0.00163,0.57118,0.002,0.002,26530,0.0,Circulatory disease NEC,1.0,25796,96.8,-0.78 <= Circulatory disease NEC < 4.10,Circulatory disease NEC,Circulatory disease NEC,0,0,0.0
Bacterial infection NOS,0.00162,0.14908,0.016,0.016,26530,0.0,Bacterial infection NOS,0.99,26036,97.25,-0.32 <= Bacterial infection NOS < 1.70,Bacterial infection NOS,Bacterial infection NOS,0,0,0.0
Coronary atherosclerosis,0.00159,0.06986,0.008,0.007,26530,0.0,Coronary atherosclerosis,1.0,25976,98.34,Coronary atherosclerosis >= -0.42,Coronary atherosclerosis,Coronary atherosclerosis,0,0,0.0
(BD) bipolar disorder genetic risk,0.00159,0.0,-0.03,-0.024,26530,0.00161,(BD) bipolar disorder genetic risk,1.21,2015,9.2,(BD) bipolar disorder genetic risk < -1.40,(BD) bipolar disorder genetic risk,(BD) bipolar disorder genetic risk,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 syndrome",0.00153,3e-05,0.024,0.024,26530,0.00336,"Non-cancer illness code, self-reported | Array 1__syndrome",0.99,26266,98.3,"Non-cancer illness code, self-reported | Array 1__syndrome < 0.22","Non-cancer illness code, self-reported | Array 1 syndrome","Non-cancer illness code, self-reported | Array 1 syndrome",0,0,0.0
Gastritis and duodenitis,0.00153,0.00407,0.015,0.015,26530,0.0,Gastritis and duodenitis,1.65,613,3.81,1.30 <= Gastritis and duodenitis < 5.20,Gastritis and duodenitis,Gastritis and duodenitis,0,0,0.0
(SCZ) schizophrenia genetic risk,0.00151,0.0,-0.072,-0.059,26530,0.00307,(SCZ) schizophrenia genetic risk,1.57,1478,8.74,(SCZ) schizophrenia genetic risk < -1.60,(SCZ) schizophrenia genetic risk,(SCZ) schizophrenia genetic risk,0,0,0.0
Z92.2 - Personal history of long-term (current) use of other medicaments,0.00148,0.06639,-0.006,-0.006,26530,0.0,Z92.2 - Personal history of long-term (current) use of other medicaments,1.13,274,1.17,1.60 <= Z92.2 - Personal history of long-term (current) use of other medicaments < 3.90,Z92.2 - Personal history of long-term (current) use of other medicaments,Z92.2 - Personal history of long-term (current) use of other medicaments,0,0,0.0
Nonspecific chest pain,0.00145,0.35171,0.0,0.0,26530,0.00186,Nonspecific chest pain,1.38,894,4.64,-5.30 <= Nonspecific chest pain < -0.05,Nonspecific chest pain,Nonspecific chest pain,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 reaction food",0.0014,2e-05,0.027,0.027,26530,1e-05,"Non-cancer illness code, self-reported | Array 2__reaction food",1.0,26491,99.55,"Non-cancer illness code, self-reported | Array 2__reaction food < 0.21","Non-cancer illness code, self-reported | Array 2 reaction food","Non-cancer illness code, self-reported | Array 2 reaction food",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 malabsorption coeliac",0.00138,0.0,0.158,0.158,26530,0.00576,"Non-cancer illness code, self-reported | Array 2__malabsorption coeliac",0.97,26430,96.72,"Non-cancer illness code, self-reported | Array 2__malabsorption coeliac < 0.23","Non-cancer illness code, self-reported | Array 2 malabsorption coeliac","Non-cancer illness code, self-reported | Array 2 malabsorption coeliac",0,0,0.0
Constipation,0.00135,0.15439,-0.002,-0.002,26530,0.0,Constipation,1.0,279,1.06,Constipation >= 3.90,Constipation,Constipation,0,0,0.0
Cholelithiasis,0.00133,0.39173,0.001,0.001,26530,0.0006,Cholelithiasis,1.18,323,1.43,Cholelithiasis >= 1.80,Cholelithiasis,Cholelithiasis,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 food",0.00131,0.0,0.03,0.03,26530,0.0,"Non-cancer illness code, self-reported | Array 2__food",1.0,26486,99.47,"Non-cancer illness code, self-reported | Array 2__food < 0.20","Non-cancer illness code, self-reported | Array 2 food","Non-cancer illness code, self-reported | Array 2 food",0,0,0.0
(United Kingdom) Year immigrated to UK_1990,0.0013,0.0287,-0.013,-0.013,26530,0.00017,(United Kingdom) Year immigrated to UK_1990,1.0,26487,100.0,(United Kingdom) Year immigrated to UK_1990 < 0.50,(United Kingdom) Year immigrated to UK_1990,(United Kingdom) Year immigrated to UK_1990,0,0,0.0
Urinary tract infection,0.00125,0.71268,0.001,0.001,26530,0.00041,Urinary tract infection,1.0,26191,98.98,-4.90 <= Urinary tract infection < 5.10,Urinary tract infection,Urinary tract infection,0,0,0.0
Water intake,0.00121,0.11673,-0.009,-0.008,26530,0.00158,Water intake,1.33,285,1.43,1.70 <= Water intake < 2.10,Water intake,Water intake,0,0,0.0
Cholesterol in Very Small VLDL,0.00116,4e-05,-0.025,-0.023,26530,0.00102,Cholesterol in Very Small VLDL,1.19,1819,8.18,Cholesterol in Very Small VLDL < -1.20,Cholesterol in Very Small VLDL,Cholesterol in Very Small VLDL,0,0,0.0
Average Diameter for HDL Particles,0.00115,0.0121,-0.013,-0.012,26530,0.0,Average Diameter for HDL Particles,1.14,1590,6.86,-3.60 <= Average Diameter for HDL Particles < -1.50,Average Diameter for HDL Particles,Average Diameter for HDL Particles,0,0,0.0
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,0.00112,0.00046,-0.022,-0.022,26530,0.00144,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,1.02,24118,92.76,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine < 0.50,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine,0,0,0.0
Most recent bowel cancer screening_Less than 1 year ago,0.00111,0.20947,0.008,0.008,26530,0.0,Most recent bowel cancer screening_Less than 1 year ago,1.07,2433,9.84,Most recent bowel cancer screening_Less than 1 year ago >= 0.50,Most recent bowel cancer screening_Less than 1 year ago,Most recent bowel cancer screening_Less than 1 year ago,0,0,0.0
Other ill-defined and unknown causes of morbidity and mortality,0.00111,0.6124,-0.008,-0.008,26530,0.00072,Other ill-defined and unknown causes of morbidity and mortality,1.57,401,2.37,-4.70 <= Other ill-defined and unknown causes of morbidity and mortality < -0.33,Other ill-defined and unknown causes of morbidity and mortality,Other ill-defined and unknown causes of morbidity and mortality,0,0,0.0
Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,0.00108,0.28125,0.007,0.007,26530,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.08,1730,7.01,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,0,0,0.0
"stress incontinence, female",0.00107,0.71218,-0.008,-0.008,26530,0.0,"stress incontinence, female",1.0,26148,98.15,"-1.70 <= stress incontinence, female < 3.70","stress incontinence, female","stress incontinence, female",0,0,0.0
Urinary incontinence,0.00103,0.19958,-0.01,-0.01,26530,0.00202,Urinary incontinence,0.99,26056,97.59,-0.18 <= Urinary incontinence < 6.50,Urinary incontinence,Urinary incontinence,0,0,0.0
Cholesterol in IDL,0.00103,0.0,-0.035,-0.033,26530,0.00107,Cholesterol in IDL,1.39,1715,9.01,-3.90 <= Cholesterol in IDL < -1.20,Cholesterol in IDL,Cholesterol in IDL,0,0,0.0
Sebaceous cyst,0.00102,0.37653,0.001,0.001,26530,0.0,Sebaceous cyst,1.0,26061,98.64,-4.00 <= Sebaceous cyst < 0.19,Sebaceous cyst,Sebaceous cyst,0,0,0.0
Other tests,0.00101,0.09193,-0.005,-0.005,26530,0.0,Other tests,1.0,26244,99.13,-8.40 <= Other tests < 5.00,Other tests,Other tests,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 myocardial",0.00101,0.25196,-0.007,-0.007,26530,0.0,"Non-cancer illness code, self-reported | Array 0__myocardial",1.0,25948,98.12,"Non-cancer illness code, self-reported | Array 0__myocardial < 0.19","Non-cancer illness code, self-reported | Array 0 myocardial","Non-cancer illness code, self-reported | Array 0 myocardial",0,0,0.0
Frequency of tiredness / lethargy in last 2 weeks_More than half the days,0.001,0.0001,0.024,0.024,26530,4e-05,Frequency of tiredness / lethargy in last 2 weeks_More than half the days,1.27,1704,8.18,Frequency of tiredness / lethargy in last 2 weeks_More than half the days >= 0.50,Frequency of tiredness / lethargy in last 2 weeks_More than half the days,Frequency of tiredness / lethargy in last 2 weeks_More than half the days,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 disease",0.00097,0.0,0.069,0.069,26530,0.00154,"Non-cancer illness code, self-reported | Array 3__disease",0.98,26373,97.81,"Non-cancer illness code, self-reported | Array 3__disease < 0.19","Non-cancer illness code, self-reported | Array 3 disease","Non-cancer illness code, self-reported | Array 3 disease",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 problem",0.00093,0.00107,0.012,0.012,26530,0.0,"Non-cancer illness code, self-reported | Array 2__problem",1.0,26092,97.89,"Non-cancer illness code, self-reported | Array 2__problem < 0.11","Non-cancer illness code, self-reported | Array 2 problem","Non-cancer illness code, self-reported | Array 2 problem",0,0,0.0
Benign neoplasm of colon,0.00093,0.05587,0.006,0.006,26530,0.0,Benign neoplasm of colon,1.29,341,1.66,-4.10 <= Benign neoplasm of colon < -0.41,Benign neoplasm of colon,Benign neoplasm of colon,0,0,0.0
Treatment/medication code | Array 0 oil,0.00088,0.01335,-0.016,-0.016,26530,0.00168,Treatment/medication code | Array 0__oil,1.01,25471,96.95,Treatment/medication code | Array 0__oil < 0.12,Treatment/medication code | Array 0 oil,Treatment/medication code | Array 0 oil,0,0,0.0
Osteoarthrosis NOS,0.00082,0.11,-0.005,-0.005,26530,0.0004,Osteoarthrosis NOS,1.12,267,1.13,Osteoarthrosis NOS >= 0.44,Osteoarthrosis NOS,Osteoarthrosis NOS,0,0,0.0
Senile cataract,0.0008,0.17466,-0.005,-0.005,26530,0.0,Senile cataract,1.0,26340,98.98,Senile cataract >= -2.10,Senile cataract,Senile cataract,0,0,0.0
Reflux esophagitis,0.0008,0.11277,0.017,0.017,26530,0.00224,Reflux esophagitis,1.51,344,1.96,1.30 <= Reflux esophagitis < 7.50,Reflux esophagitis,Reflux esophagitis,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 unclassifiable",0.00079,0.02206,0.014,0.014,26530,0.00172,"Non-cancer illness code, self-reported | Array 1__unclassifiable",1.36,352,1.81,"Non-cancer illness code, self-reported | Array 1__unclassifiable >= 0.50","Non-cancer illness code, self-reported | Array 1 unclassifiable","Non-cancer illness code, self-reported | Array 1 unclassifiable",0,0,0.0
Treatment/medication code | Array 0 sodium,0.00079,0.0,0.044,0.044,26530,0.00073,Treatment/medication code | Array 0__sodium,2.12,372,2.98,0.52 <= Treatment/medication code | Array 0__sodium < 0.55,Treatment/medication code | Array 0 sodium,Treatment/medication code | Array 0 sodium,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 allergy",0.00078,0.00044,0.025,0.025,26530,0.00246,"Non-cancer illness code, self-reported | Array 2__allergy",0.99,26399,98.98,"Non-cancer illness code, self-reported | Array 2__allergy < 0.17","Non-cancer illness code, self-reported | Array 2 allergy","Non-cancer illness code, self-reported | Array 2 allergy",0,0,0.0
Treatment/medication code | Array 0 simvastatin,0.00077,7e-05,-0.024,-0.024,26530,0.00055,Treatment/medication code | Array 0__simvastatin,1.01,26316,99.85,Treatment/medication code | Array 0__simvastatin < 0.50,Treatment/medication code | Array 0 simvastatin,Treatment/medication code | Array 0 simvastatin,0,0,0.0
"Never eat eggs, dairy, wheat, sugar_None",0.00076,0.12396,0.009,0.009,26530,0.00026,"Never eat eggs, dairy, wheat, sugar_None",1.28,274,1.32,"Never eat eggs, dairy, wheat, sugar_None >= 0.50","Never eat eggs, dairy, wheat, sugar_None","Never eat eggs, dairy, wheat, sugar_None",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 coeliac",0.00075,0.0,0.158,0.158,26530,0.00479,"Non-cancer illness code, self-reported | Array 2__coeliac",0.97,26430,96.72,"Non-cancer illness code, self-reported | Array 2__coeliac < 0.23","Non-cancer illness code, self-reported | Array 2 coeliac","Non-cancer illness code, self-reported | Array 2 coeliac",0,0,0.0
"Injury, NOS",0.00073,0.07972,-0.014,-0.014,26530,5e-05,"Injury, NOS",1.0,26051,97.96,"-1.00 <= Injury, NOS < 1.30","Injury, NOS","Injury, NOS",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 malabsorption coeliac",0.00072,0.0,0.104,0.104,26530,0.00106,"Non-cancer illness code, self-reported | Array 3__malabsorption coeliac",0.99,26492,98.68,"Non-cancer illness code, self-reported | Array 3__malabsorption coeliac < 0.23","Non-cancer illness code, self-reported | Array 3 malabsorption coeliac","Non-cancer illness code, self-reported | Array 3 malabsorption coeliac",0,0,0.0
"Non-cancer illness code, self-reported | Array 4 arthritis",0.00072,0.05198,-0.012,-0.012,26530,0.0,"Non-cancer illness code, self-reported | Array 4__arthritis",1.0,26478,99.96,"Non-cancer illness code, self-reported | Array 4__arthritis < 0.50","Non-cancer illness code, self-reported | Array 4 arthritis","Non-cancer illness code, self-reported | Array 4 arthritis",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 high cholesterol",0.00072,0.07265,-0.011,-0.011,26530,0.0,"Non-cancer illness code, self-reported | Array 2__high cholesterol",1.01,25730,97.55,"Non-cancer illness code, self-reported | Array 2__high cholesterol < 0.29","Non-cancer illness code, self-reported | Array 2 high cholesterol","Non-cancer illness code, self-reported | Array 2 high cholesterol",0,0,0.0
Mineral and other dietary supplements_None,0.00071,0.13557,0.009,0.009,26530,0.00131,Mineral and other dietary supplements_None,1.27,276,1.32,Mineral and other dietary supplements_None >= 0.50,Mineral and other dietary supplements_None,Mineral and other dietary supplements_None,0,0,0.0
Qualifications_None,0.00071,0.11842,0.01,0.01,26530,0.0,Qualifications_None,1.28,273,1.32,Qualifications_None >= 0.50,Qualifications_None,Qualifications_None,0,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.00071,0.06204,0.011,0.011,26530,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",1.23,577,2.68,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_ >= 0.50","(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_","(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 infection",0.00068,0.00153,0.019,0.019,26530,0.0,"Non-cancer illness code, self-reported | Array 2__infection",1.0,26495,99.66,"Non-cancer illness code, self-reported | Array 2__infection < 0.37","Non-cancer illness code, self-reported | Array 2 infection","Non-cancer illness code, self-reported | Array 2 infection",0,0,0.0
Alcoholism,0.00068,0.08605,0.005,0.005,26530,0.0,Alcoholism,1.0,26150,98.57,-0.94 <= Alcoholism < 4.40,Alcoholism,Alcoholism,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 chronic",0.00066,0.0407,0.016,0.016,26530,0.0,"Non-cancer illness code, self-reported | Array 0__chronic",0.99,26158,98.04,"Non-cancer illness code, self-reported | Array 0__chronic < 0.18","Non-cancer illness code, self-reported | Array 0 chronic","Non-cancer illness code, self-reported | Array 0 chronic",0,0,0.0
Mineral and other dietary supplements_Iron,0.00064,0.0,0.03,0.03,26530,0.0,Mineral and other dietary supplements_Iron,1.75,366,2.41,Mineral and other dietary supplements_Iron >= 0.50,Mineral and other dietary supplements_Iron,Mineral and other dietary supplements_Iron,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 allergy",0.00062,0.04209,0.015,0.015,26530,0.0,"Non-cancer illness code, self-reported | Array 1__allergy",1.0,26364,99.02,"Non-cancer illness code, self-reported | Array 1__allergy < 0.17","Non-cancer illness code, self-reported | Array 1 allergy","Non-cancer illness code, self-reported | Array 1 allergy",0,0,0.0
"Non-cancer illness code, self-reported | Array 4 disease",0.00062,0.0,0.053,0.053,26530,0.00229,"Non-cancer illness code, self-reported | Array 4__disease",0.99,26455,98.79,"Non-cancer illness code, self-reported | Array 4__disease < 0.84","Non-cancer illness code, self-reported | Array 4 disease","Non-cancer illness code, self-reported | Array 4 disease",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 malabsorption",0.00061,0.0,0.158,0.158,26530,0.00519,"Non-cancer illness code, self-reported | Array 2__malabsorption",0.97,26430,96.72,"Non-cancer illness code, self-reported | Array 2__malabsorption < 0.23","Non-cancer illness code, self-reported | Array 2 malabsorption","Non-cancer illness code, self-reported | Array 2 malabsorption",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 coeliac disease",0.00059,0.0,0.158,0.158,26530,0.00557,"Non-cancer illness code, self-reported | Array 2__coeliac disease",0.97,26430,96.72,"Non-cancer illness code, self-reported | Array 2__coeliac disease < 0.23","Non-cancer illness code, self-reported | Array 2 coeliac disease","Non-cancer illness code, self-reported | Array 2 coeliac disease",0,0,0.0
Dizziness and giddiness (Light-headedness and vertigo),0.00058,0.13572,0.012,0.012,26530,0.00325,Dizziness and giddiness (Light-headedness and vertigo),0.99,26143,97.93,-0.07 <= Dizziness and giddiness (Light-headedness and vertigo) < 0.77,Dizziness and giddiness (Light-headedness and vertigo),Dizziness and giddiness (Light-headedness and vertigo),0,0,0.0
Shortness of breath,0.00058,0.09953,-0.005,-0.005,26530,0.0,Shortness of breath,1.0,26319,98.76,-7.80 <= Shortness of breath < 5.20,Shortness of breath,Shortness of breath,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 hernia",0.00057,0.00455,0.017,0.017,26530,0.00105,"Non-cancer illness code, self-reported | Array 1__hernia",1.0,26318,98.76,"Non-cancer illness code, self-reported | Array 1__hernia < 0.28","Non-cancer illness code, self-reported | Array 1 hernia","Non-cancer illness code, self-reported | Array 1 hernia",0,0,0.0
Age emphysema/chronic bronchitis diagnosed_infrequent_,0.00057,0.04638,0.012,0.012,26530,0.00106,Age emphysema/chronic bronchitis diagnosed_infrequent_,1.28,445,2.15,Age emphysema/chronic bronchitis diagnosed_infrequent_ >= 0.50,Age emphysema/chronic bronchitis diagnosed_infrequent_,Age emphysema/chronic bronchitis diagnosed_infrequent_,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 food",0.00055,0.0,0.031,0.031,26530,0.00145,"Non-cancer illness code, self-reported | Array 1__food",1.0,26479,99.4,"Non-cancer illness code, self-reported | Array 1__food < 0.21","Non-cancer illness code, self-reported | Array 1 food","Non-cancer illness code, self-reported | Array 1 food",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 ear",0.00053,0.04312,0.012,0.012,26530,0.0,"Non-cancer illness code, self-reported | Array 2__ear",1.0,26482,99.66,"Non-cancer illness code, self-reported | Array 2__ear < 0.23","Non-cancer illness code, self-reported | Array 2 ear","Non-cancer illness code, self-reported | Array 2 ear",0,0,0.0
Mental health conditions ever diagnosed by a professional eating,0.00052,0.0,0.033,0.033,26530,0.0,Mental health conditions ever diagnosed by a professional__eating,1.0,26470,99.28,Mental health conditions ever diagnosed by a professional__eating < 0.22,Mental health conditions ever diagnosed by a professional eating,Mental health conditions ever diagnosed by a professional eating,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 angina",0.00051,0.01071,0.016,0.016,26530,0.0,"Non-cancer illness code, self-reported | Array 0__angina",1.31,604,2.98,"Non-cancer illness code, self-reported | Array 0__angina >= 0.50","Non-cancer illness code, self-reported | Array 0 angina","Non-cancer illness code, self-reported | Array 0 angina",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 colitis",0.00051,0.0,0.027,0.027,26530,0.00082,"Non-cancer illness code, self-reported | Array 1__colitis",1.0,26455,99.28,"Non-cancer illness code, self-reported | Array 1__colitis < 0.29","Non-cancer illness code, self-reported | Array 1 colitis","Non-cancer illness code, self-reported | Array 1 colitis",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 reaction",0.0005,0.0,0.027,0.027,26530,0.00253,"Non-cancer illness code, self-reported | Array 0__reaction",1.0,26466,99.36,"Non-cancer illness code, self-reported | Array 0__reaction < 0.19","Non-cancer illness code, self-reported | Array 0 reaction","Non-cancer illness code, self-reported | Array 0 reaction",0,0,0.0
Age asthma diagnosed_42,0.00049,0.0079,0.016,0.016,26530,0.0,Age asthma diagnosed_42,1.0,26484,99.62,Age asthma diagnosed_42 < 0.50,Age asthma diagnosed_42,Age asthma diagnosed_42,0,0,0.0
"Non-cancer illness code, self-reported | Array 5 depression",0.00048,0.09171,0.011,0.011,26530,0.0,"Non-cancer illness code, self-reported | Array 5__depression",1.0,26455,99.55,"Non-cancer illness code, self-reported | Array 5__depression < 0.34","Non-cancer illness code, self-reported | Array 5 depression","Non-cancer illness code, self-reported | Array 5 depression",0,0,0.0
"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.00048,0.14833,0.009,0.009,26530,0.0,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,26457,99.59,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50","Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching","Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",0,0,0.0
Treatment/medication code | Array 0 text entry,0.00048,0.00358,0.018,0.018,26530,0.0,Treatment/medication code | Array 0__text entry,1.39,497,2.6,Treatment/medication code | Array 0__text entry >= 0.17,Treatment/medication code | Array 0 text entry,Treatment/medication code | Array 0 text entry,0,0,0.0
