feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Ongoing addiction or dependence on illicit or recreational drugs,C0242508,Recreational Drugs,Recreational Drugs. A drug used for personal enjoyment rather than for medicinal purposes.,0,0.439,0.0,0.0,0.0,0.0,0.852,-0.0,0.0,Ongoing addiction or dependence on illicit or recreational drugs_No,0.16,0.18,2,12,0.22
Rash and other nonspecific skin eruption,C0015230,Exanthema,"Exanthema. Diseases in which skin eruptions or rashes are a prominent manifestation. Classically, six such diseases were described with similar rashes; they were numbered in the order in which they were reported. Only the fourth (Duke's disease), fifth (ERYTHEMA INFECTIOSUM), and sixth (EXANTHEMA SUBITUM) numeric designations survive as occasional synonyms in current terminology.",0,0.679,0.0,0.0,0.0,0.0,0.8477,0.002,0.0,Rash and other nonspecific skin eruption,0.16,0.16,2,1,0.0
Rash and other nonspecific skin eruption,C0302295,Eruptions,Eruptions. ,0,0.697,0.0,0.0,0.0,0.0,0.8477,0.002,0.0,Rash and other nonspecific skin eruption,0.16,0.16,2,27,0.28
Rash and other nonspecific skin eruption,C0521471,Systemic lupus erythematosus rash,Systemic lupus erythematosus rash. A rash associated with systemic lupus erythematosus.,0,0.583,0.0,0.0,0.0,0.0,0.8477,0.002,0.0,Rash and other nonspecific skin eruption,0.16,0.16,99,7,inf
Z02.8 - Other examinations for administrative purposes,C0031809,Physical Examination,Physical Examination. Systematic and thorough inspection of the patient for physical signs of disease or abnormality.,0,0.353,0.0,0.0,0.0,0.0027,0.8414,-0.004,0.0,Z02.8 - Other examinations for administrative purposes,-0.03,0.01,2,6,0.0
Other disorders of male genital organs,C0017420,Genitalia,Genitalia. The external and internal organs involved in the functions of REPRODUCTION.,0,0.593,0.0,0.0,0.0,0.0009,0.8407,0.001,0.0,Other disorders of male genital organs,0.2,0.2,2,0,0.0
Alcohol-related disorders,C0236664,Alcohol Related Disorders,Alcohol Related Disorders. Disorders related to or resulting from abuse or misuse of alcohol.,0,0.961,0.0,0.0,0.0,0.0007,0.8295,0.001,0.0001,Alcohol-related disorders,0.26,0.28,2,0,0.0
M25.56 - Pain in joint (Lower leg),C1549543,Administration Method - Pain,Administration Method - Pain. ,0,0.221,0.0,0.0,0.0,0.0019,0.8268,0.003,0.0003,M25.56 - Pain in joint (Lower leg),0.13,0.13,99,0,0.0
M25.56 - Pain in joint (Lower leg),C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.278,0.0,0.0,0.0,0.0019,0.8268,0.003,0.0003,M25.56 - Pain in joint (Lower leg),0.13,0.13,2,0,0.0
M25.56 - Pain in joint (Lower leg),C4299093,Lower extremity>Lower leg,Lower extremity>Lower leg. ,0,0.308,0.0,0.0,0.0,0.0019,0.8268,0.003,0.0003,M25.56 - Pain in joint (Lower leg),0.13,0.13,99,14,inf
Other disorders of liver,C0023884,Liver,"Liver. A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.",0,0.594,0.0,0.0,0.0,0.0,0.8229,-0.0,0.0,Other disorders of liver,0.23,0.23,2,18,0.0
Other disorders of liver,C0023899,liver extract,liver extract. Extracts of liver tissue containing uncharacterized specific factors with specific activities; a soluble thermostable fraction of mammalian liver is used in the treatment of pernicious anemia.,0,0.373,0.0,0.0,0.0,0.0,0.8229,-0.0,0.0,Other disorders of liver,0.23,0.23,2,16,0.05
Other disorders of liver,C0721399,Liver brand of Vitamin B 12,Liver brand of Vitamin B 12. brand name of vitamin B 12,0,0.314,0.0,0.0,0.0,0.0,0.8229,-0.0,0.0,Other disorders of liver,0.23,0.23,99,13,inf
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C0006826,Malignant Neoplasms,"Malignant Neoplasms. A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas, Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",0,0.527,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,2,2,0.0
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.408,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,2,14,0.05
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C0227435,Digestive organ structure,Digestive organ structure. ,0,0.574,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,2,14,0.17
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C0031153,Peritoneum,"Peritoneum. A membrane of squamous EPITHELIAL CELLS, the mesothelial cells, covered by apical MICROVILLI that allow rapid absorption of fluid and particles in the PERITONEAL CAVITY. The peritoneum is divided into parietal and visceral components. The parietal peritoneum covers the inside of the ABDOMINAL WALL. The visceral peritoneum covers the intraperitoneal organs. The double-layered peritoneum forms the MESENTERY that suspends these organs from the abdominal wall.",0,0.329,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,2,0,0.0
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C4482223,Abdomen>Peritoneum,Abdomen>Peritoneum. ,0,0.409,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,99,23,inf
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,C4745009,Peritoneum and Retroperitoneum,Peritoneum and Retroperitoneum. A term that refers to the peritoneum and the space behind it (retroperitoneum).,0,0.374,0.0,0.0,0.0,0.0016,0.8181,0.001,0.0003,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,0.01,0.01,99,0,0.0
Chest pain or discomfort Prefer not to answer,C0008031,Chest Pain,"Chest Pain. Pressure, burning, or numbness in the chest.",0,0.803,0.0,0.0,0.0,0.0,0.814,-0.0,0.0001,Chest pain or discomfort_Prefer not to answer,0.1,0.1,2,1,0.0
Actinic keratosis,C0022602,Actinic keratosis,"Actinic keratosis. White or pink lesions on the arms, hands, face, or scalp that arise from sun-induced DNA DAMAGE to KERATINOCYTES in exposed areas. They are considered precursor lesions to superficial SQUAMOUS CELL CARCINOMA.",0,0.893,0.0,0.0,0.0,0.0006,0.8121,0.002,0.0,Actinic keratosis,0.15,0.15,2,21,0.07
Bacterial enteritis,C0152516,Bacterial enteritis,Bacterial enteritis. ,0,0.994,0.0,0.0,0.0,0.0027,0.8071,0.001,0.0006,Bacterial enteritis,0.1,0.1,2,4,0.67
"Esophagitis, GERD and related diseases",C0014868,Esophagitis,"Esophagitis. INFLAMMATION, acute or chronic, of the ESOPHAGUS caused by BACTERIA, chemicals, or TRAUMA.",0,0.659,0.0,0.0,0.0,0.0077,0.8041,0.002,0.0,"Esophagitis, GERD and related diseases",0.14,0.14,2,0,0.0
"Esophagitis, GERD and related diseases",C0017168,Gastroesophageal reflux disease,"Gastroesophageal reflux disease. Retrograde flow of gastric juice (GASTRIC ACID) and/or duodenal contents (BILE ACIDS; PANCREATIC JUICE) into the distal ESOPHAGUS, commonly due to incompetence of the LOWER ESOPHAGEAL SPHINCTER.",0,0.563,0.0,0.0,0.0,0.0077,0.8041,0.002,0.0,"Esophagitis, GERD and related diseases",0.14,0.14,2,14,0.01
"Esophagitis, GERD and related diseases",C0029896,Otorhinolaryngologic Diseases,"Otorhinolaryngologic Diseases. Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",0,0.163,0.0,0.0,0.0,0.0077,0.8041,0.002,0.0,"Esophagitis, GERD and related diseases",0.14,0.14,2,0,0.0
Ever addicted to any substance or behaviour,C0858354,addict,addict. ,0,0.685,0.0,0.0,0.0,0.0,0.7951,0.001,0.0002,Ever addicted to any substance or behaviour_Do not know,0.04,0.04,2,13,0.02
Z90.7 - Acquired absence of genital organ (s),C0332197,Absent,Absent. Not existing in a specified place at a specified time.,0,0.188,0.0,0.0,0.0,0.0072,0.7939,0.006,0.0,Z90.7 - Acquired absence of genital organ(s),0.06,0.06,3,23,11.5
Z90.7 - Acquired absence of genital organ (s),C1689985,Absence (morphologic abnormality),Absence (morphologic abnormality). ,0,0.377,0.0,0.0,0.0,0.0072,0.7939,0.006,0.0,Z90.7 - Acquired absence of genital organ(s),0.06,0.06,99,19,inf
Z90.7 - Acquired absence of genital organ (s),C0017420,Genitalia,Genitalia. The external and internal organs involved in the functions of REPRODUCTION.,0,0.523,0.0,0.0,0.0,0.0072,0.7939,0.006,0.0,Z90.7 - Acquired absence of genital organ(s),0.06,0.06,2,0,0.0
Z90.7 - Acquired absence of genital organ (s),C0559522,Genital system,"Genital system. The group of organs and glands involved with having a child. In women, these are the uterus (womb), the fallopian tubes, the ovaries, and the vagina (birth canal). The reproductive system in men includes the testes, the prostate, and the penis.",0,0.501,0.0,0.0,0.0,0.0072,0.7939,0.006,0.0,Z90.7 - Acquired absence of genital organ(s),0.06,0.06,2,12,0.11
Z98.0 - Intestinal bypass and anastomosis status,C0021829,Intestinal Bypass,Intestinal Bypass. ,0,0.668,0.0,0.0,0.0,0.0,0.7894,0.003,0.0005,Z98.0 - Intestinal bypass and anastomosis status,-0.04,-0.04,2,12,0.8
Z98.0 - Intestinal bypass and anastomosis status,C0332853,Anastomosis,Anastomosis. ,0,0.467,0.0,0.0,0.0,0.0,0.7894,0.003,0.0005,Z98.0 - Intestinal bypass and anastomosis status,-0.04,-0.04,2,24,0.02
Z98.0 - Intestinal bypass and anastomosis status,C0500470,Anatomical anastomosis,Anatomical anastomosis. ,0,0.372,0.0,0.0,0.0,0.0,0.7894,0.003,0.0005,Z98.0 - Intestinal bypass and anastomosis status,-0.04,-0.04,99,0,0.0
Z98.0 - Intestinal bypass and anastomosis status,C0677554,Anastomosis - action,"Anastomosis - action. Surgical union or shunt between ducts, tubes or vessels. It may be end-to-end, end-to-side, side-to-end, or side-to-side.",0,0.42,0.0,0.0,0.0,0.0,0.7894,0.003,0.0005,Z98.0 - Intestinal bypass and anastomosis status,-0.04,-0.04,99,22,inf
Hemiplegia,C0018991,Hemiplegia,"Hemiplegia. Severe or complete loss of motor function on one side of the body. This condition is usually caused by BRAIN DISEASES that are localized to the cerebral hemisphere opposite to the side of weakness. Less frequently, BRAIN STEM lesions; cervical SPINAL CORD DISEASES; PERIPHERAL NERVOUS SYSTEM DISEASES; and other conditions may manifest as hemiplegia. The term hemiparesis (see PARESIS) refers to mild to moderate weakness involving one side of the body.",0,0.835,0.0,0.0,0.0,0.0002,0.7877,0.001,0.0,Hemiplegia,0.18,0.18,2,0,0.0
Complications of transplants and reattached limbs,C0009566,Complication,"Complication. Any disease or disorder that occurs during the course of, or because of, another disease, treatment, or procedure.",0,0.56,0.0,0.0,0.0,0.0038,0.773,0.003,0.0007,Complications of transplants and reattached limbs,0.18,0.18,2,6,0.0
Complications of transplants and reattached limbs,C1171258,Complication Aspects,"Complication Aspects. Used with diseases to indicate conditions that co-exist or follow, i.e., co-existing diseases, complications, or sequelae.",0,0.39,0.0,0.0,0.0,0.0038,0.773,0.003,0.0007,Complications of transplants and reattached limbs,0.18,0.18,99,5,inf
Complications of transplants and reattached limbs,C0332835,Transplanted tissue,"Transplanted tissue. Organs, tissues, or cells taken from the body for grafting into another area of the same body or into another individual.",0,0.53,0.0,0.0,0.0,0.0038,0.773,0.003,0.0007,Complications of transplants and reattached limbs,0.18,0.18,2,14,0.01
Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis. Abnormal enlargement or swelling of a KIDNEY due to dilation of the KIDNEY CALICES and the KIDNEY PELVIS. It is often associated with obstruction of the URETER or chronic kidney diseases that prevents normal drainage of urine into the URINARY BLADDER.,0,0.872,0.0,0.0,0.0,0.0,0.7496,0.002,0.0,Hydronephrosis,0.17,0.17,2,14,0.03
Hemoptysis,C0019079,Hemoptysis,"Hemoptysis. Expectoration or spitting of blood originating from any part of the RESPIRATORY TRACT, usually from hemorrhage in the lung parenchyma (PULMONARY ALVEOLI) and the BRONCHIAL ARTERIES.",0,0.854,0.0,0.0,0.0,0.0001,0.7475,0.002,0.0,Hemoptysis,-0.11,-0.11,2,18,0.05
Other diseases of the teeth and supporting structures,C0029896,Otorhinolaryngologic Diseases,"Otorhinolaryngologic Diseases. Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",0,0.386,0.0,0.0,0.0,0.0005,0.7413,0.001,0.0002,Other diseases of the teeth and supporting structures,0.32,0.41,2,0,0.0
Other diseases of the teeth and supporting structures,C0040426,Tooth structure,Tooth structure. One of a set of bone-like structures in the mouth used for biting and chewing.,0,0.659,0.0,0.0,0.0,0.0005,0.7413,0.001,0.0002,Other diseases of the teeth and supporting structures,0.32,0.41,2,0,0.0
Other diseases of the teeth and supporting structures,C4071855,Head>Teeth,Head>Teeth. ,0,0.457,0.0,0.0,0.0,0.0005,0.7413,0.001,0.0002,Other diseases of the teeth and supporting structures,0.32,0.41,99,0,0.0
Other diseases of the teeth and supporting structures,C0678594,Structure,Structure. The components and their relationship and manner of arrangement in constituting a whole.,0,0.2,0.0,0.0,0.0,0.0005,0.7413,0.001,0.0002,Other diseases of the teeth and supporting structures,0.32,0.41,3,29,0.11
Sodium in urine result flag infrequent,C0037473,sodium,"sodium. A member of the alkali group of metals. It has the atomic symbol Na, atomic number 11, and atomic weight 23.",0,0.531,0.0,0.0,0.0,0.0,0.7389,-0.001,0.0,Sodium in urine result flag_infrequent_,0.03,0.13,2,16,0.01
Sodium in urine result flag infrequent,C0337443,Sodium measurement,Sodium measurement. A quantitative measurement of the amount of sodium present in a sample.,0,0.664,0.0,0.0,0.0,0.0,0.7389,-0.001,0.0,Sodium in urine result flag_infrequent_,0.03,0.13,2,16,0.11
Sodium in urine result flag infrequent,C3541959,Sodium supplements,Sodium supplements. ,0,0.52,0.0,0.0,0.0,0.0,0.7389,-0.001,0.0,Sodium in urine result flag_infrequent_,0.03,0.13,99,14,inf
Sodium in urine result flag infrequent,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.447,0.0,0.0,0.0,0.0,0.7389,-0.001,0.0,Sodium in urine result flag_infrequent_,0.03,0.13,2,19,0.0
Sodium in urine result flag infrequent,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.261,0.0,0.0,0.0,0.0,0.7389,-0.001,0.0,Sodium in urine result flag_infrequent_,0.03,0.13,99,0,0.0
Ever had refractive laser eye surgery Left eye only,C0229090,Left eye structure,Left eye structure. The eye positioned in the left orbit.,0,0.393,0.0,0.0,0.0,0.0,0.7388,-0.001,0.0004,Ever had refractive laser eye surgery_Left eye only,0.04,0.04,2,22,1.57
Other forms of chronic heart disease,C1290386,Chronic heart disease,Chronic heart disease. ,0,0.948,0.0,0.0,0.0,0.0,0.7381,0.004,0.0,Other forms of chronic heart disease,0.19,0.19,2,2,0.03
Hypovolemia,C0546884,Hypovolemia,Hypovolemia. An abnormally low volume of blood circulating through the body. It may result in hypovolemic shock (see SHOCK).,0,0.919,0.0,0.0,0.0,0.0,0.7319,0.004,0.0,Hypovolemia,0.03,0.03,2,0,0.0
Dental caries,C0011334,Dental caries,"Dental caries. Localized destruction of the tooth surface initiated by decalcification of the enamel followed by enzymatic lysis of organic structures and leading to cavity formation. If left unchecked, the cavity may penetrate the enamel and dentin and reach the pulp.",0,0.784,0.0,0.0,0.0,0.0003,0.7255,-0.0,0.0,Dental caries,0.06,0.32,2,15,0.02
Complication of internal orthopedic device,C0009566,Complication,"Complication. Any disease or disorder that occurs during the course of, or because of, another disease, treatment, or procedure.",0,0.501,0.0,0.0,0.0,0.0079,0.7248,0.004,0.0007,Complication of internal orthopedic device,0.37,0.37,2,6,0.0
Other disorders of biliary tract,C0005423,Biliary tract structure,Biliary tract structure. The BILE DUCTS and the GALLBLADDER.,0,0.722,0.0,0.0,0.0,0.0,0.7194,-0.0,0.0,Other disorders of biliary tract,0.19,0.19,2,4,0.01
Esophageal bleeding (varices/hemorrhage),C0239293,Esophageal bleeding,Esophageal bleeding. Bleeding originating from the esophagus.,0,0.719,0.0,0.0,0.0,0.0002,0.7192,0.004,0.0004,Esophageal bleeding (varices/hemorrhage),-0.08,-0.08,2,12,0.43
Ever had refractive laser eye surgery Right eye only,C0229089,Right eye,Right eye. The eye positioned in the right orbit.,0,0.327,0.0,0.0,0.0,0.0,0.697,0.001,0.0009,Ever had refractive laser eye surgery_Right eye only,0.02,0.02,2,24,0.02
Symptoms involving nervous and musculoskeletal systems,C0683368,Symptoms aspect,Symptoms aspect. ,0,0.487,0.0,0.0,0.0,0.0003,0.6934,0.002,0.0002,Symptoms involving nervous and musculoskeletal systems,0.33,0.33,99,3,inf
Symptoms involving nervous and musculoskeletal systems,C1457887,Symptoms,Symptoms. Subjective evidence of disease perceived by the patient.,0,0.556,0.0,0.0,0.0,0.0003,0.6934,0.002,0.0002,Symptoms involving nervous and musculoskeletal systems,0.33,0.33,2,0,0.0
Symptoms involving nervous and musculoskeletal systems,C0027769,Nervousness,Nervousness. An uneasy psychological state; the anxious feeling you have when you have the jitters.,0,0.273,0.0,0.0,0.0,0.0003,0.6934,0.002,0.0002,Symptoms involving nervous and musculoskeletal systems,0.33,0.33,2,17,0.02
Symptoms involving nervous and musculoskeletal systems,C0599851,Nervous - anatomy qualifier,Nervous - anatomy qualifier. Of or relating to the nervous system.,0,0.577,0.0,0.0,0.0,0.0003,0.6934,0.002,0.0002,Symptoms involving nervous and musculoskeletal systems,0.33,0.33,99,6,inf
Symptoms involving nervous and musculoskeletal systems,C0026860,Musculoskeletal System,"Musculoskeletal System. The MUSCLES, bones (BONE AND BONES), and CARTILAGE of the body.",0,0.44,0.0,0.0,0.0,0.0003,0.6934,0.002,0.0002,Symptoms involving nervous and musculoskeletal systems,0.33,0.33,2,21,0.4
Age macular degeneration diagnosed infrequent,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.609,0.0,0.0,0.0,0.0,0.6876,-0.001,0.0004,Age macular degeneration diagnosed_infrequent_,0.22,0.22,2,6,0.02
Age macular degeneration diagnosed infrequent,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.726,0.0,0.0,0.0,0.0,0.6876,-0.001,0.0004,Age macular degeneration diagnosed_infrequent_,0.22,0.22,2,3,0.0
Ever addicted to illicit or recreational drugs,C0858354,addict,addict. ,0,0.664,0.0,0.0,0.0,0.0,0.6853,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.07,0.08,2,13,0.02
Ever addicted to illicit or recreational drugs,C0332266,Illicit,Illicit. ,0,0.4,0.0,0.0,0.0,0.0,0.6853,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.07,0.08,99,1,inf
Ever addicted to illicit or recreational drugs,C0242508,Recreational Drugs,Recreational Drugs. A drug used for personal enjoyment rather than for medicinal purposes.,0,0.505,0.0,0.0,0.0,0.0,0.6853,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.07,0.08,2,12,0.22
Behavioural and miscellaneous addictions Something else not mentioned|A behaviour,C0278076,Behavioral tic,"Behavioral tic. Habitual, repeated, rapid contraction of certain muscles, resulting in stereotyped individualized actions that can be voluntarily suppressed for only brief periods. They often involve the face, vocal cords, neck, and less often the extremities. Examples include repetitive throat clearing, vocalizations, sniffing, pursing the lips, and excessive blinking. Tics tend to be aggravated by emotional stress. When frequent they may interfere with speech and INTERPERSONAL RELATIONS. Conditions which feature frequent and prominent tics as a primary manifestation of disease are referred to as TIC DISORDERS. (From Adams et al., Principles of Neurology, 6th ed, pp109-10)",0,0.288,0.0,0.0,0.0,0.0,0.6846,0.001,0.0,Behavioural and miscellaneous addictions_Something else not mentioned|A behaviour,0.07,0.13,2,23,0.18
Behavioural and miscellaneous addictions Something else not mentioned|A behaviour,C0085281,Addictive Behavior,"Addictive Behavior. The observable, measurable, and often pathological activity of an organism that portrays its inability to overcome a habit resulting in an insatiable craving for a substance or for performing certain acts. The addictive behavior includes the emotional and physical overdependence on the object of habit in increasing amount or frequency.",0,0.654,0.0,0.0,0.0,0.0,0.6846,0.001,0.0,Behavioural and miscellaneous addictions_Something else not mentioned|A behaviour,0.07,0.13,2,0,0.0
Z60.2 - Living alone,C0595998,Household composition,Household composition. ,0,0.526,0.0,0.0,0.0,0.001,0.6824,0.001,0.0,Z60.2 - Living alone,-0.05,-0.05,2,3,0.0
Z60.2 - Living alone,C4520849,Living,Living. ,0,0.445,0.0,0.0,0.0,0.001,0.6824,0.001,0.0,Z60.2 - Living alone,-0.05,-0.05,99,13,inf
Z60.2 - Living alone,C4551704,Alive,Alive. Showing characteristics of life; displaying signs of life.,0,0.269,0.0,0.0,0.0,0.001,0.6824,0.001,0.0,Z60.2 - Living alone,-0.05,-0.05,99,18,inf
Malignant neoplasm of female breast,C0006826,Malignant Neoplasms,"Malignant Neoplasms. A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas, Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",0,0.328,0.0,0.0,0.0,0.0007,0.6786,-0.001,0.0006,Malignant neoplasm of female breast,-0.03,-0.03,2,2,0.0
Malignant neoplasm of female breast,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.446,0.0,0.0,0.0,0.0007,0.6786,-0.001,0.0006,Malignant neoplasm of female breast,-0.03,-0.03,2,14,0.05
Malignant neoplasm of female breast,C0222603,Female breast,Female breast. The organ of milk secretion; one of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest of the mature female; it is rudimentary in the male.,0,0.62,0.0,0.0,0.0,0.0007,0.6786,-0.001,0.0006,Malignant neoplasm of female breast,-0.03,-0.03,2,13,0.1
"Cyst of kidney, acquired",C0010709,Cyst,"Cyst. Any fluid-filled closed cavity or sac that is lined by an EPITHELIUM. Cysts can be of normal, abnormal, non-neoplastic, or neoplastic tissues.",0,0.621,0.0,0.0,0.0,0.0,0.6614,0.004,0.0,"Cyst of kidney, acquired",0.09,0.09,2,9,0.0
"Cyst of kidney, acquired",C1550626,SpecimenType - Cyst,SpecimenType - Cyst. ,0,0.52,0.0,0.0,0.0,0.0,0.6614,0.004,0.0,"Cyst of kidney, acquired",0.09,0.09,99,16,inf
"Cyst of kidney, acquired",C0022646,Kidney,Kidney. Body organ that filters blood for the secretion of URINE and that regulates ion concentrations.,0,0.473,0.0,0.0,0.0,0.0,0.6614,0.004,0.0,"Cyst of kidney, acquired",0.09,0.09,2,10,0.0
"Cyst of kidney, acquired",C0227665,Both kidneys,Both kidneys. ,0,0.371,0.0,0.0,0.0,0.0,0.6614,0.004,0.0,"Cyst of kidney, acquired",0.09,0.09,2,6,0.06
"Cyst of kidney, acquired",C0203408,Echography of kidney,Echography of kidney. The use of ultrasound to image the kidney.,0,0.475,0.0,0.0,0.0,0.0,0.6614,0.004,0.0,"Cyst of kidney, acquired",0.09,0.09,2,0,0.0
Hot drink temperature Prefer not to answer,C0459797,Hot drink,Hot drink. ,0,0.767,0.0,0.0,0.0,0.0,0.6564,0.001,0.0004,Hot drink temperature_Prefer not to answer,0.01,0.04,99,0,0.0
Hot drink temperature Prefer not to answer,C0005903,Body Temperature,Body Temperature. The measure of the level of heat of a human or animal.,0,0.464,0.0,0.0,0.0,0.0,0.6564,0.001,0.0004,Hot drink temperature_Prefer not to answer,0.01,0.04,2,6,0.04
Hot drink temperature Prefer not to answer,C0039476,Temperature,Temperature. The property of objects that determines the direction of heat flow when they are placed in direct thermal contact. The temperature is the energy of microscopic motions (vibrational and translational) of the particles of atoms.,0,0.453,0.0,0.0,0.0,0.0,0.6564,0.001,0.0004,Hot drink temperature_Prefer not to answer,0.01,0.04,3,13,0.1
Hot drink temperature Prefer not to answer,C0886414,Body temperature measurement,Body temperature measurement. The result of the measurement of the body temperature.,0,0.43,0.0,0.0,0.0,0.0,0.6564,0.001,0.0004,Hot drink temperature_Prefer not to answer,0.01,0.04,2,2,0.12
Neutropenia,C0023530,Leukopenia,Leukopenia. A decrease in the number of LEUKOCYTES in a blood sample below the normal range (LEUKOCYTE COUNT less than 4000).,0,0.691,0.0,0.0,0.0,0.0006,0.6511,-0.002,0.0,Neutropenia,-0.01,-0.01,2,0,0.0
Neutropenia,C0027947,Neutropenia,Neutropenia. A decrease in the number of NEUTROPHILS found in the blood.,0,0.871,0.0,0.0,0.0,0.0006,0.6511,-0.002,0.0,Neutropenia,-0.01,-0.01,2,6,0.01
Neutropenia,C0853697,Neutrophil count decreased,Neutrophil count decreased. A decrease in the number of neutrophils in the peripheral blood.,0,0.753,0.0,0.0,0.0,0.0006,0.6511,-0.002,0.0,Neutropenia,-0.01,-0.01,2,6,1.5
Staphylococcus infections,C0038160,Staphylococcal Infections,Staphylococcal Infections. Infections with bacteria of the genus STAPHYLOCOCCUS.,0,0.967,0.0,0.0,0.0,0.0,0.6315,0.0,0.0004,Staphylococcus infections,0.18,0.19,2,20,0.06
Epistaxis or throat hemorrhage,C0014591,Epistaxis,Epistaxis. Bleeding from the nose.,0,0.776,0.0,0.0,0.0,0.0,0.6239,0.001,0.0,Epistaxis or throat hemorrhage,-0.03,-0.03,2,21,0.06
Epistaxis or throat hemorrhage,C0576995,Pharyngeal Hemorrhage,Pharyngeal Hemorrhage. Bleeding originating from the pharynx.,0,0.673,0.0,0.0,0.0,0.0,0.6239,0.001,0.0,Epistaxis or throat hemorrhage,-0.03,-0.03,99,12,inf
Z08.0 - Follow-up examination after surgery for malignant neoplasm,C0589120,Follow-up status,Follow-up status. ,0,0.361,0.0,1.0,0.1,0.0,0.5973,-0.0,0.0005,Z08.0 - Follow-up examination after surgery for malignant neoplasm,-0.02,-0.02,2,12,4.0
Z08.0 - Follow-up examination after surgery for malignant neoplasm,C1522577,follow-up,follow-up. The process by which information about the health status of an individual is obtained after a study has officially closed; an activity that continues something that has already begun or that repeats something that has already been done.,0,0.445,0.0,1.0,0.1,0.0,0.5973,-0.0,0.0005,Z08.0 - Follow-up examination after surgery for malignant neoplasm,-0.02,-0.02,2,0,0.0
Z08.0 - Follow-up examination after surgery for malignant neoplasm,C3899107,Follow-Up Care,"Follow-Up Care. Any clinical attention received following a diagnosis or treatment, with the specific purpose of monitoring that specific diagnosis or treatment.",0,0.54,0.0,1.0,0.1,0.0,0.5973,-0.0,0.0005,Z08.0 - Follow-up examination after surgery for malignant neoplasm,-0.02,-0.02,2,19,0.48
Z08.0 - Follow-up examination after surgery for malignant neoplasm,C0031809,Physical Examination,Physical Examination. Systematic and thorough inspection of the patient for physical signs of disease or abnormality.,0,0.201,0.0,1.0,0.1,0.0,0.5973,-0.0,0.0005,Z08.0 - Follow-up examination after surgery for malignant neoplasm,-0.02,-0.02,2,6,0.0
