feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Z90.4 - Acquired absence of other parts of digestive tract,C0017189,Gastrointestinal tract structure,"Gastrointestinal tract structure. Generally refers to the digestive structures stretching from the MOUTH to ANUS, but does not include the accessory glandular organs (LIVER; BILIARY TRACT; PANCREAS).",0,0.496,0.0,0.0,0.0,0.001,0.4396,-0.006,0.0001,Z90.4 - Acquired absence of other parts of digestive tract,0.04,0.04,2,545,2.81
Z90.7 - Acquired absence of genital organ (s),C0332197,Absent,Absent. Not existing in a specified place at a specified time.,0,0.188,0.0,0.0,0.0,0.0003,0.4234,-0.001,0.0,Z90.7 - Acquired absence of genital organ(s),0.04,0.04,2,0,0.0
Z90.7 - Acquired absence of genital organ (s),C1689985,Absence (morphologic abnormality),Absence (morphologic abnormality). ,0,0.377,0.0,0.0,0.0,0.0003,0.4234,-0.001,0.0,Z90.7 - Acquired absence of genital organ(s),0.04,0.04,99,5,inf
Z90.7 - Acquired absence of genital organ (s),C0017420,Genitalia,Genitalia. The external and internal organs involved in the functions of REPRODUCTION.,0,0.523,0.0,0.0,0.0,0.0003,0.4234,-0.001,0.0,Z90.7 - Acquired absence of genital organ(s),0.04,0.04,2,0,0.0
Z90.7 - Acquired absence of genital organ (s),C0559522,Genital system,"Genital system. The group of organs and glands involved with having a child. In women, these are the uterus (womb), the fallopian tubes, the ovaries, and the vagina (birth canal). The reproductive system in men includes the testes, the prostate, and the penis.",0,0.501,0.0,0.0,0.0,0.0003,0.4234,-0.001,0.0,Z90.7 - Acquired absence of genital organ(s),0.04,0.04,2,236,2.23
Acceptability of each blow result (text) | False,C0814633,acceptability,acceptability. ,0,0.447,0.0,0.0,0.0,0.0026,0.4141,-0.004,0.0,Acceptability of each blow result (text) | Array 0_False,0.05,0.1,99,939,inf
Acceptability of each blow result (text) | False,C3645535,Acceptability (foundation metadata concept),Acceptability (foundation metadata concept). ,0,0.459,0.0,0.0,0.0,0.0026,0.4141,-0.004,0.0,Acceptability of each blow result (text) | Array 0_False,0.05,0.1,99,351,inf
Acceptability of each blow result (text) | False,C0413399,Blow -accident,Blow -accident. ,0,0.227,0.0,0.0,0.0,0.0026,0.4141,-0.004,0.0,Acceptability of each blow result (text) | Array 0_False,0.05,0.1,2,147,1.99
Ever had refractive laser eye surgery Both eyes,,,,0,1.0,0.0,0.0,0.0,0.0,0.4154,-0.004,0.001,Ever had refractive laser eye surgery_Both eyes,0.04,0.04,2,82,0.28
Fractured/broken bones in last 5 years,,,,0,1.0,0.0,0.0,0.0,0.0,0.7216,0.002,0.0,Fractured/broken bones in last 5 years_None,0.13,0.13,2,82,0.28
Age emphysema/chronic bronchitis diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Age emphysema/chronic bronchitis diagnosed_53,0.2,0.2,2,82,0.28
Z90.4 - Acquired absence of other parts of digestive tract,,,,0,1.0,0.0,0.0,0.0,0.001,0.4396,-0.006,0.0001,Z90.4 - Acquired absence of other parts of digestive tract,0.04,0.04,2,82,0.28
Fractured/broken bones in last 5 years Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.6265,0.003,0.001,Fractured/broken bones in last 5 years_Prefer not to answer,0.14,0.14,2,82,0.28
HSV-2 seropositivity for Herpes Simplex virus-2 False,,,,0,1.0,0.0,0.0,0.0,0.0,0.5618,-0.003,0.0,HSV-2 seropositivity for Herpes Simplex virus-2_False,-0.04,-0.04,2,82,0.28
Ever had bowel cancer screening,,,,0,1.0,0.0,0.0,0.0,0.0,0.6901,0.002,0.0005,Ever had bowel cancer screening_None,-0.06,-0.06,2,82,0.28
Acceptability of each blow result (text) | False,,,,0,1.0,0.0,0.0,0.0,0.0026,0.4141,-0.004,0.0,Acceptability of each blow result (text) | Array 0_False,0.05,0.1,2,82,0.28
Z90.7 - Acquired absence of genital organ (s),,,,0,1.0,0.0,0.0,0.0,0.0003,0.4234,-0.001,0.0,Z90.7 - Acquired absence of genital organ(s),0.04,0.04,2,82,0.28
Leg pain when standing still or sitting infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.456,0.004,0.0,Leg pain when standing still or sitting_infrequent_,0.07,0.07,2,82,0.28
Total protein aliquot Manual,,,,0,1.0,0.0,0.0,0.0,0.0,0.6748,0.002,0.0003,Total protein aliquot_Manual,0.02,0.02,2,82,0.28
Age cataract diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.5904,-0.003,0.0008,Age cataract diagnosed_infrequent_,0.08,0.08,2,82,0.28
Complication of internal orthopedic device,,,,0,1.0,0.0,0.0,0.0,0.0001,0.6701,-0.004,0.0009,Complication of internal orthopedic device,0.09,0.09,2,82,0.28
Bipolar disorder status Bipolar Type I (Mania),,,,0,1.0,0.0,0.0,0.0,0.0,0.4757,-0.004,0.0002,Bipolar disorder status_Bipolar Type I (Mania),0.08,0.08,2,82,0.28
Ever had refractive laser eye surgery infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.476,0.004,0.0,Ever had refractive laser eye surgery_infrequent_,0.04,0.04,2,82,0.28
Ever had refractive laser eye surgery Right eye only,,,,0,1.0,0.0,0.0,0.0,0.0,0.942,-0.0,0.0008,Ever had refractive laser eye surgery_Right eye only,0.01,0.01,2,82,0.28
HSV-2 seropositivity for Herpes Simplex virus-2 True,,,,0,1.0,0.0,0.0,0.0,0.0,0.4855,-0.004,0.0004,HSV-2 seropositivity for Herpes Simplex virus-2_True,0.0,0.0,2,82,0.28
Age cataract diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0,0.9263,-0.0,0.0007,Age cataract diagnosed_63,0.1,0.11,2,82,0.28
Behavioural and miscellaneous addictions Something else not mentioned,,,,0,1.0,0.0,0.0,0.0,0.0,0.7781,0.001,0.0,Behavioural and miscellaneous addictions_Something else not mentioned,0.01,0.01,2,82,0.28
Single episode of probable major depression,,,,0,1.0,0.0,0.0,0.0,0.0,0.5059,-0.003,0.0,Single episode of probable major depression_Yes,0.15,0.15,2,82,0.28
A09.9 - Gastroenteritis and colitis of unspecified origin,,,,0,1.0,0.0,0.0,0.0,0.0004,0.6959,0.003,0.0002,A09.9 - Gastroenteritis and colitis of unspecified origin,0.01,0.01,2,82,0.28
Ever had refractive laser eye surgery,,,,0,1.0,0.0,0.0,0.0,0.0,0.4488,-0.004,0.0,Ever had refractive laser eye surgery_No,0.01,0.01,2,82,0.28
Septal Deviations/Turbinate Hypertrophy,,,,0,1.0,0.0,0.0,0.0,0.0,0.5297,0.005,0.0,Septal Deviations/Turbinate Hypertrophy,0.12,0.24,2,82,0.28
Bipolar disorder status Bipolar Type II (Hypomania),,,,0,1.0,0.0,0.0,0.0,0.0,0.6117,-0.003,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),0.03,0.03,2,82,0.28
Allergy/adverse effect of penicillin,,,,0,1.0,0.0,0.0,0.0,0.0016,0.5574,0.002,0.0,Allergy/adverse effect of penicillin,-0.01,-0.01,2,82,0.28
Amount of tobacco currently smoked,,,,0,1.0,0.0,0.0,0.0,0.0,0.5426,-0.003,0.0,Amount of tobacco currently smoked_10,0.03,0.03,2,82,0.28
Y83.6 - Removal of other organ (partial) (total),,,,0,1.0,0.0,0.0,0.0,0.0,0.5094,0.002,0.0007,Y83.6 - Removal of other organ (partial) (total),0.08,0.08,2,82,0.28
Z80.0 - Family history of malignant neoplasm of digestive organs,,,,0,1.0,0.0,0.0,0.0,0.0034,0.8457,-0.003,0.0001,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.03,-0.03,2,82,0.28
Cancer diagnosed by doctor Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.4958,0.004,0.0,Cancer diagnosed by doctor_Prefer not to answer,-0.08,-0.08,2,82,0.28
Medium and low fat cheese,,,,0,1.0,0.0,0.0,0.0,0.0129,0.952,0.027,0.0005,Medium and low fat cheese,0.04,0.04,2,82,0.28
Probable recurrent major depression (severe),,,,0,1.0,0.0,0.0,0.0,0.0,0.5291,-0.003,0.0,Probable recurrent major depression (severe)_Yes,0.08,0.08,2,82,0.28
Total protein aliquot,,,,0,1.0,0.0,0.0,0.0,0.0002,0.8477,0.001,0.0,Total protein aliquot_None,0.02,0.02,2,82,0.28
Nervous feelings Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.6959,-0.002,0.0,Nervous feelings_Prefer not to answer,-0.07,-0.07,2,82,0.28
