feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Surgery on leg arteries (other than for varicose veins) infrequent,C0038894,Surgery specialty,Surgery specialty. The branch of medical science that treats disease or injury by operative procedures.,0,0.285,0.0,0.0,0.0,0.0,0.4559,-0.005,0.0,Surgery on leg arteries (other than for varicose veins)_infrequent_,0.12,0.13,99,658,inf
Surgery on leg arteries (other than for varicose veins) infrequent,C0038895,Surgical aspects,"Surgical aspects. Used for operative procedures on organs, regions, or tissues in the treatment of diseases, including tissue section by lasers. It excludes transplantation, for which ""transplantation"" is used.",0,0.214,0.0,0.0,0.0,0.0,0.4559,-0.005,0.0,Surgery on leg arteries (other than for varicose veins)_infrequent_,0.12,0.13,99,0,0.0
Surgery on leg arteries (other than for varicose veins) infrequent,C0042345,Varicosity,Varicosity. Enlarged and tortuous VEINS.,0,0.359,0.0,0.0,0.0,0.0,0.4559,-0.005,0.0,Surgery on leg arteries (other than for varicose veins)_infrequent_,0.12,0.13,2,0,0.0
Anal and rectal polyp,C0003461,Anus,"Anus. The lower opening of the digestive tract, lying in the cleft between the buttocks, through which fecal matter is extruded.",0,0.518,0.0,0.0,0.0,0.0006,0.4557,-0.001,0.0,Anal and rectal polyp,0.09,0.33,2,25,0.04
Anal and rectal polyp,C2939124,Anal (qualifier value),Anal (qualifier value). ,0,0.44,0.0,0.0,0.0,0.0006,0.4557,-0.001,0.0,Anal and rectal polyp,0.09,0.33,99,0,0.0
Anal and rectal polyp,C0034887,Rectal polyp,"Rectal polyp. A polypoid lesion that arises from the rectum and protrudes into the lumen. This group includes adenomatous polyps, serrated polyps, and hamartomatous polyps.",0,0.859,0.0,0.0,0.0,0.0006,0.4557,-0.001,0.0,Anal and rectal polyp,0.09,0.33,2,100,3.12
Abnormal results of function study of liver,C0023884,Liver,"Liver. A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.",0,0.374,0.0,1.0,0.3,0.0003,0.4538,0.005,0.0,Abnormal results of function study of liver,0.32,0.33,2,74,0.01
Abnormal results of function study of liver,C0721399,Liver brand of Vitamin B 12,Liver brand of Vitamin B 12. brand name of vitamin B 12,0,0.284,0.0,1.0,0.3,0.0003,0.4538,0.005,0.0,Abnormal results of function study of liver,0.32,0.33,99,0,0.0
(LDL SF) low density lipoprotein cholesterol genetic risk,C0023824,LDL Cholesterol Lipoproteins,"LDL Cholesterol Lipoproteins. Cholesterol which is contained in or bound to low density lipoproteins (LDL), including CHOLESTEROL ESTERS and free cholesterol.",0,0.541,0.0,0.0,0.0,0.0162,0.4215,-0.004,0.0001,(LDL_SF) low density lipoprotein cholesterol genetic risk,0.07,0.18,2,1023,2.24
(LDL SF) low density lipoprotein cholesterol genetic risk,C0023826,Very low density lipoprotein cholesterol,"Very low density lipoprotein cholesterol. Cholesterol which is contained in or bound to very low density lipoproteins (VLDL). High circulating levels of VLDL cholesterol are found in HYPERLIPOPROTEINEMIA TYPE IIB. The cholesterol on the VLDL is eventually delivered by LOW-DENSITY LIPOPROTEINS to the tissues after the catabolism of VLDL to INTERMEDIATE-DENSITY LIPOPROTEINS, then to LDL.",0,0.673,0.0,0.0,0.0,0.0162,0.4215,-0.004,0.0001,(LDL_SF) low density lipoprotein cholesterol genetic risk,0.07,0.18,2,472,5.13
(LDL SF) low density lipoprotein cholesterol genetic risk,C0202117,Low density lipoprotein cholesterol measurement,Low density lipoprotein cholesterol measurement. The determination of the amount of low-density lipoprotein cholesterol present in a sample.,0,0.635,0.0,0.0,0.0,0.0162,0.4215,-0.004,0.0001,(LDL_SF) low density lipoprotein cholesterol genetic risk,0.07,0.18,2,146,2.52
(LDL SF) low density lipoprotein cholesterol genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.728,0.0,0.0,0.0,0.0162,0.4215,-0.004,0.0001,(LDL_SF) low density lipoprotein cholesterol genetic risk,0.07,0.18,2,0,0.0
Z98.0 - Intestinal bypass and anastomosis status,C0021829,Intestinal Bypass,Intestinal Bypass. ,0,0.668,0.0,0.0,0.0,0.0036,0.4214,-0.004,0.0,Z98.0 - Intestinal bypass and anastomosis status,0.2,0.3,2,74,4.93
Z98.0 - Intestinal bypass and anastomosis status,C0332853,Anastomosis,Anastomosis. ,0,0.467,0.0,0.0,0.0,0.0036,0.4214,-0.004,0.0,Z98.0 - Intestinal bypass and anastomosis status,0.2,0.3,2,3,0.0
Z98.0 - Intestinal bypass and anastomosis status,C0500470,Anatomical anastomosis,Anatomical anastomosis. ,0,0.372,0.0,0.0,0.0,0.0036,0.4214,-0.004,0.0,Z98.0 - Intestinal bypass and anastomosis status,0.2,0.3,99,0,0.0
Z98.0 - Intestinal bypass and anastomosis status,C0677554,Anastomosis - action,"Anastomosis - action. Surgical union or shunt between ducts, tubes or vessels. It may be end-to-end, end-to-side, side-to-end, or side-to-side.",0,0.42,0.0,0.0,0.0,0.0036,0.4214,-0.004,0.0,Z98.0 - Intestinal bypass and anastomosis status,0.2,0.3,99,811,inf
Probable recurrent major depression (moderate),,,,0,1.0,0.0,0.0,0.0,0.0009,0.6476,0.003,0.0,Probable recurrent major depression (moderate)_Yes,0.07,0.07,2,0,0.0
(LDL SF) low density lipoprotein cholesterol genetic risk,,,,0,1.0,0.0,0.0,0.0,0.0162,0.4215,-0.004,0.0001,(LDL_SF) low density lipoprotein cholesterol genetic risk,0.07,0.18,2,0,0.0
Abnormal results of function study of liver,,,,0,1.0,0.0,0.0,0.0,0.0003,0.4538,0.005,0.0,Abnormal results of function study of liver,0.32,0.33,2,0,0.0
Doctor diagnosed lung cancer (not mesothelioma),,,,0,1.0,0.0,0.0,0.0,0.0,0.507,0.004,0.0,Doctor diagnosed lung cancer (not mesothelioma)_No,-0.05,-0.05,2,0,0.0
Weight change during worst episode of depression,,,,0,1.0,0.0,0.0,0.0,0.0,0.7657,0.002,0.0007,Weight change during worst episode of depression_Do not know,0.15,0.22,2,0,0.0
Z98.0 - Intestinal bypass and anastomosis status,,,,0,1.0,0.0,0.0,0.0,0.0036,0.4214,-0.004,0.0,Z98.0 - Intestinal bypass and anastomosis status,0.2,0.3,2,0,0.0
Peripheral enthesopathies and allied syndromes,,,,0,1.0,0.0,0.0,0.0,0.0012,0.9704,-0.003,0.0,Peripheral enthesopathies and allied syndromes,0.17,0.17,2,0,0.0
Stiffness method Not performed - other reason,,,,0,1.0,0.0,0.0,0.0,0.0,0.7001,-0.002,0.0006,Stiffness method_Not performed - other reason,-0.2,-0.2,2,0,0.0
Leg pain when standing still or sitting infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Leg pain when standing still or sitting_infrequent_,0.12,0.12,2,0,0.0
"F32.9 - Depressive episode, unspecified",,,,0,1.0,0.0,0.0,0.0,0.0026,0.6883,0.006,0.0006,"F32.9 - Depressive episode, unspecified",0.09,0.09,2,0,0.0
Excessive or frequent menstruation,,,,0,1.0,0.0,0.0,0.0,0.0013,0.8463,-0.002,0.0,Excessive or frequent menstruation,0.09,0.09,2,0,0.0
Bipolar disorder status Bipolar Type I (Mania),,,,0,1.0,0.0,0.0,0.0,0.0,0.918,-0.001,0.0,Bipolar disorder status_Bipolar Type I (Mania),0.04,0.04,2,0,0.0
Ever addicted to illicit or recreational drugs infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.5637,-0.004,0.0007,Ever addicted to illicit or recreational drugs_infrequent_,0.12,0.12,2,0,0.0
Eye problems/disorders Glaucoma,,,,0,1.0,0.0,0.0,0.0,0.0002,0.5814,0.003,0.0001,Eye problems/disorders_Glaucoma,0.13,0.13,2,0,0.0
Doctor diagnosed alpha-1 antitrypsin deficiency infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Doctor diagnosed alpha-1 antitrypsin deficiency_infrequent_,0.26,0.26,2,0,0.0
Stiffness method Direct entry,,,,0,1.0,0.0,0.0,0.0,0.0033,0.4722,-0.004,0.0001,Stiffness method_Direct entry,-0.06,-0.06,2,0,0.0
Surgery on leg arteries (other than for varicose veins) infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.4559,-0.005,0.0,Surgery on leg arteries (other than for varicose veins)_infrequent_,0.12,0.13,2,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2 True,,,,0,1.0,0.0,0.0,0.0,0.0,0.7385,0.002,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_True,-0.05,-0.05,2,0,0.0
Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,,,,0,1.0,0.0,0.0,0.0,0.0009,0.9105,0.002,0.0,Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,0.22,0.22,2,0,0.0
General pain for 3+ months,,,,0,1.0,0.0,0.0,0.0,0.0,0.7624,-0.002,0.0,General pain for 3+ months_No,0.18,0.18,2,0,0.0
Surgery/amputation of toe or leg infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.6001,0.003,0.0,Surgery/amputation of toe or leg_infrequent_,0.06,0.06,2,0,0.0
HSV-1 seropositivity for Herpes Simplex virus-1 True,,,,0,1.0,0.0,0.0,0.0,0.0,0.915,-0.001,0.0005,HSV-1 seropositivity for Herpes Simplex virus-1_True,-0.1,-0.1,2,0,0.0
Eye problems/disorders Injury or trauma resulting in loss of vision,,,,0,1.0,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,0,0.0
Z37.0 - Single live birth,,,,0,1.0,0.0,0.0,0.0,0.0024,0.7011,0.006,0.0,Z37.0 - Single live birth,-0.1,-0.1,2,0,0.0
Circulatory disease NEC,,,,0,1.0,0.0,0.0,0.0,0.0012,0.5545,0.004,0.0,Circulatory disease NEC,0.14,0.14,2,0,0.0
Eye problems/disorders Cataract|Other serious eye condition,,,,0,1.0,0.0,0.0,0.0,0.0,0.5401,-0.004,0.0,Eye problems/disorders_Cataract|Other serious eye condition,0.12,0.12,2,0,0.0
Eye problems/disorders Diabetes related eye disease,,,,0,1.0,0.0,0.0,0.0,0.0,0.7201,0.002,0.0,Eye problems/disorders_Diabetes related eye disease,0.25,0.25,2,0,0.0
Z12.1 - Special screening examination for neoplasm of intestinal tract,,,,0,1.0,0.0,0.0,0.0,0.0006,0.7993,0.002,0.0,Z12.1 - Special screening examination for neoplasm of intestinal tract,0.24,0.39,2,0,0.0
Doctor diagnosed asbestosis infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.6374,-0.003,0.0008,Doctor diagnosed asbestosis_infrequent_,0.22,0.22,2,0,0.0
Surgery/amputation of toe or leg,,,,0,1.0,0.0,0.0,0.0,0.0,0.608,0.003,0.0,Surgery/amputation of toe or leg_No,-0.05,-0.05,2,0,0.0
Z80.0 - Family history of malignant neoplasm of digestive organs,,,,0,1.0,0.0,0.0,0.0,0.0015,0.554,0.009,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,0.22,0.3,2,0,0.0
Cancer diagnosed by doctor Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0001,0.4559,-0.005,0.0,Cancer diagnosed by doctor_Prefer not to answer,-0.01,-0.01,2,0,0.0
Stiffness method infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.7054,0.002,0.0,Stiffness method_infrequent_,-0.05,-0.05,2,0,0.0
Doctor diagnosed cystic fibrosis infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.6374,-0.003,0.0,Doctor diagnosed cystic fibrosis_infrequent_,0.2,0.2,2,0,0.0
Weight change during worst episode of depression infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.456,-0.005,0.0,Weight change during worst episode of depression_infrequent_,0.17,0.23,2,0,0.0
Age macular degeneration diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0001,0.5632,-0.004,0.0,Age macular degeneration diagnosed_infrequent_,0.21,0.21,2,0,0.0
Stiffness method Not performed - equipment failure,,,,0,1.0,0.0,0.0,0.0,0.0003,0.5656,0.004,0.0,Stiffness method_Not performed - equipment failure,-0.16,-0.16,2,0,0.0
Age other serious eye condition diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.411,-0.005,0.0007,Age other serious eye condition diagnosed_infrequent_,0.14,0.14,2,0,0.0
