feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
(RA) rheumatoid arthritis genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.602,0.0,1.0,0.3,0.0076,0.1424,0.003,0.3073,(RA) rheumatoid arthritis genetic risk,1.09,6905,1.50 <= (RA) rheumatoid arthritis genetic risk < 3.70,0.11,0.13,2
(HT) hypertension genetic risk,C0677607,Hashimoto Disease,Hashimoto Disease. An autoimmune disorder caused by the production of autoantibodies against thyroid tissue. There is progressive destruction of the thyroid follicles leading to hypothyroidism.,0,0.258,0.0,1.0,0.2,0.0076,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.04,0.08,2
(HT) hypertension genetic risk,C0235222,Diastolic hypertension,Diastolic hypertension. Hypertension characterized diastolic blood pressure greater than 90 mmHg on two occasions.,0,0.385,0.0,1.0,0.2,0.0076,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.04,0.08,2
(HT) hypertension genetic risk,C1696708,Prehypertension,"Prehypertension. Blood pressure levels that are between normotension and hypertension. Individuals with prehypertension are at a higher risk for developing cardiovascular diseases. Generally, prehypertension is defined as SYSTOLIC PRESSURE of 131-139 mm Hg and/or DIASTOLIC PRESSURE of 81-89 when the optimal is 120/80 mm Hg. For diabetics and other metabolism diseases the prehypertension is around 110-129/70-79 mm Hg.",0,0.622,0.0,1.0,0.2,0.0076,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.04,0.08,2
(HT) hypertension genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.691,0.0,1.0,0.2,0.0076,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.04,0.08,2
Date of all cause dementia report,C0015127,Etiology aspects,Etiology aspects. Used with diseases for causative agents including microorganisms and includes environmental and social factors and personal habits as contributing factors. It includes pathogenesis.,0,0.161,0.0,0.0,0.0,0.0075,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,0.17,0.17,99
Date of all cause dementia report,C0011265,Presenile dementia,Presenile dementia. The presence of dementia in an individual younger than age sixty five.,0,0.364,0.0,0.0,0.0,0.0075,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,0.17,0.17,2
Date of all cause dementia report,C0497327,Dementia,"Dementia. An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.",0,0.442,0.0,0.0,0.0,0.0075,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,0.17,0.17,2
Sex,C0009253,Coitus,"Coitus. The sexual union of a male and a female, a term used for human only.",0,0.731,0.0,1.0,0.3,0.0069,0.0,-0.034,0.0006,Sex,1.05,72375,Sex < 0.71,0.04,0.04,2
Sex,C0036864,Sex Behavior,Sex Behavior. Sexual activities of humans.,0,0.666,0.0,1.0,0.3,0.0069,0.0,-0.034,0.0006,Sex,1.05,72375,Sex < 0.71,0.04,0.04,2
Apolipoprotein A1,C0085201,Apolipoprotein A-I,"Apolipoprotein A-I. The most abundant protein component of HIGH DENSITY LIPOPROTEINS or HDL. This protein serves as an acceptor for CHOLESTEROL released from cells thus promoting efflux of cholesterol to HDL then to the LIVER for excretion from the body (reverse cholesterol transport). It also acts as a cofactor for LECITHIN CHOLESTEROL ACYLTRANSFERASE that forms CHOLESTEROL ESTERS on the HDL particles. Mutations of this gene APOA1 cause HDL deficiency, such as in FAMILIAL ALPHA LIPOPROTEIN DEFICIENCY DISEASE and in some patients with TANGIER DISEASE.",0,0.887,0.0,0.0,0.0,0.0068,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.13,0.13,2
Apolipoprotein A1,C1412468,APOA1 gene,APOA1 gene. This gene is involved in cholesterol transport and metabolism.,0,0.758,0.0,0.0,0.0,0.0068,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.13,0.13,2
Apolipoprotein A1,C1677784,"APOA1 protein, human","APOA1 protein, human. Apolipoprotein A-I (267 aa, ~31 kDa) is encoded by the human APOA1 gene. This protein is involved in the transport and metabolism of cholesterol.",0,0.845,0.0,0.0,0.0,0.0068,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.13,0.13,99
dietary changes in the last 5 years,C0392747,Changing,Changing. The act of alteration or modification; changed or altered in form or character.,0,0.251,0.0,1.0,0.3,0.0066,0.0,-0.033,0.0005,Major dietary changes in the last 5 years_No,1.11,39187,Major dietary changes in the last 5 years_No < 0.50,0.09,0.09,99
dietary changes in the last 5 years,C0443172,Changed status,Changed status. ,0,0.222,0.0,1.0,0.3,0.0066,0.0,-0.033,0.0005,Major dietary changes in the last 5 years_No,1.11,39187,Major dietary changes in the last 5 years_No < 0.50,0.09,0.09,99
Overall health rating Excellent,C1548784,Excellent - Specimen Quality,Excellent - Specimen Quality. ,0,0.34,0.0,0.0,0.0,0.0065,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.02,-0.02,99
Overall health rating Excellent,C1551022,Excellent - LanguageAbilityProficiency,Excellent - LanguageAbilityProficiency. ,0,0.216,0.0,0.0,0.0,0.0065,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.02,-0.02,99
Overall health rating Excellent,C1961136,Excellent (qualifier value),Excellent (qualifier value). Conforming to the highest quality or standard.,0,0.509,0.0,0.0,0.0,0.0065,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.02,-0.02,99
Albumin,C0001924,Albumins,"Albumins. Water-soluble proteins found in egg whites, blood, lymph, and other tissues and fluids. They coagulate upon heating.",0,0.835,0.0,0.0,0.0,0.0062,0.0785,-0.003,0.0705,Albumin,1.36,1072,Albumin < -2.80,0.06,0.06,2
Albumin,C1412332,ALB gene,ALB gene. ,0,0.596,0.0,0.0,0.0,0.0062,0.0785,-0.003,0.0705,Albumin,1.36,1072,Albumin < -2.80,0.06,0.06,2
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0344434,Atrial Fibrillation by ECG Finding,"Atrial Fibrillation by ECG Finding. An electrocardiographic finding of a supraventricular arrhythmia characterized by the replacement of consistent P waves by rapid oscillations or fibrillatory waves that vary in size, shape and timing and are accompanied by an irregularly irregular ventricular response. (CDISC)",0,0.69,0.0,1.0,0.2,0.0054,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",-0.02,0.15,99
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0004239,Atrial Flutter,"Atrial Flutter. Rapid, irregular atrial contractions caused by a block of electrical impulse conduction in the right atrium and a reentrant wave front traveling up the inter-atrial septum and down the right atrial free wall or vice versa. Unlike ATRIAL FIBRILLATION which is caused by abnormal impulse generation, typical atrial flutter is caused by abnormal impulse conduction. As in atrial fibrillation, patients with atrial flutter cannot effectively pump blood into the lower chambers of the heart (HEART VENTRICLES).",0,0.627,0.0,1.0,0.2,0.0054,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",-0.02,0.15,2
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0344423,Atrial Flutter by ECG Finding,"Atrial Flutter by ECG Finding. An electrocardiographic finding of an organized, regular atrial rhythm with atrial rate of 240-340 beats per minute. Multiple P waves typically appear in the inferior leads in a saw tooth like pattern between the QRS complexes. (CDISC)",0,0.667,0.0,1.0,0.2,0.0054,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",-0.02,0.15,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.229,0.0,0.0,0.0,0.005,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.03,-0.03,2
Home area population density - urban or rural England/Wales - Urban - less sparse,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.328,0.0,0.0,0.0,0.005,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.03,-0.03,3
Home area population density - urban or rural England/Wales - Urban - less sparse,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.283,0.0,0.0,0.0,0.005,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.03,-0.03,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0439092,Less Than,Less Than. A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status.,0,0.307,0.0,0.0,0.0,0.005,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.03,-0.03,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0547044,Smaller,"Smaller. Of lower rank, degree, or importance; of reduced size, extent, or degree; more limited in quantity.",0,0.315,0.0,0.0,0.0,0.005,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.03,-0.03,99
Essential hypertension,C0085580,Essential Hypertension,"Essential Hypertension. Hypertension that occurs without known cause, or preexisting renal disease. Associated polymorphisms for a number of genes have been identified, including AGT, GNB3, and ECE1. OMIM: 145500",0,0.751,0.0,0.0,0.0,0.0046,0.0,-0.021,0.0038,Essential hypertension,1.68,5491,-3.90 <= Essential hypertension < -1.50,0.09,0.1,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1412471,APOB gene,APOB gene. This gene plays a role in lipid transport.,0,0.641,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,2
Apolipoprotein B to Apolipoprotein A1 ratio,C0003591,Apolipoproteins,Apolipoproteins. Protein components on the surface of LIPOPROTEINS. They form a layer surrounding the hydrophobic lipid core. There are several classes of apolipoproteins with each playing a different role in lipid transport and LIPID METABOLISM. These proteins are synthesized mainly in the LIVER and the INTESTINES.,0,0.587,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,2
Apolipoprotein B to Apolipoprotein A1 ratio,C0085201,Apolipoprotein A-I,"Apolipoprotein A-I. The most abundant protein component of HIGH DENSITY LIPOPROTEINS or HDL. This protein serves as an acceptor for CHOLESTEROL released from cells thus promoting efflux of cholesterol to HDL then to the LIVER for excretion from the body (reverse cholesterol transport). It also acts as a cofactor for LECITHIN CHOLESTEROL ACYLTRANSFERASE that forms CHOLESTEROL ESTERS on the HDL particles. Mutations of this gene APOA1 cause HDL deficiency, such as in FAMILIAL ALPHA LIPOPROTEIN DEFICIENCY DISEASE and in some patients with TANGIER DISEASE.",0,0.632,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1412468,APOA1 gene,APOA1 gene. This gene is involved in cholesterol transport and metabolism.,0,0.595,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1677784,"APOA1 protein, human","APOA1 protein, human. Apolipoprotein A-I (267 aa, ~31 kDa) is encoded by the human APOA1 gene. This protein is involved in the transport and metabolism of cholesterol.",0,0.587,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,99
Apolipoprotein B to Apolipoprotein A1 ratio,C0456603,Ratio,Ratio. Quotient of quantities of the same kind for different components within the same system.,0,0.271,0.0,1.0,0.1,0.0043,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,0.16,0.16,2
"M15.9 - Polyarthrosis, unspecified",C0702154,Polyarthropathy,Polyarthropathy. ,0,0.766,0.0,0.0,0.0,0.0039,0.0127,0.01,0.0002,"M15.9 - Polyarthrosis, unspecified",0.99,90102,"-0.16 <= M15.9 - Polyarthrosis, unspecified < 0.86",0.2,0.2,2
Asthma,C0004096,Asthma,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.508,0.0,0.0,0.0,0.0039,0.0356,-0.005,0.0003,Asthma,1.14,1677,-2.60 <= Asthma < -0.08,0.09,0.16,2
Diverticulosis,C1510475,Diverticulosis,"Diverticulosis. A finding indicating the presence of multiple pouches, usually in the colonic or gastric wall.",0,0.798,0.0,0.0,0.0,0.0037,0.7367,0.002,0.0007,Diverticulosis,1.38,1508,-1.40 <= Diverticulosis < -0.09,0.33,0.33,2
Diverticulosis,C0810029,Diverticulosis and Diverticulitis,"Diverticulosis and Diverticulitis. <p>Diverticula are small pouches that bulge outward through the colon, or large intestine. If you have these pouches, you have a condition called diverticulosis. It becomes more common as people age. About half of all people over age 60 have it. Doctors believe the main cause is a low-fiber diet.</p> <p>Most people with diverticulosis don't have symptoms. Sometimes it causes mild cramps, bloating or constipation. Diverticulosis is often found through tests ordered for something else. For example, it is often found during a colonoscopy to screen for cancer. A high-fiber diet and mild pain reliever will often relieve symptoms.</p> <p>If the pouches become inflamed or infected, you have a condition called diverticulitis. The most common symptom is abdominal pain, usually on the left side. You may also have fever, nausea, vomiting, chills, cramping, and constipation. In serious cases, diverticulitis can lead to bleeding, tears, or blockages. Your doctor will do a physical exam and imaging tests to diagnose it. Treatment may include antibiotics, pain relievers, and a liquid diet. A serious case may require a hospital stay or surgery.</p> <p class="""">NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",0,0.834,0.0,0.0,0.0,0.0037,0.7367,0.002,0.0007,Diverticulosis,1.38,1508,-1.40 <= Diverticulosis < -0.09,0.33,0.33,99
"Other chronic ischemic heart disease, unspecified",C0264694,Chronic myocardial ischemia,Chronic myocardial ischemia. ,0,0.903,0.0,0.0,0.0,0.0037,0.2562,0.012,0.0017,"Other chronic ischemic heart disease, unspecified",1.57,3125,"Other chronic ischemic heart disease, unspecified >= 1.30",0.14,0.14,2
Chemotherapy,C0013216,Pharmacotherapy,Pharmacotherapy. The use of DRUGS to treat a DISEASE or its symptoms. One example is the use of ANTINEOPLASTIC AGENTS to treat CANCER.,0,0.772,0.0,0.0,0.0,0.0035,0.0266,0.011,0.0004,Chemotherapy,1.0,86391,-0.03 <= Chemotherapy < 0.72,0.03,0.03,2
Chemotherapy,C0013217,pharmacotherapeutic,"pharmacotherapeutic. Used with disease headings for the treatment of disease by the administration of drugs, chemicals, and antibiotics. For diet therapy and radiotherapy, use specific subheadings. Excludes immunotherapy for which ""therapy"" is used.",0,0.673,0.0,0.0,0.0,0.0035,0.0266,0.011,0.0004,Chemotherapy,1.0,86391,-0.03 <= Chemotherapy < 0.72,0.03,0.03,99
Chemotherapy,C0392920,Chemotherapy Regimen,Chemotherapy Regimen. application of the beneficial effects of drugs to control or cure neoplastic growth.,0,0.783,0.0,0.0,0.0,0.0035,0.0266,0.011,0.0004,Chemotherapy,1.0,86391,-0.03 <= Chemotherapy < 0.72,0.03,0.03,2
(AD) alzheimer's disease genetic risk,C0002395,Alzheimer's Disease,"Alzheimer's Disease. A degenerative disease of the BRAIN characterized by the insidious onset of DEMENTIA. Impairment of MEMORY, judgment, attention span, and problem solving skills are followed by severe APRAXIAS and a global loss of cognitive abilities. The condition primarily occurs after age 60, and is marked pathologically by severe cortical atrophy and the triad of SENILE PLAQUES; NEUROFIBRILLARY TANGLES; and NEUROPIL THREADS. (From Adams et al., Principles of Neurology, 6th ed, pp1049-57)",0,0.675,0.0,0.0,0.0,0.0033,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,0.19,0.2,2
(AD) alzheimer's disease genetic risk,C1863052,"ALZHEIMER DISEASE, FAMILIAL, 1","ALZHEIMER DISEASE, FAMILIAL, 1. Alzheimer's disease caused by mutation(s) in the APP gene, encoding amyloid-beta A4 protein. The onset of this condition typically occurs before age 65.",0,0.763,0.0,0.0,0.0,0.0033,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,0.19,0.2,99
(AD) alzheimer's disease genetic risk,C1843013,"Alzheimer disease, familial, type 3","Alzheimer disease, familial, type 3. Alzheimer's disease with an early onset (starts before the age of 65). It is caused by mutations in the PSEN1 gene.",0,0.664,0.0,0.0,0.0,0.0033,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,0.19,0.2,2
(AD) alzheimer's disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.622,0.0,0.0,0.0,0.0033,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,0.19,0.2,2
Acetone,C0001002,acetone,acetone. A colorless liquid used as a solvent and an antiseptic. It is one of the ketone bodies produced during ketoacidosis.,0,0.864,0.0,0.0,0.0,0.0032,0.0,0.024,0.0816,Acetone,1.36,2195,2.40 <= Acetone < 10.00,0.04,0.04,2
(VTE) venous thromboembolic disease genetic risk,C1997614,Thromboembolism of vein,Thromboembolism of vein. ,0,0.361,0.0,0.0,0.0,0.0031,0.7621,0.001,0.3077,(VTE) venous thromboembolic disease genetic risk,1.0,91418,(VTE) venous thromboembolic disease genetic risk < 3.60,0.05,0.05,2
(VTE) venous thromboembolic disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.708,0.0,0.0,0.0,0.0031,0.7621,0.001,0.3077,(VTE) venous thromboembolic disease genetic risk,1.0,91418,(VTE) venous thromboembolic disease genetic risk < 3.60,0.05,0.05,2
Other ill-defined and unknown causes of morbidity and mortality,C0026538,Morbidity - disease rate,Morbidity - disease rate. The proportion of patients with a particular disease during a given year per given unit of population.,0,0.255,0.0,0.0,0.0,0.0029,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.25,0.25,2
Other ill-defined and unknown causes of morbidity and mortality,C5669240,Morbidity Rate,"Morbidity Rate. A measure of the frequency of occurrence of a specific disease, injury, or disability in a defined population during a specified interval. [After Principles of Epidemiology in Public Health Practice, Third Edition. An Introduction to Applied Epidemiology and Biostatistics]",0,0.254,0.0,0.0,0.0,0.0029,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.25,0.25,99
Other ill-defined and unknown causes of morbidity and mortality,C0026565,Mortality Vital Statistics,Mortality Vital Statistics. All deaths reported in a given population.,0,0.406,0.0,0.0,0.0,0.0029,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.25,0.25,2
Other ill-defined and unknown causes of morbidity and mortality,C0026566,Aspects of mortality statistics,"Aspects of mortality statistics. Used with human and veterinary diseases for mortality statistics. For deaths resulting from various procedures statistically but for a death resulting in a specific case, use FATAL OUTCOME, not /mortality.",0,0.358,0.0,0.0,0.0,0.0029,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.25,0.25,99
Meat substitutes - vegetarian,C0042441,Vegetarian (finding,"Vegetarian (finding. A person who eats no meat; some may eat fish, eggs, or dairy products.",0,0.727,0.0,0.0,0.0,0.0028,0.255,0.004,0.0001,Meat substitutes - vegetarian,1.01,80042,-0.18 <= Meat substitutes - vegetarian < 3.10,-0.02,-0.02,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.247,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.269,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,3
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.268,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0557750,Towns,Towns. Human settlements larger than a village but smaller than a city.,0,0.444,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0439092,Less Than,Less Than. A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status.,0,0.268,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0547044,Smaller,"Smaller. Of lower rank, degree, or importance; of reduced size, extent, or degree; more limited in quantity.",0,0.311,0.0,0.0,0.0,0.0024,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.04,-0.04,99
Diaphragmatic hernia,C0019284,Diaphragmatic Hernia,Diaphragmatic Hernia. Protrusion of abdominal structures into the THORAX as a result of congenital or traumatic defects in the respiratory DIAPHRAGM.,0,0.889,0.0,0.0,0.0,0.0024,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.18,0.2,2
Diaphragmatic hernia,C0235833,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia. Diaphragmatic hernia that is present at birth.,0,0.825,0.0,0.0,0.0,0.0024,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.18,0.2,2
Diaphragmatic hernia,C1840643,DIAPHRAGMATIC HERNIA 1,DIAPHRAGMATIC HERNIA 1. ,0,0.912,0.0,0.0,0.0,0.0024,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.18,0.2,99
3-Hydroxybutyrate,C0106006,3-Hydroxybutyrate,3-Hydroxybutyrate. A hydroxy fatty acid anion and ketone body synthesized in the liver from acetyl-Coenzyme A (acetyl-CoA) by the enzyme 3-hydroxybutyrate dehydrogenase. 3-hydroxybutyrate can be used as an energy source when glucose levels drop. Elevated urine and serum levels of 3-hydroxybutyrate are seen in ketosis and ketoacidosis.,0,0.767,0.0,0.0,0.0,0.0024,0.0,0.023,0.1431,3-Hydroxybutyrate,1.11,14658,-0.49 <= 3-Hydroxybutyrate < -0.02,0.0,0.0,2
Acetoacetate,C0000988,Acetoacetates,Acetoacetates. Salts and derivatives of acetoacetic acid.,0,0.86,0.0,0.0,0.0,0.0023,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.0,-0.0,2
Acetoacetate,C0220778,acetoacetate,acetoacetate. ,0,0.987,0.0,0.0,0.0,0.0023,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.0,-0.0,2
Acetoacetate,C0392886,Acetoacetate measurement,Acetoacetate measurement. The determination of the amount of acetoacetic acid present in a sample.,0,0.665,0.0,0.0,0.0,0.0023,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.0,-0.0,99
Other peripheral nerve disorders,C4721453,Peripheral Nervous System Diseases,"Peripheral Nervous System Diseases. Diseases of the peripheral nerves external to the brain and spinal cord, which includes diseases of the nerve roots, ganglia, plexi, autonomic nerves, sensory nerves, and motor nerves.",0,0.86,0.0,0.0,0.0,0.0023,0.0387,0.008,0.0004,Other peripheral nerve disorders,1.11,1588,-11.00 <= Other peripheral nerve disorders < -0.25,0.04,0.04,2
Concentration of IDL Particles,C0086045,Mental concentration,"Mental concentration. The act or process of concentrating, focusing the attention and mental energy on a single object to the exclusion of others.",0,0.152,0.0,0.0,0.0,0.0022,0.0,-0.033,0.0604,Concentration of IDL Particles,1.43,2252,-3.80 <= Concentration of IDL Particles < -2.40,0.01,0.09,2
hypertension,C0235222,Diastolic hypertension,Diastolic hypertension. Hypertension characterized diastolic blood pressure greater than 90 mmHg on two occasions.,0,0.469,0.0,1.0,0.3,0.0021,0.0,0.084,0.0034,"Non-cancer illness code, self-reported | Array 0__hypertension",1.36,29822,"Non-cancer illness code, self-reported | Array 0__hypertension >= 0.61",0.1,0.13,2
