feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
(AD) alzheimer's disease genetic risk,C1863052,"ALZHEIMER DISEASE, FAMILIAL, 1","ALZHEIMER DISEASE, FAMILIAL, 1. Alzheimer's disease caused by mutation(s) in the APP gene, encoding amyloid-beta A4 protein. The onset of this condition typically occurs before age 65.",0,0.763,0.0,0.0,0.0,0.0038,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,-0.01,-0.01,99
(AD) alzheimer's disease genetic risk,C1843013,"Alzheimer disease, familial, type 3","Alzheimer disease, familial, type 3. Alzheimer's disease with an early onset (starts before the age of 65). It is caused by mutations in the PSEN1 gene.",0,0.664,0.0,0.0,0.0,0.0038,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,-0.01,-0.01,2
(AD) alzheimer's disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.622,0.0,0.0,0.0,0.0038,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,-0.01,-0.01,2
Asthma,C0004096,Asthma,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.508,0.0,0.0,0.0,0.0036,0.0356,-0.005,0.0003,Asthma,1.14,1677,-2.60 <= Asthma < -0.08,0.01,0.01,2
Apolipoprotein B,C0003593,Apolipoproteins B,"Apolipoproteins B. Major structural proteins of triacylglycerol-rich LIPOPROTEINS. There are two forms, apolipoprotein B-100 and apolipoprotein B-48, both derived from a single gene. ApoB-100 expressed in the liver is found in low-density lipoproteins (LIPOPROTEINS, LDL; LIPOPROTEINS, VLDL). ApoB-48 expressed in the intestine is found in CHYLOMICRONS. They are important in the biosynthesis, transport, and metabolism of triacylglycerol-rich lipoproteins. Plasma Apo-B levels are high in atherosclerotic patients but non-detectable in ABETALIPOPROTEINEMIA.",0,0.794,0.0,0.0,0.0,0.0036,0.0,-0.038,0.1289,Apolipoprotein B,1.37,4622,Apolipoprotein B < -1.70,-0.07,-0.07,2
Apolipoprotein B,C1412471,APOB gene,APOB gene. This gene plays a role in lipid transport.,0,0.727,0.0,0.0,0.0,0.0036,0.0,-0.038,0.1289,Apolipoprotein B,1.37,4622,Apolipoprotein B < -1.70,-0.07,-0.07,2
Apolipoprotein B,C0003591,Apolipoproteins,Apolipoproteins. Protein components on the surface of LIPOPROTEINS. They form a layer surrounding the hydrophobic lipid core. There are several classes of apolipoproteins with each playing a different role in lipid transport and LIPID METABOLISM. These proteins are synthesized mainly in the LIVER and the INTESTINES.,0,0.713,0.0,0.0,0.0,0.0036,0.0,-0.038,0.1289,Apolipoprotein B,1.37,4622,Apolipoprotein B < -1.70,-0.07,-0.07,2
Apolipoprotein B to Apolipoprotein A1 ratio,C0003593,Apolipoproteins B,"Apolipoproteins B. Major structural proteins of triacylglycerol-rich LIPOPROTEINS. There are two forms, apolipoprotein B-100 and apolipoprotein B-48, both derived from a single gene. ApoB-100 expressed in the liver is found in low-density lipoproteins (LIPOPROTEINS, LDL; LIPOPROTEINS, VLDL). ApoB-48 expressed in the intestine is found in CHYLOMICRONS. They are important in the biosynthesis, transport, and metabolism of triacylglycerol-rich lipoproteins. Plasma Apo-B levels are high in atherosclerotic patients but non-detectable in ABETALIPOPROTEINEMIA.",0,0.692,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1412471,APOB gene,APOB gene. This gene plays a role in lipid transport.,0,0.641,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Apolipoprotein B to Apolipoprotein A1 ratio,C0003591,Apolipoproteins,Apolipoproteins. Protein components on the surface of LIPOPROTEINS. They form a layer surrounding the hydrophobic lipid core. There are several classes of apolipoproteins with each playing a different role in lipid transport and LIPID METABOLISM. These proteins are synthesized mainly in the LIVER and the INTESTINES.,0,0.587,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Apolipoprotein B to Apolipoprotein A1 ratio,C0085201,Apolipoprotein A-I,"Apolipoprotein A-I. The most abundant protein component of HIGH DENSITY LIPOPROTEINS or HDL. This protein serves as an acceptor for CHOLESTEROL released from cells thus promoting efflux of cholesterol to HDL then to the LIVER for excretion from the body (reverse cholesterol transport). It also acts as a cofactor for LECITHIN CHOLESTEROL ACYLTRANSFERASE that forms CHOLESTEROL ESTERS on the HDL particles. Mutations of this gene APOA1 cause HDL deficiency, such as in FAMILIAL ALPHA LIPOPROTEIN DEFICIENCY DISEASE and in some patients with TANGIER DISEASE.",0,0.632,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1412468,APOA1 gene,APOA1 gene. This gene is involved in cholesterol transport and metabolism.,0,0.595,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Apolipoprotein B to Apolipoprotein A1 ratio,C1677784,"APOA1 protein, human","APOA1 protein, human. Apolipoprotein A-I (267 aa, ~31 kDa) is encoded by the human APOA1 gene. This protein is involved in the transport and metabolism of cholesterol.",0,0.587,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,99
Apolipoprotein B to Apolipoprotein A1 ratio,C0456603,Ratio,Ratio. Quotient of quantities of the same kind for different components within the same system.,0,0.271,0.0,0.0,0.0,0.0033,0.0,-0.033,0.1361,Apolipoprotein B to Apolipoprotein A1 ratio,1.28,5102,-2.50 <= Apolipoprotein B to Apolipoprotein A1 ratio < -1.60,-0.12,-0.12,2
Acetoacetate,C0000988,Acetoacetates,Acetoacetates. Salts and derivatives of acetoacetic acid.,0,0.86,0.0,0.0,0.0,0.0032,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.06,-0.06,2
Acetoacetate,C0220778,acetoacetate,acetoacetate. ,0,0.987,0.0,0.0,0.0,0.0032,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.06,-0.06,2
Acetoacetate,C0392886,Acetoacetate measurement,Acetoacetate measurement. The determination of the amount of acetoacetic acid present in a sample.,0,0.665,0.0,0.0,0.0,0.0032,0.0,0.034,0.1366,Acetoacetate,1.24,9070,Acetoacetate >= 0.62,-0.06,-0.06,99
Concentration of Very Large VLDL Particles,C0023825,Very low density lipoprotein,"Very low density lipoprotein. A class of lipoproteins of very light (0.93-1.006 g/ml) large size (30-80 nm) particles with a core composed mainly of TRIGLYCERIDES and a surface monolayer of PHOSPHOLIPIDS and CHOLESTEROL into which are imbedded the apolipoproteins B, E, and C. VLDL facilitates the transport of endogenously made triglycerides to extrahepatic tissues. As triglycerides and Apo C are removed, VLDL is converted to INTERMEDIATE-DENSITY LIPOPROTEINS, then to LOW-DENSITY LIPOPROTEINS from which cholesterol is delivered to the extrahepatic tissues.",0,0.631,0.0,1.0,0.5,0.0032,0.0,0.029,0.0705,Concentration of Very Large VLDL Particles,1.4,2817,2.10 <= Concentration of Very Large VLDL Particles < 5.40,-0.06,-0.06,2
"dietary changes in the last 5 years Yes, because of other reasons",C0392747,Changing,Changing. The act of alteration or modification; changed or altered in form or character.,0,0.283,0.0,0.0,0.0,0.003,0.0065,-0.009,0.0,"Major dietary changes in the last 5 years_Yes, because of other reasons",1.02,67117,"Major dietary changes in the last 5 years_Yes, because of other reasons < 0.50",0.11,0.11,99
"dietary changes in the last 5 years Yes, because of other reasons",C0443172,Changed status,Changed status. ,0,0.271,0.0,0.0,0.0,0.003,0.0065,-0.009,0.0,"Major dietary changes in the last 5 years_Yes, because of other reasons",1.02,67117,"Major dietary changes in the last 5 years_Yes, because of other reasons < 0.50",0.11,0.11,99
Angina pectoris,C0002962,Angina Pectoris,"Angina Pectoris. The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION.",0,0.784,0.0,0.0,0.0,0.0029,0.0441,-0.003,0.0011,Angina pectoris,1.54,1582,Angina pectoris < -3.20,0.18,0.18,2
Hypercholesterolemia,C0020443,Hypercholesterolemia,Hypercholesterolemia. A condition with abnormally high levels of CHOLESTEROL in the blood. It is defined as a cholesterol value exceeding the 95th percentile for the population.,0,0.897,0.0,0.0,0.0,0.0028,0.0,-0.008,0.0011,Hypercholesterolemia,1.58,2708,-5.60 <= Hypercholesterolemia < -2.00,-0.03,-0.03,2
Hypercholesterolemia,C1522133,Hypercholesterolemia result,Hypercholesterolemia result. A laboratory test result indicating an increased amount of cholesterol in the blood.,0,0.893,0.0,0.0,0.0,0.0028,0.0,-0.008,0.0011,Hypercholesterolemia,1.58,2708,-5.60 <= Hypercholesterolemia < -2.00,-0.03,-0.03,2
Sleep - Overall average,C0037313,Sleep,"Sleep. A readily reversible suspension of sensorimotor interaction with the environment, usually associated with recumbency and immobility.",0,0.635,0.0,0.0,0.0,0.0027,0.5912,0.009,0.0357,Sleep - Overall average,1.02,80971,-0.12 <= Sleep - Overall average < 2.60,-0.0,-0.0,2
Sleep - Overall average,C0723362,Sleep brand of diphenhydramine hydrochloride,Sleep brand of diphenhydramine hydrochloride. ,0,0.35,0.0,0.0,0.0,0.0027,0.5912,0.009,0.0357,Sleep - Overall average,1.02,80971,-0.12 <= Sleep - Overall average < 2.60,-0.0,-0.0,99
Sleep - Overall average,C0037322,"Sleep, REM","Sleep, REM. A stage of sleep characterized by rapid movements of the eye and low voltage fast pattern EEG. It is usually associated with dreaming.",0,0.542,0.0,0.0,0.0,0.0027,0.5912,0.009,0.0357,Sleep - Overall average,1.02,80971,-0.12 <= Sleep - Overall average < 2.60,-0.0,-0.0,2
Vascular/heart problems diagnosed by doctor High blood pressure,C0020538,Hypertensive disease,"Hypertensive disease. Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",0,0.582,0.0,0.0,0.0,0.0027,0.0,0.082,0.0032,Vascular/heart problems diagnosed by doctor_High blood pressure,1.34,30845,Vascular/heart problems diagnosed by doctor_High blood pressure >= 0.50,0.02,0.02,2
Hemorrhage or hematoma complicating a procedure,C0019080,Hemorrhage,Hemorrhage. Bleeding or escape of blood from a vessel.,0,0.464,0.0,1.0,0.2,0.0025,0.0031,-0.004,0.0002,Hemorrhage or hematoma complicating a procedure,1.24,938,0.28 <= Hemorrhage or hematoma complicating a procedure < 9.30,0.06,0.06,2
Hemorrhage or hematoma complicating a procedure,C0029163,Oral Hemorrhage,"Oral Hemorrhage. Bleeding from the blood vessels of the mouth, which may occur as a result of injuries to the mouth, accidents in oral surgery, or diseases of the gums.",0,0.325,0.0,1.0,0.2,0.0025,0.0031,-0.004,0.0002,Hemorrhage or hematoma complicating a procedure,1.24,938,0.28 <= Hemorrhage or hematoma complicating a procedure < 9.30,0.06,0.06,2
Hemorrhage or hematoma complicating a procedure,C0426747,Bleeding from anus,Bleeding from anus. Bleeding originating from the anal area.,0,0.419,0.0,1.0,0.2,0.0025,0.0031,-0.004,0.0002,Hemorrhage or hematoma complicating a procedure,1.24,938,0.28 <= Hemorrhage or hematoma complicating a procedure < 9.30,0.06,0.06,2
Hemorrhage or hematoma complicating a procedure,C0018944,Hematoma,"Hematoma. A collection of blood outside the BLOOD VESSELS. Hematoma can be localized in an organ, space, or tissue.",0,0.568,0.0,1.0,0.2,0.0025,0.0031,-0.004,0.0002,Hemorrhage or hematoma complicating a procedure,1.24,938,0.28 <= Hemorrhage or hematoma complicating a procedure < 9.30,0.06,0.06,2
Hemorrhage or hematoma complicating a procedure,C1522701,Complicating,Complicating. Making more complex or intricate.,0,0.17,0.0,1.0,0.2,0.0025,0.0031,-0.004,0.0002,Hemorrhage or hematoma complicating a procedure,1.24,938,0.28 <= Hemorrhage or hematoma complicating a procedure < 9.30,0.06,0.06,99
Concentration of IDL Particles,C0086045,Mental concentration,"Mental concentration. The act or process of concentrating, focusing the attention and mental energy on a single object to the exclusion of others.",0,0.152,0.0,0.0,0.0,0.0025,0.0,-0.033,0.0604,Concentration of IDL Particles,1.43,2252,-3.80 <= Concentration of IDL Particles < -2.40,0.04,0.04,2
Other peripheral nerve disorders,C4721453,Peripheral Nervous System Diseases,"Peripheral Nervous System Diseases. Diseases of the peripheral nerves external to the brain and spinal cord, which includes diseases of the nerve roots, ganglia, plexi, autonomic nerves, sensory nerves, and motor nerves.",0,0.86,0.0,0.0,0.0,0.0024,0.0387,0.008,0.0004,Other peripheral nerve disorders,1.11,1588,-11.00 <= Other peripheral nerve disorders < -0.25,-0.01,-0.01,2
Benign neoplasm of colon,C0086692,Benign Neoplasm,"Benign Neoplasm. A neoplasm which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and do not metastasize to other anatomic sites.",0,0.469,0.0,0.0,0.0,0.0023,0.7802,0.003,0.0007,Benign neoplasm of colon,1.2,3282,-8.00 <= Benign neoplasm of colon < -0.15,0.24,0.24,2
Benign neoplasm of colon,C0347197,Benign neoplasm of oral cavity,"Benign neoplasm of oral cavity. A non-metastasizing neoplasm arising from the oral cavity. Representative examples include hemangioma, tongue lipoma, and buccal mucosa papilloma.",0,0.463,0.0,0.0,0.0,0.0023,0.7802,0.003,0.0007,Benign neoplasm of colon,1.2,3282,-8.00 <= Benign neoplasm of colon < -0.15,0.24,0.24,2
Benign neoplasm of colon,C0347276,Benign neoplasm of anus,Benign neoplasm of anus. A non-metastasizing neoplasm arising from the anus. Representative examples include squamous papilloma and papillary hidradenoma.,0,0.638,0.0,0.0,0.0,0.0023,0.7802,0.003,0.0007,Benign neoplasm of colon,1.2,3282,-8.00 <= Benign neoplasm of colon < -0.15,0.24,0.24,99
Benign neoplasm of colon,C0009368,Colon structure (body structure),Colon structure (body structure). The segment of LARGE INTESTINE between the CECUM and the RECTUM. It includes the ASCENDING COLON; the TRANSVERSE COLON; the DESCENDING COLON; and the SIGMOID COLON.,0,0.542,0.0,0.0,0.0,0.0023,0.7802,0.003,0.0007,Benign neoplasm of colon,1.2,3282,-8.00 <= Benign neoplasm of colon < -0.15,0.24,0.24,2
Benign neoplasm of colon,C2684091,"TUBE,COLON,22FR,RADIOPAQUE RUBBER B#7370","TUBE,COLON,22FR,RADIOPAQUE RUBBER B#7370. ",0,0.32,0.0,0.0,0.0,0.0023,0.7802,0.003,0.0007,Benign neoplasm of colon,1.2,3282,-8.00 <= Benign neoplasm of colon < -0.15,0.24,0.24,99
Cholesterol in Chylomicrons and Extremely Large VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.556,0.0,0.0,0.0,0.0022,0.0,0.028,0.0698,Cholesterol in Chylomicrons and Extremely Large VLDL,1.33,2792,2.00 <= Cholesterol in Chylomicrons and Extremely Large VLDL < 4.90,-0.05,-0.05,2
Cholesterol in Chylomicrons and Extremely Large VLDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.585,0.0,0.0,0.0,0.0022,0.0,0.028,0.0698,Cholesterol in Chylomicrons and Extremely Large VLDL,1.33,2792,2.00 <= Cholesterol in Chylomicrons and Extremely Large VLDL < 4.90,-0.05,-0.05,2
Cholesterol in Chylomicrons and Extremely Large VLDL,C0008731,Chylomicrons,Chylomicrons. A class of lipoproteins that carry dietary CHOLESTEROL and TRIGLYCERIDES from the SMALL INTESTINE to the tissues. Their density (0.93-1.006 g/ml) is the same as that of VERY-LOW-DENSITY LIPOPROTEINS.,0,0.623,0.0,0.0,0.0,0.0022,0.0,0.028,0.0698,Cholesterol in Chylomicrons and Extremely Large VLDL,1.33,2792,2.00 <= Cholesterol in Chylomicrons and Extremely Large VLDL < 4.90,-0.05,-0.05,2
Cholesterol in Chylomicrons and Extremely Large VLDL,C1325761,chylomicron location,"chylomicron location. A large lipoprotein particle (diameter 75-1200 nm) composed of a central core of triglycerides and cholesterol surrounded by a protein-phospholipid coating. The proteins include one molecule of apolipoprotein B-48 and may include a variety of apolipoproteins, including APOAs, APOCs and APOE. Chylomicrons are found in blood or lymph and carry lipids from the intestines into other body tissues. [GOC:jl, GOC:rl, PMID:10580165]",0,0.56,0.0,0.0,0.0,0.0022,0.0,0.028,0.0698,Cholesterol in Chylomicrons and Extremely Large VLDL,1.33,2792,2.00 <= Cholesterol in Chylomicrons and Extremely Large VLDL < 4.90,-0.05,-0.05,99
Cholesterol in Chylomicrons and Extremely Large VLDL,C0023825,Very low density lipoprotein,"Very low density lipoprotein. A class of lipoproteins of very light (0.93-1.006 g/ml) large size (30-80 nm) particles with a core composed mainly of TRIGLYCERIDES and a surface monolayer of PHOSPHOLIPIDS and CHOLESTEROL into which are imbedded the apolipoproteins B, E, and C. VLDL facilitates the transport of endogenously made triglycerides to extrahepatic tissues. As triglycerides and Apo C are removed, VLDL is converted to INTERMEDIATE-DENSITY LIPOPROTEINS, then to LOW-DENSITY LIPOPROTEINS from which cholesterol is delivered to the extrahepatic tissues.",0,0.729,0.0,0.0,0.0,0.0022,0.0,0.028,0.0698,Cholesterol in Chylomicrons and Extremely Large VLDL,1.33,2792,2.00 <= Cholesterol in Chylomicrons and Extremely Large VLDL < 4.90,-0.05,-0.05,2
Cholesterol in Very Large HDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.593,0.0,0.0,0.0,0.0021,0.0,-0.043,0.0699,Cholesterol in Very Large HDL,1.97,1192,-4.10 <= Cholesterol in Very Large HDL < -2.50,-0.0,-0.0,2
Cholesterol in Very Large HDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.549,0.0,0.0,0.0,0.0021,0.0,-0.043,0.0699,Cholesterol in Very Large HDL,1.97,1192,-4.10 <= Cholesterol in Very Large HDL < -2.50,-0.0,-0.0,2
Septicemia,C0036690,Septicemia,Septicemia. Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.,0,0.826,0.0,0.0,0.0,0.0021,0.0044,-0.008,0.0001,Septicemia,1.0,90187,-5.10 <= Septicemia < 0.10,-0.13,-0.13,2
Septicemia,C0243026,Sepsis,"Sepsis. Systemic inflammatory response syndrome with a proven or suspected infectious etiology. When sepsis is associated with organ dysfunction distant from the site of infection, it is called severe sepsis. When sepsis is accompanied by HYPOTENSION despite adequate fluid infusion, it is called SEPTIC SHOCK.",0,0.707,0.0,0.0,0.0,0.0021,0.0044,-0.008,0.0001,Septicemia,1.0,90187,-5.10 <= Septicemia < 0.10,-0.13,-0.13,2
Acetate,C0000975,acetate,"acetate. Salt or ester form of acetic acid. Acetate is the most common building block for biosynthesis, such as fatty acids.",0,0.788,0.0,0.0,0.0,0.0021,0.0,-0.004,0.1028,Acetate,1.0,86320,Acetate < 0.15,-0.03,-0.03,2
Other tests,C0022885,Laboratory Procedures,"Laboratory Procedures. Any procedure that involves testing or manipulating a sample of blood, urine, or other body substance in a laboratory setting.",0,0.613,0.0,0.0,0.0,0.002,0.0115,-0.012,0.0004,Other tests,1.01,88080,-2.40 <= Other tests < 0.10,-0.03,-0.03,2
Other tests,C0683443,tests and testing,tests and testing. ,0,0.78,0.0,0.0,0.0,0.002,0.0115,-0.012,0.0004,Other tests,1.01,88080,-2.40 <= Other tests < 0.10,-0.03,-0.03,2
Other serious medical condition/disability diagnosed by doctor Yes - you will be asked about this later by an interviewer,C0021821,Interviewers,Interviewers. The person who manages an interview and asks the questions.,0,0.228,0.0,0.0,0.0,0.0019,0.0,0.057,0.0016,Other serious medical condition/disability diagnosed by doctor_Yes - you will be asked about this later by an interviewer,1.3,22954,Other serious medical condition/disability diagnosed by doctor_Yes - you will be asked about this later by an interviewer >= 0.50,-0.02,-0.02,2
Diaphragmatic hernia,C0019284,Diaphragmatic Hernia,Diaphragmatic Hernia. Protrusion of abdominal structures into the THORAX as a result of congenital or traumatic defects in the respiratory DIAPHRAGM.,0,0.889,0.0,0.0,0.0,0.0018,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.21,0.26,2
Diaphragmatic hernia,C0235833,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia. Diaphragmatic hernia that is present at birth.,0,0.825,0.0,0.0,0.0,0.0018,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.21,0.26,2
Diaphragmatic hernia,C1840643,DIAPHRAGMATIC HERNIA 1,DIAPHRAGMATIC HERNIA 1. ,0,0.912,0.0,0.0,0.0,0.0018,0.3485,0.002,0.0001,Diaphragmatic hernia,1.13,2977,-4.40 <= Diaphragmatic hernia < -0.05,0.21,0.26,99
Coronary atherosclerosis,C0010054,Coronary Arteriosclerosis,"Coronary Arteriosclerosis. Thickening and loss of elasticity of the CORONARY ARTERIES, leading to progressive arterial insufficiency (CORONARY DISEASE).",0,0.834,0.0,0.0,0.0,0.0017,0.0124,-0.005,0.0014,Coronary atherosclerosis,1.55,2721,-4.90 <= Coronary atherosclerosis < -0.93,0.08,0.11,2
Other mental disorder,C0004936,Mental disorders,"Mental disorders. Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",0,0.636,0.0,0.0,0.0,0.0017,0.3083,-0.0,0.0003,Other mental disorder,1.26,1240,-3.30 <= Other mental disorder < -2.20,-0.01,-0.01,2
Other mental disorder,C0033975,Psychotic Disorders,"Psychotic Disorders. Disorders in which there is a loss of ego boundaries or a gross impairment in reality testing with delusions or prominent hallucinations. (From DSM-IV, 1994)",0,0.491,0.0,0.0,0.0,0.0017,0.3083,-0.0,0.0003,Other mental disorder,1.26,1240,-3.30 <= Other mental disorder < -2.20,-0.01,-0.01,2
M79.66 - Pain in limb (Lower leg),C0030193,Pain,Pain. An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.,0,0.307,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,2
M79.66 - Pain in limb (Lower leg),C1549543,Administration Method - Pain,Administration Method - Pain. ,0,0.194,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,99
M79.66 - Pain in limb (Lower leg),C0015385,Limb structure,"Limb structure. The farthest or outermost projections of the body, such as the HAND and FOOT.",0,0.304,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,2
M79.66 - Pain in limb (Lower leg),C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.417,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,2
M79.66 - Pain in limb (Lower leg),C4299093,Lower extremity>Lower leg,Lower extremity>Lower leg. ,0,0.414,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,99
Alanine,C0001898,alanine,"alanine. A non-essential amino acid that occurs in high levels in its free state in plasma. It is produced from pyruvate by transamination. It is involved in sugar and acid metabolism, increases IMMUNITY, and provides energy for muscle tissue, BRAIN, and the CENTRAL NERVOUS SYSTEM.",0,0.775,0.0,0.0,0.0,0.0016,0.0,0.025,0.1066,Alanine,1.4,1058,Alanine >= 3.10,-0.15,-0.15,2
Z87.4 - Personal history of diseases of the genito-urinary system,C0262926,Medical History,"Medical History. A record of a patient's background regarding health and the occurrence of disease events of the individual. In addition, personal medical history may be a variable in epidemiologic studies.",0,0.242,0.0,0.0,0.0,0.0016,0.7627,0.003,0.0002,Z87.4 - Personal history of diseases of the genito-urinary system,0.99,89488,-2.00 <= Z87.4 - Personal history of diseases of the genito-urinary system < 0.02,0.02,0.02,2
Z87.4 - Personal history of diseases of the genito-urinary system,C0424945,Social and personal history,Social and personal history. ,0,0.173,0.0,0.0,0.0,0.0016,0.7627,0.003,0.0002,Z87.4 - Personal history of diseases of the genito-urinary system,0.99,89488,-2.00 <= Z87.4 - Personal history of diseases of the genito-urinary system < 0.02,0.02,0.02,99
Z87.4 - Personal history of diseases of the genito-urinary system,C0042066,Genitourinary system,"Genitourinary system. All the organs involved in reproduction and the formation and release of URINE. It includes the kidneys, ureters, BLADDER; URETHRA, and the organs of reproduction - ovaries, UTERUS; FALLOPIAN TUBES; VAGINA; and CLITORIS in women and the testes; SEMINAL VESICLES; PROSTATE; seminal ducts; and PENIS in men.",0,0.47,0.0,0.0,0.0,0.0016,0.7627,0.003,0.0002,Z87.4 - Personal history of diseases of the genito-urinary system,0.99,89488,-2.00 <= Z87.4 - Personal history of diseases of the genito-urinary system < 0.02,0.02,0.02,2
Circulatory disease NEC,C0135615,Proprotein Convertase 1,Proprotein Convertase 1. A CALCIUM-dependent endopeptidase that has specificity for cleavage at ARGININE that is near paired basic residues. It cleaves a variety of prohormones including PRO-OPIOMELANOCORTIN; PRORENIN; proenkephalins; prodynorphin; prosomatostatin; and PROINSULIN.,0,0.161,0.0,0.0,0.0,0.0015,0.039,-0.002,0.0007,Circulatory disease NEC,1.39,1979,-4.80 <= Circulatory disease NEC < -0.20,0.03,0.03,2
