Query,name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,feature_level_sum_kg_hits,sim_score,KG_Hits,cui,Target,Query Count,Target Count,Co-occurrence Count,Cooccurrence P-Value,MI,min_feat_kgHit,feature_level_sum_cooc_hits
"Non-cancer illness code, self-reported | Array 4 gout","Non-cancer illness code, self-reported | Array 4 gout",0.01,0.0,0.113,0.113,1,0.003,"Non-cancer illness code, self-reported | Array 4__gout",0.98,91252,97.58,"Non-cancer illness code, self-reported | Array 4__gout < 0.50","Non-cancer illness code, self-reported | Array 4 gout",0,0.0,0,,Gout,26,23360,24,1.0,10.514,0,1
"Non-cancer illness code, self-reported | Array 4 osteoarthritis","Non-cancer illness code, self-reported | Array 4 osteoarthritis",0.0,0.0,0.025,0.025,1,0.0,"Non-cancer illness code, self-reported | Array 4__osteoarthritis",0.99,90845,98.5,"Non-cancer illness code, self-reported | Array 4__osteoarthritis < 0.50","Non-cancer illness code, self-reported | Array 4 osteoarthritis",0,0.0,0,,Gout,208,23360,1,0.992,2.929,0,0
"Non-cancer illness code, self-reported | Array 5 gout","Non-cancer illness code, self-reported | Array 5 gout",0.003,0.0,0.08,0.08,1,0.002,"Non-cancer illness code, self-reported | Array 5__gout",0.99,91417,98.77,"Non-cancer illness code, self-reported | Array 5__gout < 0.50","Non-cancer illness code, self-reported | Array 5 gout",0,0.0,0,,Gout,25,23360,23,1.0,10.509,0,1
"Non-cancer illness code, self-reported | Array 6 gout","Non-cancer illness code, self-reported | Array 6 gout",0.001,0.0,0.058,0.058,1,0.001,"Non-cancer illness code, self-reported | Array 6__gout",0.99,91508,99.39,"Non-cancer illness code, self-reported | Array 6__gout < 0.50","Non-cancer illness code, self-reported | Array 6 gout",0,0.0,0,,Gout,36,23360,34,1.0,10.547,0,1
Noninfectious gastroenteritis,Noninfectious gastroenteritis,0.002,0.669,0.003,0.003,1,0.0,Noninfectious gastroenteritis,1.23,1370,1.83,-11.00 <= Noninfectious gastroenteritis < -1.60,Noninfectious gastroenteritis,0,0.0,0,,Gout,365,23360,0,0.794,0.0,0,0
"Other diseases of respiratory system, NEC","Other diseases of respiratory system, NEC",0.0,0.006,-0.006,-0.006,1,0.0,"Other diseases of respiratory system, NEC",1.01,1693,1.87,"Other diseases of respiratory system, NEC >= 2.10","Other diseases of respiratory system, NEC",0,0.0,0,,Gout,35,23360,0,0.978,0.0,0,0
Other tests,Other tests,0.002,0.012,-0.012,-0.012,1,0.0,Other tests,1.01,88080,97.05,-2.40 <= Other tests < 0.10,Other tests,0,0.0,0,,Gout,636209,23360,369,0.051,-0.122,0,1
Overall health rating_Excellent,Overall health rating_Excellent,0.002,0.0,-0.046,-0.046,1,0.001,Overall health rating_Excellent,1.05,81543,93.35,Overall health rating_Excellent < 0.50,Overall health rating_Excellent,0,0.0,0,,Gout,6069,23360,6,0.906,0.647,0,1
Overall health rating_Fair,Overall health rating_Fair,0.001,0.0,0.05,0.05,1,0.001,Overall health rating_Fair,1.24,25623,34.72,Overall health rating_Fair >= 0.50,Overall health rating_Fair,0,0.0,0,,Gout,3361,23360,0,0.12,0.0,0,0
Overall health rating_Poor,Overall health rating_Poor,0.005,0.0,0.056,0.056,1,0.001,Overall health rating_Poor,1.6,6756,11.8,Overall health rating_Poor >= 0.50,Overall health rating_Poor,0,0.0,0,,Gout,15987,23360,5,0.064,-1.013,0,1
Pleurisy; pleural effusion,Pleurisy; pleural effusion,0.001,0.203,0.0,0.0,1,0.0,Pleurisy; pleural effusion,1.05,1461,1.67,Pleurisy; pleural effusion >= 1.10,Pleurisy; pleural effusion,0,0.0,0,,Gout,2240,23360,0,0.243,0.0,0,0
Pneumococcal pneumonia,Pneumococcal pneumonia,0.002,0.1,-0.004,-0.004,1,0.0,Pneumococcal pneumonia,1.0,90494,98.44,-4.70 <= Pneumococcal pneumonia < 5.00,Pneumococcal pneumonia,0,0.0,0,,Gout,10528,23360,3,0.102,-1.148,0,1
Pulse wave reflection index,Pulse wave reflection index,0.006,0.661,-0.001,-0.001,1,0.001,Pulse wave reflection index,1.07,4830,5.64,-2.20 <= Pulse wave reflection index < -0.67,Pulse wave reflection index,0,0.0,0,,Gout,1707,23360,2,0.905,0.892,0,1
"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching","Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.0,0.0,-0.012,-0.012,1,0.0,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,90185,98.9,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50","Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0,0.0,0,,Gout,327344,23360,101,0.0,-1.033,0,1
"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching","Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.0,0.0,-0.016,-0.016,1,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.01,86702,95.77,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50","Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0,0.0,0,,Gout,1004967,23360,386,0.0,-0.717,0,1
Qualifications_None,Qualifications_None,0.003,0.005,0.009,0.009,1,0.0,Qualifications_None,1.27,986,1.36,Qualifications_None >= 0.50,Qualifications_None,0,0.0,0,,Gout,744,23360,2,0.988,2.09,0,1
Qualifications_None of the above,Qualifications_None of the above,0.022,0.0,0.032,0.032,1,0.0,Qualifications_None of the above,1.17,21451,27.46,Qualifications_None of the above >= 0.50,Qualifications_None of the above,0,0.0,0,,Gout,26,23360,0,0.984,0.0,0,0
Qualifications_NVQ or HND or HNC or equivalent,Qualifications_NVQ or HND or HNC or equivalent,0.0,0.003,0.01,0.01,1,0.0,Qualifications_NVQ or HND or HNC or equivalent,1.1,7423,8.92,Qualifications_NVQ or HND or HNC or equivalent >= 0.50,Qualifications_NVQ or HND or HNC or equivalent,0,0.0,0,,Gout,333754,23360,103,0.0,-1.033,0,1
"Qualifications_O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching","Qualifications_O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.0,0.15,-0.005,-0.005,1,0.0,"Qualifications_O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,89066,97.48,"Qualifications_O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50","Qualifications_O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",0,0.0,0,,Gout,327366,23360,101,0.0,-1.033,0,1
Secondary malignancy of lymph nodes,Secondary malignancy of lymph nodes,0.003,0.013,-0.007,-0.007,1,0.001,Secondary malignancy of lymph nodes,1.01,90047,99.3,-0.31 <= Secondary malignancy of lymph nodes < 0.12,Secondary malignancy of lymph nodes,0,0.0,0,,Gout,106694,23360,1,0.0,-6.074,0,0
Septicemia,Septicemia,0.002,0.004,-0.008,-0.008,1,0.0,Septicemia,1.0,90187,98.46,-5.10 <= Septicemia < 0.10,Septicemia,0,0.0,0,,Gout,233356,23360,133,0.125,-0.148,0,1
SHBG,SHBG,0.009,0.0,-0.071,-0.058,1,0.051,SHBG,1.68,2712,4.98,SHBG < -1.40,SHBG,0,0.0,0,,Gout,10111,23360,4,0.237,-0.674,0,1
Shortness of breath,Shortness of breath,0.001,0.497,0.007,0.007,1,0.0,Shortness of breath,1.19,946,1.23,2.10 <= Shortness of breath < 7.40,Shortness of breath,0,0.0,0,,Gout,75187,23360,37,0.07,-0.359,0,1
Sleep - Overall average,Sleep - Overall average,0.002,0.591,0.009,0.008,1,0.036,Sleep - Overall average,1.02,80971,89.88,-0.12 <= Sleep - Overall average < 2.60,Sleep - Overall average,0,0.0,0,,Gout,16183,23360,4,0.025,-1.353,0,1
Standing height,Standing height,0.048,0.0,0.013,0.011,1,0.002,Standing height,1.05,33964,38.97,0.24 <= Standing height < 1.50,Standing height,0,0.0,0,,Gout,6065,23360,0,0.022,0.0,0,0
Syncope and collapse,Syncope and collapse,0.001,0.026,-0.003,-0.003,1,0.0,Syncope and collapse,1.37,988,1.47,-5.90 <= Syncope and collapse < -0.17,Syncope and collapse,0,0.0,0,,Gout,25029,23360,5,0.002,-1.66,0,1
(T2D) type 2 diabetes genetic risk,(T2D) type 2 diabetes genetic risk,0.007,0.0,0.02,0.016,1,0.307,(T2D) type 2 diabetes genetic risk,1.11,10538,12.8,(T2D) type 2 diabetes genetic risk >= 1.20,(T2D) type 2 diabetes genetic risk,0,0.0,0,,Gout,2719,23360,5,0.992,1.542,0,1
Testosterone,Testosterone,0.013,0.264,-0.016,-0.013,1,0.091,Testosterone,1.41,7043,10.86,-1.40 <= Testosterone < -0.47,Testosterone,0,0.0,0,,Gout,115240,23360,40,0.0,-0.863,0,1
Tobacco use disorder,Tobacco use disorder,0.001,0.22,-0.004,-0.004,1,0.0,Tobacco use disorder,1.25,1364,1.87,-6.60 <= Tobacco use disorder < -2.00,Tobacco use disorder,0,0.0,0,,Gout,16391,23360,5,0.055,-1.049,0,1
Type 1 diabetes,Type 1 diabetes,0.0,0.003,0.006,0.006,1,0.0,Type 1 diabetes,1.0,90689,98.73,-0.06 <= Type 1 diabetes < 6.30,Type 1 diabetes,0,0.0,0,,Gout,104803,23360,49,0.017,-0.433,0,1
Ulcerative colitis,Ulcerative colitis,0.001,0.179,-0.005,-0.005,1,0.0,Ulcerative colitis,1.0,91152,99.36,Ulcerative colitis >= -0.18,Ulcerative colitis,0,0.0,0,,Gout,62401,23360,37,0.39,-0.091,0,1
Umbilical hernia,Umbilical hernia,0.001,0.007,-0.005,-0.005,1,0.0,Umbilical hernia,1.0,89838,97.61,-1.20 <= Umbilical hernia < 0.56,Umbilical hernia,0,0.0,0,,Gout,6026,23360,0,0.022,0.0,0,0
(VTE) venous thromboembolic disease genetic risk,(VTE) venous thromboembolic disease genetic risk,0.003,0.762,0.001,0.001,1,0.308,(VTE) venous thromboembolic disease genetic risk,1.0,91418,99.89,(VTE) venous thromboembolic disease genetic risk < 3.60,(VTE) venous thromboembolic disease genetic risk,0,0.0,0,,Gout,1205,23360,1,0.823,0.394,0,0
W19.9 - Unspecified place,W19.9 - Unspecified place,0.001,0.461,-0.002,-0.002,1,0.0,W19.9 - Unspecified place,1.0,90852,99.01,-7.00 <= W19.9 - Unspecified place < 0.04,W19.9 - Unspecified place,0,0.0,0,,Gout,278,23360,0,0.839,0.0,0,0
Weight (p21002),Weight (p21002),0.13,0.0,0.044,0.036,1,0.007,Weight (p21002),1.29,9277,13.05,1.20 <= Weight (p21002) < 3.80,Weight (p21002),0,0.0,0,,Gout,1973817,23360,0,0.0,0.0,0,0
Y83.6 - Removal of other organ (partial) (total),Y83.6 - Removal of other organ (partial) (total),0.0,0.069,-0.006,-0.006,1,0.0,Y83.6 - Removal of other organ (partial) (total),1.0,90691,98.89,-6.50 <= Y83.6 - Removal of other organ (partial) (total) < 3.20,Y83.6 - Removal of other organ (partial) (total),0,0.0,0,,Gout,99,23360,0,0.939,0.0,0,0
Y83.8 - Other surgical procedures,Y83.8 - Other surgical procedures,0.001,0.04,0.008,0.008,1,0.0,Y83.8 - Other surgical procedures,0.99,89841,97.42,-2.00 <= Y83.8 - Other surgical procedures < 0.00,Y83.8 - Other surgical procedures,0,0.0,0,,Gout,403214,23360,161,0.0,-0.661,0,1
Z53.8 - Procedure not carried out for other reasons,Z53.8 - Procedure not carried out for other reasons,0.008,0.148,-0.006,-0.006,1,0.0,Z53.8 - Procedure not carried out for other reasons,1.47,1325,2.13,-5.30 <= Z53.8 - Procedure not carried out for other reasons < -0.68,Z53.8 - Procedure not carried out for other reasons,0,0.0,0,,Gout,10976058,23360,6410,0.0,-0.112,0,1
Z87.3 - Personal history of diseases of the musculoskeletal system and connective tissue,Z87.3 - Personal history of diseases of the musculoskeletal system and connective tissue,0.002,0.01,0.01,0.01,1,0.0,Z87.3 - Personal history of diseases of the musculoskeletal system and connective tissue,1.0,90836,98.77,-0.03 <= Z87.3 - Personal history of diseases of the musculoskeletal system and connective tissue < 1.10,Z87.3 - Personal history of diseases of the musculoskeletal system and connective tissue,0,0.0,0,,Gout,1450,23360,7,1.0,2.935,0,1
Z96.6 - Presence of orthopaedic joint implants,Z96.6 - Presence of orthopaedic joint implants,0.001,0.001,-0.007,-0.007,1,0.0,Z96.6 - Presence of orthopaedic joint implants,1.33,1458,2.12,-6.30 <= Z96.6 - Presence of orthopaedic joint implants < -0.35,Z96.6 - Presence of orthopaedic joint implants,0,0.0,0,,Gout,1189,23360,2,0.959,1.414,0,1
