feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Urinary incontinence,C0150045,Urge Incontinence,Urge Incontinence. Involuntary discharge of URINE that is associated with an abrupt and strong desire to void. It is usually related to the involuntary contractions of the detrusor muscle of the bladder (detrusor hyperreflexia or detrusor instability).,0,0.834,0.0,0.0,0.0,0.0007,0.7593,-0.001,0.0,Urinary incontinence,0.13,0.13,2,15,0.15
Abnormality of gait,C1704258,Abnormality,Abnormality. A condition that differs from the usual physical or mental state.,0,0.45,0.0,0.0,0.0,0.0002,0.7521,0.002,0.0,Abnormality of gait,0.09,0.09,2,140,0.49
Abnormality of gait,C1517478,Gene Abnormality,Gene Abnormality. A variation in or modification of the nucleic acid sequence of a gene that can alter its expression and may result in either a congenital disorder or the clinical presentation of a disease.,0,0.299,0.0,0.0,0.0,0.0002,0.7521,0.002,0.0,Abnormality of gait,0.09,0.09,2,194,4.73
Candidiasis,C0006840,Candidiasis,"Candidiasis. Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)",0,0.775,0.0,0.0,0.0,0.0,0.7485,0.001,0.0,Candidiasis,0.03,0.03,2,36,0.05
Candidiasis,C0006849,Oral candidiasis,"Oral candidiasis. Infection of the mucous membranes of the mouth by a fungus of the genus CANDIDA. (Dorland, 27th ed)",0,0.649,0.0,0.0,0.0,0.0,0.7485,0.001,0.0,Candidiasis,0.03,0.03,2,104,0.46
Respiratory insufficiency,C0035229,Respiratory Insufficiency,"Respiratory Insufficiency. Failure to adequately provide oxygen to cells of the body and to remove excess carbon dioxide from them. (Stedman, 25th ed)",0,0.663,0.0,0.0,0.0,0.0002,0.7248,0.001,0.0004,Respiratory insufficiency,0.14,0.16,2,57,0.19
Respiratory insufficiency,C1145670,Respiratory Failure,"Respiratory Failure. The significant impairment of gas exchange within the lungs resulting in hypoxia, hypercarbia, or both, to the extent that organ tissue perfusion is severely compromised. Causes include chronic obstructive pulmonary disease, asthma, emphysema, acute respiratory distress syndrome, pneumonia, pulmonary edema, pneumothorax, and congestive heart failure. Treatment requires intubation and mechanical ventilation until the time the lungs recover sufficient function.",0,0.725,0.0,0.0,0.0,0.0002,0.7248,0.001,0.0004,Respiratory insufficiency,0.14,0.16,2,186,0.17
Prolapse of vaginal walls,C0033377,Ptosis,Ptosis. The protrusion of an organ or part of an organ into a natural or artificial orifice.,0,0.426,0.0,0.0,0.0,0.0004,0.7208,0.0,0.0005,Prolapse of vaginal walls,-0.04,-0.04,2,29,0.03
Prolapse of vaginal walls,C0447612,Vaginal wall,Vaginal wall. The tissue layers that enclose the vaginal canal.,0,0.608,0.0,0.0,0.0,0.0004,0.7208,0.0,0.0005,Prolapse of vaginal walls,-0.04,-0.04,2,4,0.05
Meat substitutes - soy,C1697820,soy - non-drug agent,soy - non-drug agent. ,0,0.889,0.0,0.0,0.0,0.0041,0.7107,0.005,0.0,Meat substitutes - soy,-0.04,-0.04,99,0,0.0
Meat substitutes - soy,C2756587,Soy,Soy. ,0,0.835,0.0,0.0,0.0,0.0041,0.7107,0.005,0.0,Meat substitutes - soy,-0.04,-0.04,99,138,inf
Postmenopausal bleeding,C0032776,Postmenopausal bleeding,Postmenopausal bleeding. Uterine bleeding occurring after menopause.,0,0.962,0.0,0.0,0.0,0.0002,0.7048,0.0,0.0,Postmenopausal bleeding,0.04,0.04,2,7,0.14
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C0224498,Meniscus structure of joint,Meniscus structure of joint. Crescent-shaped cartilaginous tissue interposed between two articulating bones.,0,0.564,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,2,2,0.02
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C2315938,Genus Meniscus,Genus Meniscus. ,0,0.395,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,99,0,0.0
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C3263722,Traumatic AND/OR non-traumatic injury,Traumatic AND/OR non-traumatic injury. Disorder resulting from physical damage to the body,0,0.245,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,99,34,inf
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.257,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,2,0,0.0
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C4085349,Medial collateral ligament,Medial collateral ligament. ,0,0.473,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,2,5,0.15
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),C0205098,Medial,Medial. Toward the middle or inside (as opposed to lateral).,0,0.182,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,3,64,1.21
Benign neoplasm of other parts of digestive system,C0086692,Benign Neoplasm,"Benign Neoplasm. A neoplasm which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and do not metastasize to other anatomic sites.",0,0.302,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,2,112,0.08
Benign neoplasm of other parts of digestive system,C0347197,Benign neoplasm of oral cavity,"Benign neoplasm of oral cavity. A non-metastasizing neoplasm arising from the oral cavity. Representative examples include hemangioma, tongue lipoma, and buccal mucosa papilloma.",0,0.576,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,2,133,66.5
Benign neoplasm of other parts of digestive system,C0347276,Benign neoplasm of anus,Benign neoplasm of anus. A non-metastasizing neoplasm arising from the anus. Representative examples include squamous papilloma and papillary hidradenoma.,0,0.567,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,99,382,inf
Benign neoplasm of other parts of digestive system,C0012240,Gastrointestinal system,"Gastrointestinal system. A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS).",0,0.602,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,2,13,0.15
Benign neoplasm of other parts of digestive system,C2930967,Gastro-enteropancreatic neuroendocrine tumor,Gastro-enteropancreatic neuroendocrine tumor. A well-differentiated neuroendocrine tumor arising from the digestive system. It is characterized by the presence of cells with features similar to those of the normal endocrine cells of the digestive system. The neoplastic cells express immunohistochemical evidence of neuroendocrine differentiation and hormones. There is mild to moderate nuclear atypia and less than 20 mitoses per 10 HPF. It includes well-differentiated endocrine tumors or carcinoid tumors and well-differentiated endocrine carcinomas.,0,0.517,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,2,123,5.12
Benign neoplasm of other parts of digestive system,C1517465,Digestive System Part,Digestive System Part. A term that refers to any anatomic structure that is part of the digestive system.,0,0.591,0.0,0.0,0.0,0.0,0.6892,0.002,0.0008,Benign neoplasm of other parts of digestive system,-0.04,-0.04,99,257,inf
Unstable angina (intermediate coronary syndrome),C0002965,"Angina, Unstable","Angina, Unstable. Precordial pain at rest, which may precede a MYOCARDIAL INFARCTION.",0,0.755,0.0,0.0,0.0,0.0082,0.6855,-0.003,0.0,Unstable angina (intermediate coronary syndrome),0.02,0.02,2,197,0.43
"Injury, NOS",C3263722,Traumatic AND/OR non-traumatic injury,Traumatic AND/OR non-traumatic injury. Disorder resulting from physical damage to the body,0,0.797,0.0,0.0,0.0,0.0007,0.6795,-0.003,0.0002,"Injury, NOS",0.21,0.21,99,34,inf
"Injury, NOS",C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.861,0.0,0.0,0.0,0.0007,0.6795,-0.003,0.0002,"Injury, NOS",0.21,0.21,2,0,0.0
Ever addicted to illicit or recreational drugs,C0858354,addict,addict. ,0,0.664,0.0,0.0,0.0,0.0,0.6598,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.11,0.11,2,82,0.15
Ever addicted to illicit or recreational drugs,C0332266,Illicit,Illicit. ,0,0.4,0.0,0.0,0.0,0.0,0.6598,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.11,0.11,99,38,inf
Ever addicted to illicit or recreational drugs,C0242508,Recreational Drugs,Recreational Drugs. A drug used for personal enjoyment rather than for medicinal purposes.,0,0.505,0.0,0.0,0.0,0.0,0.6598,0.001,0.0,Ever addicted to illicit or recreational drugs_Yes,0.11,0.11,2,0,0.0
Macular degeneration (senile) of retina NOS,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.872,0.0,0.0,0.0,0.0001,0.6396,-0.004,0.0006,Macular degeneration (senile) of retina NOS,0.05,0.16,2,25,0.1
Macular degeneration (senile) of retina NOS,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.889,0.0,0.0,0.0,0.0001,0.6396,-0.004,0.0006,Macular degeneration (senile) of retina NOS,0.05,0.16,2,355,0.3
Macular degeneration (senile) of retina NOS,C0392079,senile,senile. ,0,0.504,0.0,0.0,0.0,0.0001,0.6396,-0.004,0.0006,Macular degeneration (senile) of retina NOS,0.05,0.16,2,3,0.04
Macular degeneration (senile) of retina NOS,C0035298,Retina,"Retina. The ten-layered nervous tissue membrane of the eye. It is continuous with the OPTIC NERVE and receives images of external objects and transmits visual impulses to the brain. Its outer surface is in contact with the CHOROID and the inner surface with the VITREOUS BODY. The outer-most layer is pigmented, whereas the inner nine layers are transparent.",0,0.522,0.0,0.0,0.0,0.0001,0.6396,-0.004,0.0006,Macular degeneration (senile) of retina NOS,0.05,0.16,2,0,0.0
Carbuncle and furuncle,C0007078,carbuncle,"carbuncle. An infection of cutaneous and subcutaneous tissue that consists of a cluster of boils. Commonly, the causative agent is STAPHYLOCOCCUS AUREUS. Carbuncles produce fever, leukocytosis, extreme pain, and prostration.",0,0.842,0.0,0.0,0.0,0.0001,0.5831,-0.002,0.0,Carbuncle and furuncle,0.13,0.18,2,259,7.0
Carbuncle and furuncle,C0242301,furuncle,"furuncle. Bacterial infection of the hair follicle and the surrounding skin. It is caused by Staphylococcus aureus. It presents as a painful, erythematous and swollen skin lesion.",0,0.735,0.0,0.0,0.0,0.0001,0.5831,-0.002,0.0,Carbuncle and furuncle,0.13,0.18,2,131,0.65
M47.86 - Other spondylosis (Lumbar region),C0024090,Lumbar Region,Lumbar Region. The region of the spine below the ribs and above the hipbones.,0,0.385,0.0,0.0,0.0,0.0,0.5826,-0.0,0.0,M47.86 - Other spondylosis (Lumbar region),0.05,0.2,2,0,0.0
Pulmonary collapse; interstitial and compensatory emphysema,C0004144,Atelectasis,"Atelectasis. Absence of air in the entire or part of a lung, such as an incompletely inflated neonate lung or a collapsed adult lung. Pulmonary atelectasis can be caused by airway obstruction, lung compression, fibrotic contraction, or other factors.",0,0.641,0.0,0.0,0.0,0.0001,0.5815,0.002,0.0,Pulmonary collapse; interstitial and compensatory emphysema,-0.04,-0.04,2,43,0.12
Pulmonary collapse; interstitial and compensatory emphysema,C0596790,interstitial,interstitial. pertaining to or situated between parts of or in the interspaces of a tissue.,0,0.228,0.0,0.0,0.0,0.0001,0.5815,0.002,0.0,Pulmonary collapse; interstitial and compensatory emphysema,-0.04,-0.04,2,318,0.5
Pulmonary collapse; interstitial and compensatory emphysema,C0231186,compensatory,compensatory. ,0,0.171,0.0,0.0,0.0,0.0001,0.5815,0.002,0.0,Pulmonary collapse; interstitial and compensatory emphysema,-0.04,-0.04,99,184,inf
Age macular degeneration diagnosed infrequent,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.609,0.0,0.0,0.0,0.0,0.578,0.002,0.0005,Age macular degeneration diagnosed_infrequent_,0.06,0.08,2,25,0.1
Age macular degeneration diagnosed infrequent,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.726,0.0,0.0,0.0,0.0,0.578,0.002,0.0005,Age macular degeneration diagnosed_infrequent_,0.06,0.08,2,355,0.3
Sebaceous cyst,C0014511,Epithelial cyst,"Epithelial cyst. Intradermal or subcutaneous saclike structure, the wall of which is stratified epithelium containing keratohyalin granules.",0,0.835,0.0,0.0,0.0,0.0024,0.57,0.002,0.0003,Sebaceous cyst,0.04,0.04,2,0,0.0
Open wounds of extremities,C0332798,Open wound,Open wound. ,0,0.678,0.0,0.0,0.0,0.0003,0.567,-0.005,0.0,Open wounds of extremities,0.12,0.12,2,0,0.0
Open wounds of extremities,C0015385,Limb structure,"Limb structure. The farthest or outermost projections of the body, such as the HAND and FOOT.",0,0.541,0.0,0.0,0.0,0.0003,0.567,-0.005,0.0,Open wounds of extremities,0.12,0.12,2,127,0.05
Open wounds of extremities,C0278454,All extremities,All extremities. ,0,0.461,0.0,0.0,0.0,0.0003,0.567,-0.005,0.0,Open wounds of extremities,0.12,0.12,99,0,0.0
HSV-1 seropositivity for Herpes Simplex virus-1 False,C0206679,"herpesvirus 1, human","herpesvirus 1, human. The type species of SIMPLEXVIRUS causing most forms of non-genital herpes simplex in humans. Primary infection occurs mainly in infants and young children and then the virus becomes latent in the dorsal root ganglion. It then is periodically reactivated throughout life causing mostly benign conditions.",0,0.584,0.0,0.0,0.0,0.0,0.563,-0.002,0.0,HSV-1 seropositivity for Herpes Simplex virus-1_False,-0.05,-0.05,2,162,0.31
HSV-1 seropositivity for Herpes Simplex virus-1 False,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.578,0.0,0.0,0.0,0.0,0.563,-0.002,0.0,HSV-1 seropositivity for Herpes Simplex virus-1_False,-0.05,-0.05,2,0,0.0
HSV-1 seropositivity for Herpes Simplex virus-1 False,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.509,0.0,0.0,0.0,0.0,0.563,-0.002,0.0,HSV-1 seropositivity for Herpes Simplex virus-1_False,-0.05,-0.05,2,410,17.08
Reflux esophagitis,C0014869,Peptic Esophagitis,Peptic Esophagitis. INFLAMMATION of the ESOPHAGUS that is caused by the reflux of GASTRIC JUICE with contents of the STOMACH and DUODENUM.,0,0.785,0.0,0.0,0.0,0.0033,0.5613,-0.001,0.0,Reflux esophagitis,0.23,0.23,2,0,0.0
Reflux esophagitis,C0677659,Gastro-esophageal reflux disease with esophagitis,Gastro-esophageal reflux disease with esophagitis. ,0,0.902,0.0,0.0,0.0,0.0033,0.5613,-0.001,0.0,Reflux esophagitis,0.23,0.23,99,68,inf
Delirium due to conditions classified elsewhere,C0011206,Delirium,"Delirium. A disorder characterized by CONFUSION; inattentiveness; disorientation; ILLUSIONS; HALLUCINATIONS; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)",0,0.609,0.0,0.0,0.0,0.0007,0.5497,-0.001,0.0003,Delirium due to conditions classified elsewhere,0.13,0.13,2,170,0.19
Hematemesis,C0018926,Hematemesis,"Hematemesis. Vomiting of blood that is either fresh bright red, or older ""coffee-ground"" in character. It generally indicates bleeding of the UPPER GASTROINTESTINAL TRACT.",0,0.778,0.0,0.0,0.0,0.0004,0.5411,-0.004,0.0,Hematemesis,-0.04,-0.04,2,0,0.0
Abnormal findings on examination of urine,C0205161,Abnormal,"Abnormal. Deviating in any way from the state, position, structure, condition, behavior, or rule which is considered a norm.",0,0.285,0.0,0.0,0.0,0.0004,0.5276,-0.0,0.0,Abnormal findings on examination of urine,0.22,0.33,2,117,0.35
Abnormal findings on examination of urine,C2607943,findings aspects,findings aspects. ,0,0.221,0.0,0.0,0.0,0.0004,0.5276,-0.0,0.0,Abnormal findings on examination of urine,0.22,0.33,99,219,inf
Abnormal findings on examination of urine,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.579,0.0,0.0,0.0,0.0004,0.5276,-0.0,0.0,Abnormal findings on examination of urine,0.22,0.33,2,85,0.02
Abnormal findings on examination of urine,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.565,0.0,0.0,0.0,0.0004,0.5276,-0.0,0.0,Abnormal findings on examination of urine,0.22,0.33,99,0,0.0
Z80.0 - Family history of malignant neoplasm of digestive organs,C0241889,Family history (finding),Family history (finding). A record of a patient's background regarding health and disease events of blood relatives. A patient's family medical history may be important in diagnosing existing conditions.,0,0.254,0.0,1.0,0.2,0.0002,0.5222,0.002,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.02,-0.02,2,30,0.21
Z80.0 - Family history of malignant neoplasm of digestive organs,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.31,0.0,1.0,0.2,0.0002,0.5222,0.002,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.02,-0.02,2,0,0.0
Z80.0 - Family history of malignant neoplasm of digestive organs,C0227435,Digestive organ structure,Digestive organ structure. ,0,0.271,0.0,1.0,0.2,0.0002,0.5222,0.002,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.02,-0.02,2,226,2.76
Abdominal aortic aneurysm,C0162871,"Aortic Aneurysm, Abdominal","Aortic Aneurysm, Abdominal. An abnormal balloon- or sac-like dilatation in the wall of the ABDOMINAL AORTA which gives rise to the visceral, the parietal, and the terminal (iliac) branches below the aortic hiatus at the diaphragm.",0,0.956,0.0,0.0,0.0,0.0,0.522,-0.002,0.0,Abdominal aortic aneurysm,0.0,0.0,2,182,0.29
Convulsions,C0036572,Seizures,"Seizures. Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as EPILEPSY or ""seizure disorder.""",0,0.512,0.0,0.0,0.0,0.0003,0.5132,-0.002,0.0006,Convulsions,0.18,0.18,2,229,0.06
Bipolar disorder status Bipolar Type II (Hypomania),C0005586,Bipolar Disorder,Bipolar Disorder. A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,0,0.574,0.0,0.0,0.0,0.0,0.4886,-0.002,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),-0.12,-0.12,2,61,0.05
Bipolar disorder status Bipolar Type II (Hypomania),C0241934,Hypomania,"Hypomania. A less severe form of mania characterized by elevated mood, hyperactivity, and grandiosity. In contrast to mania, these symptoms do not cause significant impairment of the individual's productivity at work, or social and family relationships.",0,0.507,0.0,0.0,0.0,0.0,0.4886,-0.002,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),-0.12,-0.12,2,611,6.11
Benign neoplasm of skin,C0086692,Benign Neoplasm,"Benign Neoplasm. A neoplasm which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and do not metastasize to other anatomic sites.",0,0.473,0.0,0.0,0.0,0.0015,0.4624,0.002,0.0001,Benign neoplasm of skin,0.08,0.08,2,112,0.08
Benign neoplasm of skin,C0347197,Benign neoplasm of oral cavity,"Benign neoplasm of oral cavity. A non-metastasizing neoplasm arising from the oral cavity. Representative examples include hemangioma, tongue lipoma, and buccal mucosa papilloma.",0,0.453,0.0,0.0,0.0,0.0015,0.4624,0.002,0.0001,Benign neoplasm of skin,0.08,0.08,2,133,66.5
Benign neoplasm of skin,C0347276,Benign neoplasm of anus,Benign neoplasm of anus. A non-metastasizing neoplasm arising from the anus. Representative examples include squamous papilloma and papillary hidradenoma.,0,0.553,0.0,0.0,0.0,0.0015,0.4624,0.002,0.0001,Benign neoplasm of skin,0.08,0.08,99,382,inf
Benign neoplasm of skin,C0444099,Skin Specimen,Skin Specimen. ,0,0.523,0.0,0.0,0.0,0.0015,0.4624,0.002,0.0001,Benign neoplasm of skin,0.08,0.08,2,188,0.53
Benign neoplasm of skin,C1123023,Skin,Skin. The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.,0,0.57,0.0,0.0,0.0,0.0015,0.4624,0.002,0.0001,Benign neoplasm of skin,0.08,0.08,2,84,0.11
Bipolar disorder status Bipolar Type I (Mania),C0005586,Bipolar Disorder,Bipolar Disorder. A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,0,0.583,0.0,0.0,0.0,0.0,0.4574,-0.002,0.0,Bipolar disorder status_Bipolar Type I (Mania),-0.11,-0.11,2,61,0.05
Bipolar disorder status Bipolar Type I (Mania),C0338831,Manic,"Manic. Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.",0,0.489,0.0,0.0,0.0,0.0,0.4574,-0.002,0.0,Bipolar disorder status_Bipolar Type I (Mania),-0.11,-0.11,2,506,1.09
Bipolar disorder status Bipolar Type I (Mania),C0564408,Manic mood,Manic mood. An emotional state characterized by marked to extreme elevation of mood with noticeable effect of functioning.,0,0.512,0.0,0.0,0.0,0.0,0.4574,-0.002,0.0,Bipolar disorder status_Bipolar Type I (Mania),-0.11,-0.11,99,202,inf
Age macular degeneration diagnosed,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.621,0.0,0.0,0.0,0.0,0.456,0.002,0.0,Age macular degeneration diagnosed_64,0.06,0.13,2,25,0.1
Age macular degeneration diagnosed,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.752,0.0,0.0,0.0,0.0,0.456,0.002,0.0,Age macular degeneration diagnosed_64,0.06,0.13,2,355,0.3
Tachycardia NOS,C0039231,Tachycardia,"Tachycardia. Abnormally rapid heartbeat, usually with a HEART RATE above 100 beats per minute for adults. Tachycardia accompanied by disturbance in the cardiac depolarization (cardiac arrhythmia) is called tachyarrhythmia.",0,0.755,0.0,0.0,0.0,0.0,0.4542,-0.001,0.0,Tachycardia NOS,0.07,0.12,2,0,0.0
Tachycardia NOS,C3827868,Tachycardia by ECG Finding,Tachycardia by ECG Finding. ,0,0.85,0.0,0.0,0.0,0.0,0.4542,-0.001,0.0,Tachycardia NOS,0.07,0.12,99,0,0.0
Secondary malignant neoplasm of liver,C0027627,Neoplasm Metastasis,Neoplasm Metastasis. The transfer of a neoplasm from one organ or part of the body to another remote from the primary site.,0,0.661,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,2,0,0.0
Secondary malignant neoplasm of liver,C0175668,Secondary to,Secondary to. Derived as a result of a primary condition; not direct or immediate; of second rank or importance or value.,0,0.303,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,99,6,inf
Secondary malignant neoplasm of liver,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.614,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,2,0,0.0
Secondary malignant neoplasm of liver,C0023884,Liver,"Liver. A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.",0,0.356,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,2,31,0.0
Secondary malignant neoplasm of liver,C0023899,liver extract,liver extract. Extracts of liver tissue containing uncharacterized specific factors with specific activities; a soluble thermostable fraction of mammalian liver is used in the treatment of pernicious anemia.,0,0.346,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,2,18,0.05
Secondary malignant neoplasm of liver,C0721399,Liver brand of Vitamin B 12,Liver brand of Vitamin B 12. brand name of vitamin B 12,0,0.275,0.0,1.0,0.1,0.0485,0.4393,-0.004,0.0007,Secondary malignant neoplasm of liver,-0.04,-0.04,99,81,inf
"Epilepsy, recurrent seizures, convulsions",C0014544,Epilepsy,"Epilepsy. A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy). (From Adams et al., Principles of Neurology, 6th ed, p313)",0,0.74,0.0,0.0,0.0,0.0003,0.4207,-0.002,0.0005,"Epilepsy, recurrent seizures, convulsions",0.08,0.08,2,0,0.0
"Epilepsy, recurrent seizures, convulsions",C3203523,Acute repetitive seizure,"Acute repetitive seizure. A fourfold or greater increase of usual seizure frequency within a 3-day period, where the patient demonstrates full recovery between seizure events within the cluster. The seizure cluster should be recognisable by the primary clinician, carer or patient. [PMID:29871784, PMID:32305858]",0,0.604,0.0,0.0,0.0,0.0003,0.4207,-0.002,0.0005,"Epilepsy, recurrent seizures, convulsions",0.08,0.08,2,0,0.0
"Epilepsy, recurrent seizures, convulsions",C0036572,Seizures,"Seizures. Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as EPILEPSY or ""seizure disorder.""",0,0.663,0.0,0.0,0.0,0.0003,0.4207,-0.002,0.0005,"Epilepsy, recurrent seizures, convulsions",0.08,0.08,2,229,0.06
